ID,Brand,Name,Amazon_Price,Original_Price,Features
2726,Other,Lacdo 11-11.6 Inch Waterproof Notebook Sleeve for Apple MacBook Air 11.6-inch Ultrabook Acer / Asus / Dell / HP / Toshiba / Lenovo Thinkpad / Chromebook - Black,$12.99,$39.99,"Lacdo (TM) Designed Specifically for Apple Macbook Air 11-11.6 inch Dell HP Acer Laptop absolutely attract people attention.. Durable Waterproof Bag perfectly For your Laptop&amp;quot.. It comes with a side pocket that can store other accessories such as charger, cables and memory cards.. Made with quality material comfortable handle feel timeproof and durable Quick top-loading access through envelope-style design.. Internal Dimensions: 11.4\  (L) x 1.5\  (W) x 8.3\  (H) / 28.95cm (L) x 3.81cm (W) x 21.1cm (H)"
2727,Dell,"Dell Inspiron 13 7000 Series 13.3-Inch Touchscreen Laptop - Intel Core i7-5500U, 256GB SSD, 8GB Memory, Windows 10",$995.00,"$1,199.00","5th Generation Intel Core i7-5500U Processor (4M Cache, up to 3.00 GHz). 8GB Single Channel DDR3L 1600MHz, 256 GB Solid-State Drive. Intel HD Graphics 5500, Optical Drive Not included, Backlit Keyboard. 13.3-inch FHD (1920 x 1080) Truelife LED-Backlit Touch Display with Wide Viewing Angle (IPS). Windows 10, 2-in1 Media Card Reader and USB 3.0, FastAccess Facial Recognition"
2728,Asus,"LB1 High Performance Extended Battery for Asus G73SW, G73SV, G73SW, G73SX, Lamborghini VX7, VX7S, VX7SX, Part#: 07G016DH1875, 70-NY81B1000Z, 90-NY81B1000Y Laptop Notebook Computer PC [8-Cell 5200 mAh]",$54.95,,"LB1 High Performance? battery for Asus G73SW, G73SV, G73SW, G73SX, Lamborghini VX7, VX7S, VX7SX, Part #: 07G016DH1875, 70-NY81B1000Z, 90-NY81B1000Y are environmentally friendly and certified by RoHS to be free from mercury - lead - cadmium - PBDE and PBBs.. LB1 High Performance? Commercial Grade Laptop Batteries for Asus G73SW, G73SV, G73SW, G73SX, Lamborghini VX7, VX7S, VX7SX, Part #: 07G016DH1875, 70-NY81B1000Z, 90-NY81B1000Y are custom manufactured to be 100% compatible and optimized for your Asus G73SW, G73SV, G73SW, G73SX, Lamborghini VX7, VX7S, VX7SX, Part #: 07G016DH1875, 70-NY81B1000Z, 90-NY81B1000Y laptop. Asus G73SW, G73SV, G73SW, G73SX, Lamborghini VX7, VX7S, VX7SX, Part #: 07G016DH1875, 70-NY81B1000Z, 90-NY81B1000Y High Performance notebook battery utilizes high quality grade \ A\  cells for higher performance longer life and more reliability. Asus G73SW, G73SV, G73SW, G73SX, Lamborghini VX7, VX7S, VX7SX, Part #: 07G016DH1875, 70-NY81B1000Z, 90-NY81B1000Y High Performance meets and/or exceed OEM specification and will not void your original manufacturer warranty.. Fast charging. Low power consumption. Built-in protection circuit ensures both safety and stability. Batteries capacity: 5200 mAh | Chemistry: Li-ion | Voltage: 14.8 Volts | Cells: 8 | wHr: 77.. 100% Customer Satisfaction.Fast Same-Day Shipping by 12:00 PM PDT.30-Day Money Back Guarantee. 18 Months Warranty. Exclusive $100000 Product Protection Plan! Satisfies Government - School - Health care enterprise and Corporate account purchase order requirements."
2729,HP,Pwr+ 65W Laptop Car Charger for HP Pavilion G4 G6 G7 M6; EliteBook 2540p 2570p 2730p 6930p 8440p 8460p 8540w Revolve 810 820 840 850 Folio 9470m; HP G42 G56 G60 G61 G62 G71 G72 250; ProBook 450 650,$18.90,$39.90,"Output: 18.5V 3.5A 65W / Power laptop and charge battery from 12V DC outlets (car / air / boat). Pwr+ DC adapters manufactured with the highest quality materials and include laptop safeguard features against incorrect voltage, short circuit, internal overheating. 100% compatibility with the original.. Products trademarked Pwr+? are marketed and sold exclusively by Pwr+. We focus on providing quality power products and excellent customer service ... and we also ship your order the same or next day (Amazon order processing time varies) !. Warranty: 30 Days Money Back Guarantee / 24 Months - Free Exchange (Pwr+ pays for shipping) / Please contact us with any questions or concerns - we are here to help! (Phone service is available). This product has been tested and validated to ensure it will work with HP Pavilion G6 G7 G4 M6; HP EliteBook 2530p 2540p 2560p 2570p 2730p 2740p 2760p 6930p 8440p 8460p 8540p 8540w 8560w; EliteBook Folio 9470m 9480m; EliteBook Revolve 820 840 850 G1; 810 G1 G2; HP ProBook 430 G1 G2; 440 450 455 645 650 655 G1; HP G42 G50 G56 G60 G61 G62 G71 G72 250 255 G1 Notebook DC Adapter Power Supply Cord"
2730,Dell,Westronix? 65w Ac Adapter Laptop Charger for Dell Inspiron Xps Studio Latitude Vostro Pa-12 [19.5v 3.34a] Ultra Thin,$11.90,$39.99,"Input: AC 100-240v [Worldwide Compliant] 50-60hz; Output: DC 19.5v 3.34a 65w Max.; Tip size: 7.4*5.0mm Central Pin; Please make sure that the DC output &amp; connector size match your original adapter before bidding. The ac adapter are CE/FCC/RoHS certified; built-in overload, over-voltage, and short circuit protection; high energy conversion efficiency - friendly to the environment, and your laptop. Designed and manufactured to 100% meet or exceed your original adapter; 7 Days Money Back; 12-month hassle-free warranty; 100% satisfaction GUARANTEED. A 65w ac adapter for DELL INSPIRON 1545 1525 1520... [more list below]. Package content: 1 dell inspiron laptop charger+1 high quality pure copper power cord+1 bubble bag+1 box."
2731,Other,Kenneth Cole Reaction 18.4-Inch Top Zip Portfolio/Notebook Case (536735),$51.97,$69.99,"Front exterior gusseted zipper pocket with organizer for business essentials. Main padded computer compartment. Accommodates most laptops up to 18.4\ . Easy access, front exterior full-length zipper pocket. Attachﾨﾦ strap fits over most upright handles for hands-free carrying. Padded and comfortable top handles. Removable, adjustable and padded shoulder strap. Black Durable 1680D Poly with Dobby exterior and leather-like PVC trim"
2732,Other,WATERFLY Fresh Spring 12.5\  13\  13.1\  13.3\  Laptop Notebook Computer Tablet PC Soft Neoprene Sleeve Case Bag Pouch Carrying Holder Protector for Apple Macbook Pro 13 Macbook Air 13/ Samsung 900X3 530 535U3/Dell XPS 13 Vostro 3360 inspiron 13/ ASUS UX32 UX31 U36 X35 /SONY SD4 13/ ACER 13/ThinkPad X1 L330 E330 And And Most 12.5\  13\  13.3\  Laptop Ultrabook Chromebook Laptop,,,"100% brand new and high quality sleeve case with zipper closure, this sleeve can be use as mouse pad also. Made of Super soft NEOPRENE, Light-weight Durable material,protect your laptop from scratching, Shock and dust. Double zipper design, more convenient to use,Smart-design:Handle inside case be use as sleeve or Hand bag. Waterproof breathable, soft and flexible feel good,Can be repeated cleaning, easy to dry. Never Fade. Dimension: about 330mm (13 inch) x 260mm (11 inch); Compatible with: all 13\ / 13.1\ / 13.3\  Laptop"
2733,Other,My Place Myplace Laptop Table Notebook Workstation,$47.00,$49.99,"Eliminates cramping, neck strain, and crouching while working. Provides perfectly angled, ergonomic position for comfort. Features built-in mouse pad, fold out legs and pre-set angles. Lightweight frame folds flat for storage and transport. Also for use with homework, books, crafts, meals and more"
2734,Other,TaylorHe 15.6\  Laptop Skins Vinyl Stickers Decals Made in Great Britain Vintage Map,$9.99,,"Dimension: 38cm x 25.5cm (Fits 15.6\  laptops),can be easily trimmed down to fit smaller laptops. Printer: HP Latex L25500 which is Eco-friendly with ultimate colors and details. Finish: Leather Effect. Easy to apply, easy to remove and no sticky residue when removed. Individually printed and laminated in the UK"
2735,Apple,Kayond?Cute Leopard's Spots Style Canvas Fabric Ultraportable Neoprene 12-12.5 Inch Laptop / Notebook Computer / MacBook / MacBook Pro / MacBook Air Sleeve Case Bag Cover,,,"Soft Neoprene and fluffy plush lining to provide double protection for the notebook out of collision and shock.. Canvas fabric exterior printed with cute leopard's spots. Double leather zipper with qualified material is easy to use. KAYOND upgrade brand with better material and more beatiful style which shipped by factory directly with competitive price. 12\ (31.5*23*1.8cm) ﾣﾺfit part of 11.6\ ﾡﾢ12.1\ ﾡﾢ12.5'notebookﾣﾨnoteﾣﾺnot fit THANKPAD X210,part of 12.5\  notebook with thickened battery should use 13\  liner bag"
2736,HP,"Free Return & Same Day shipping, 2 Year Warranty. HP 2000-2D22DX Laptop LED LCD Screen Replacement",$52.93,$75.96,Screen Size: 15.6\ . Connector: 40 Pins. Screen Finish: Glossy. Maximum Resolution: 1366*768. 1 Year Warranty
2737,Other,Case Star Bohemian Style Canvas Fabric 15-15.6 Inch Laptop Sleeve Zipper Case (Dark Blue/gray Stripe),,,"Durable canvas construction with Bohemian style patterns.. Additional polyester foam padding layer and fluffy fleece fabric lining to provide double protection for your computer out of collision /shock/accidental scratches.. Slim and lightweight, easily slide into your briefcase, backpack, or other bag for convenient carry.. Zipper designed. It's better to let it air out by propping it open a few days before use.. Dimension (L x W x H): 15.5 x 11 x 1 inches. fits all Apple Macbook 15-Inch/15.6-Inch and most brands' 15-Inch laptop/notebook /ultrabook."
2738,Other,High Quality Aztec Tribal Water Resistant Neoprene Laptop Sleeve 17 17.3 Inch Notebook Computer Bag Case Cover(Twin Sides),$26.99,$37.00,"The front side is the same to the back side. Double zipper design, more convenient to use. Size for 17-17.3 inches laptops.. Dimensions:16.9\ (W) x 12.4\ (H) x 1.2\ (D). Material:100% water resistant neopr"
2739,Lenovo,"Lenovo Thinkpad T530 2392AQU 16-Inch HD Notebook (2.60GHz Intel Core i5-3320M Processor, 4GB memory, 500GB Sata Disk 7200rpm, Win7 Pro64)","$1,249.00",,"2.60GHz Intel Core i5-3320M Processor Intel Turbo Boost 2.0 (3.30GHz). 4GB RAM, 500GB 7200rpm HD, DVD. 16 inch 1600x900 LCD, NVIDIA NVS 5400M 1GB. Bluetooth, 1Gb Ethernet, UltraNav, Secure Chip, Fingerprint reader, Camera, 9c Li-Ion. Win7 Pro 64"
2740,Lenovo,"Lenovo ThinkPad T440s 20AR001DUS 14-Inch Laptop (1.9 GHz Intel Core i5-4288U Processor, 4GB DDR3L, 128GB SSD, Windows 8 Pro) Black","$2,198.00","$2,329.00","Intel Core i5-4288U 1.9 GHz (3 MB Cache). 4 GB DDR3L SDRAM. 1 rpm 128 GB Solid-State Drive. 14-Inch Screen, Intel HD Graphics 4400. Windows 8 Professional, 8.4-hour battery life"
2741,Apple,"Inateck 13.3 Inch Bohemian Macbook Air/ MacBook Pro Retina Ultrabook Netbook Envelope Cover Sleeve Carrying Protector Case Bag with a Bonus Mouse Bag, Opera Pink [Size: 13.3-Inch, Canvas Fabric]",,,"Water-proof, shock-absorbing and wear-resisting canvas material, firm sewing edge and classic Bohemian style external design.. Two-way zippers help you access easily to your laptop, and conveniently zip up and down.. Lining flexible fluffy brown fur keeps the laptop from vibration and scratch, easier slipping.. One additional small pouch for keeping your mouse on the go.. Fits perfectly with 13 inch retina MacBook Pro, MacBook Air and other UltraBook/Chromebook"
2742,Other,Corsair 8GB (1x8GB) DDR3 1333 MHz (PC3 10666) Laptop Memory (CMSO8GX3M1A1333C9),$40.99,$59.72,Speed: 1333MHz. Timing: 9-9-9-24. Type: DDR3. Pin Out: 204 Pin. Voltage: 1.5V. Limited Lifetime Warranty
2743,Dell,"Alienware 15 UHD 15.6-Inch Touchscreen Gaming Laptop (Intel Core i7 4710HQ, 16 GB RAM, 1 TB HDD + 256 GB SSD, Silver and Black) NVIDIA GeForce GTX 970M with 3GB GDDR5 - Free Upgrade to Windows 10","$1,999.00","$2,049.99",Intel Core i7 4710HQ 2.5 GHz Processor. 16 GB DDR3L SDRAM; NVIDIA GeForce GTX 970M with 3GB GDDR5. 1 TB HDD + 256 GB SSD Storage; No Optical Drive. 15.6 Inch UHD (3840x2160) LED-lit IPS Touchscreen. Windows 8.1 Operating System; Silver and Black Chassis
2744,Dell,"Dell Inspiron 1525, 1545, M911G, PP29L, PP41L Laptop Replacement Battery - TechFuel 6-Cell 4400mAh/49WH Li-ion Battery",$37.95,$95.95,"Battery Type: 6-cell Li-ion; Voltage: 11.1V; Capacity/Energy Storage: 4400mAh/49Wh. New battery constructed with advanced circuit board technology, including built-in thermal circuit protection for safety and stability.  Grade-A cells for faster charging and more efficient power consumption. Precision construction for optimal fit; CE and RoHS certification ensures quality, safety and peace-of-mind.  Up to 500 charge cycles over the life of the battery. Friendly and knowledgeable Customer Support Staff available by email or toll-free telephone.  No risk 30-day money back guarantee; 1-year full replacement warranty. Built with quality components and rigorous quality control.  Operating time will vary depending upon computer settings, hardware use, etc.  Generally, for every 2000mAh, the battery will yield approximately 1 hour of run time"
2745,Other,"CiDoss Black Universal Clip-on 180 Degree Fish Eye Lens+Wide Angle Lens+Macro Lens 3-in-1 Kit+Self Portrait Self Shot Monopod Selfie Stick With Phone Holder+Bluetooth Remote Camera Wireless Shutter for Apple iPhone 6/6 Plus/5/5S/5C/4/4S, iPad Air/iPad 234/iPad Mini, Tablet PC, Laptops, Samsung Galaxy S5/S4/S3/S2/ Note3/Note2, HTC ONE M8, Blackberry Bold Touch, Sony Xperia, Motorola Droid and Other Smart Phones",$14.99,,"3 in 1 lens (fisheye / wide angle / macro) is one of the powerful photo set. The universal monopod just make your selfprotrait/photography extremely convenient no matter with a digital camera, smartphone or Gopro 1 2 3 3+. Remote shutter controller is compatible with android 4.2.2 OS or newer and iOS 6.0 or newer.. This universal phone clip is available for all smartphones within 40-85mm."
2746,Other,3M Anti-Glare Filter for Widescreen Laptop 14\  (AG14.0W9),$27.64,$53.00,"Helps reduce glare and mirror-like reflections which makes your screen easier to use in high-glare situations. Designed to fit widescreen laptops with a diagonally measured 14\  viewing screen and a 16:9 aspect ratio. Actual filter dimensions are 12 3/16\  wide x 6 7/8\  high (310 mm x 175 mm). Easy to apply, removable and re-attachable.  No lamination, no bubbles.. Lightweight, thin, frameless design. Protects screen against scratches. Attaches with optically clear adhesive strips that can easily be applied and reapplied numerous times. span class=\ a-list-item\ >Easy to clean; includes cleaning cloth. span class=\ a-list-item\ >Compatible with most touchscreen displays. span class=\ a-list-item\ >Limited 1-year warranty. span class=\ a-list-item\ >Helps reduce glare and mirror-like reflections which makes your screen easier to use in high-glare situations.. span class=\ a-list-item\ >Easy to apply; removable and re-attachable. Includes two forms of attachment strips. No lamination, no bubbles.. span class=\ a-list-item\ >Includes cleaning cloth and optically clear adhesive strips that can easily be applied and reapplied numerous times.. span class=\ a-list-item\ >Protects screen against scratches.. span class=\ a-list-item\ >Compatible with most touch-screen displays.. span class=\ a-list-item\ >Easy to clean. Hides fingerprints.. span class=\ a-list-item\ >Filter made in USA"
2747,Lenovo,2014 Newest Lenovo-Yoga 3 Pro 2-in-1 13.3'' 4k 3800x1800 IPS Touch-Screen Laptop/Tablet Broadwell Intel New Core M-5Y70 HD Graphics 5300 8GB RAM-256GB SSD Multi-Mode Ultra Thin Ultrabook 0.5'' 2.7lbs-Silver,$969.00,"$1,599.99","Microsoft Windows 8.1 64-bit,Features a 6-hinge watchband design that enables versatile use in laptop, stand, tent or tablet mode.. 13.3 inch high-definition widescreen 10-point multitouch display. 256GB solid state drive, 8GB DDR3L memory. Intel?? Core?\ ? M-5Y70 processor, Intel?? HD Graphics 5300. Built-in high-definition webcam, Multiformat media reader, 2 USB 3.0 ports and 1 USB 2.0 port, Bluetooth 4.0 interface"
2748,Other,"Bracketron 30mm Telescoping Support Brace for Mobotron MS-525, MS-526 In-Vehicle Laptop Mount",$24.48,$30.00,Mount Type: Vehicle Mount. Device Support: Notebook
2749,Other,Goldengulf Newest 10.1 inch Mini Android 4.2 Computer Laptop Netbook Dual Core 4GB WIFI Camera(Silver),$139.80,,"Free optical mouse and led keychain included. Customed high capacity battery, can work 2-3 hours(watch movie). 2015 Newest Version, Andorid 4.2,  Dual Core, Fast speed. Play Store, Youtube, Facebook, Skype....... Reliable seller, Quality and Service are guaranteed"
2750,Apple,"Mosiso - Chevron Hot Blue Canvas Fabric 11-11.6 Inch Laptop / Notebook Computer / MacBook Air Briefcase Carry Case, Chevron Hot Blue",$18.99,$49.99,"Outer canvas fabric of the case is printed with Chevron style patterns that enable you to carry your MacBook / laptop / notebook / Ultrabook computer in a uniquely sleek style. Features a polyester foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag. Top handles of the case enable you to carry your laptop in comfort, and can tuck away in the pockets when not needed. Suitable for most popular 11-11.6 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models"
2751,HP,HP EliteBook Folio E3U58UT#ABA 14-Inch Laptop (Silver),"$1,514.00",,"Intel Core i5 3320M 1.9 GHz (3 MB Cache). 4 GB DDR3. 1 rpm 256 GB Solid-State Drive. 14-Inch Screen, Intel HD Graphics 4000. Windows 8 Professional, 10-hour battery life"
2752,Apple,"Swees? 12 Inch Apple New Macbook Ultrabook PU Leather Carrying Laptop Notebook Sleeve Bag for 12\  Apple New Macbook with Retina , Mint Green",,,"High quality PU Leather outside coverd and soft flano and mesh fabric inside design ; Velcro with strong adhesive force to protect your Macbook from dropping .. Two layers of compartments  , one for your 12 inch new Macbook , another you could put you books , iPad mini , Kindle devices , tablets , etc. inside .. There are 2 pockets on back for your convenience to keep smartphones , earphones , credit cards , pens , etc.. Neater and close treads and stiching on every edge , no worrying about loose or off-line treads .. This PU leather sleeve bag is specially designed for 12 in new Macbook (Model A1534 , 2015 Edition) only . Not fit any other Macbook , like Macbook Air 11.6 inch , Macbook Air 13.3 inch , Macbook Pro 13.3 inch / 15.4 inch ."
2753,Apple,"Kamor PU leather Protection Laptop Sleeve Case Bag for 13 - 13.3-Inch MacBook Air, MacBook Pro, Black",$18.99,,"Precise fit for laptops and ultrabooks with 13.3 inch MacBooks / laptops / notebooks / Ultrabooks; it may not snugly fit all 13.3 computers due to different sizes. Water-resistant premium PU&amp;nylon material offers a fashionable design and superior protection, cotton fabric lining protects laptop/netbook from dust, shocks, bumps, scrapes and scratches &amp; spills. Extra three pockets are convenient to put your mobile phone, notebook, 7\  tablet, cards, USB cable, headphone, cable, mouse, book and other accessories;  Inner pockets are specially designed for storing stylus, pen, name card, bank card, power bank, power adapter and other accessories.. Slim and lightweight; Briefcase with qualified handle does not bulk your laptop up and can easily slide into your laptop computer, briefcase, backpack or other bag. Thickness: 0.45 cm; Product dimensions - 14.56\  (l) x 0.78\  (w) x 10.23\  (h) / 37cm(l) x 2cm(w) x 26cm(h); Fits devices - 13.58\  (l) x 0.78\  (w) x 9.84\  (h)                           34.5cm (l) x 2cm (w) x 25cm (h)"
2754,Apple,Vati Leaves Removable Snoopy Love Humor Handmade Partial Art Skin Cool Design Vinyl Decal Sticker for Trackpad Keypad Of Apple Macbook Pro Air Mac Laptop,,,"Dustproof, Waterproof, Oilproof and fingerprints prevent.. Super-thin (0.09 mm) and the image integrate with the Keypad of apple devices.. Precision-cut, perfect fit; give your MacBook a new impressive looking.. Can be easily removed and leaves no sticky residue, will not damage surfaces.. Printed on the best vinyl material with long lasting and never fades. (5-7 years outdoors life)."
2755,Dell,Dell XPS 15-8949sLV 15.6-Inch Touchscreen Laptop,"$1,815.60","$2,299.99","Intel Core i7-4712HQ Processor. 16 GB DDR3L SDRAM. 512 GB Solid-State Drive. 15.6-Inch Screen, NVIDIA GeForce GT 750M. Windows 8.1"
2756,Lenovo,CUK Lenovo B50-45 15.6-inch AMD E1-6010 16GB 1TB 7200rpm HDD Windows 7 Professional Ultrabook Laptop Computer,$429.99,,"Processor: AMD E1-6010 Dual Core Processor (1M Cache, 1.35GHz) 10W. RAM: 16GB RAM DDR3L 1600MHz | Hard Drive: 1TB 7200rpm Hard Disk Drive. Optical Drive: None | Operating System: Windows 7 Professional x64 with upgrade to Windows 8.1 Professional x64. Graphics Card: AMD Radeon R2 Graphics | Display: 15.6-inch HD Display (1366 x 768). 16GB RAM / 1TB HDD Upgrades* | View Product Description for more details."
2757,Samsung,90W Replacement Samsung Ac Adapter Power Supply Cord Notebook Laptop Battery Charger,$8.16,$39.99,90W Replacement Samsung Ac Adapter Power Supply Cord Notebook Laptop Battery Charger. Laptop Charger AC Adapter Power Supply with US Plug Power Cable. Premium quality laptop charger
2758,Apple,Caffeine Molecule Molecular Model - 5\  Black Vinyl Decal Sticker Car Macbook Laptop,$4.99,$9.99,High Quality Vinyl Decal. Made in the USA. Easily Removable
2759,Acer,Acer Aspire V17 Nitro Black Edition VN7-791G-76Z8 17.3-Inch Full HD (1920 x 1080) Gaming Laptop,"$1,083.99",,"Intel Core i7-4720HQ Processor (2.6 GHz). 8 GB DDR3 RAM. 1 TB 5400 rpm Hard Drive. 17.3-Inch Screen, NVIDIA GeForce GTX 960M. Windows 8.1, 4-hour battery life"
2760,Other,S-ZONE Men's Crazy-Horse Leather Business Briefcase shoulder laptop Bag,$109.89,$157.69,"Top zip closure and front flap buckles closure for quick-access items.. Adjustable full leather shoulder strap with detachable brass hardware buckles.. Dimensions:11(H) 14.5(L) 3.5(W)inch, Easy to carry 14 inch laptop. Classical style, General use for business or travelling and laptop bag, briefcase handbag, messenger bag. Want Oversize of this bag, please refer to ASIN B00ZQMO6V6"
2761,Apple,"Macbook Pro 13 Case, GMYLE Hard Case Print Frosted for MacBook Pro 13 inch (Model : A1278) - White Marble Pattern Rubber Coated Hard Shell Case Cover (Not Fit For Macbook Pro 13 with Retina Display)",$15.99,,"High quality hard coating. Protects your Macbook from accidental hard knocks and scratches.. Fully access to all buttons and features. Plug your charger, cable or headset without removing the case. Simple clip-on/off design without the added risk of harming your laptop during application"
2762,Asus,Asus K52F Laptop Battery - Premium Superb Choice? 6-cell Li-ion battery,$22.99,,"Type: Li-Ion, Voltage:10.8v Capacity:4400mAh;6 Cells. 1 year replacement warranty,30-day refund guarantee after the purchase.. High Capacity Replacement battery.. Each Superb Choice battery was tested at an original laptop by the manufacturer."
2763,Lenovo,"Lenovo Flex 2 14 - 59423166 - Black - Core i7-4510U, 8GB RAM, 500GB HDD +8GB Solid State Hybrid Drive, 14.0\  MultiTouch Full HD Display, Windows 8.1",$717.00,,"Intel? CoreTM i7-4510U Processor (4M Cache, up to 3.10 GHz) Laptop. 5400RPM Serial ATA 2.5\  Hard Drive and 8 GB Micro Solid State Drive. Black 14.0\  FHD (1920 X 1080). 8 GB PC3-12800 DDR3L SDRAM 1600MHz SODIMM Memory. Windows 8.1 64"
2764,Other,S-ZONE Genuine Leather Professional Look Briefcase Bag for 17 inch laptop,$126.89,$198.99,"Material: High quality Crazy Horse leather ,retro and fashion style. Demention:11.8*16.9*4.3inch (L*H*W). Easy to carry a 15.6 inch laptotp, the main pocket can accommondate a 17 inch computer. Versatile and Durable. Naturally Processed Leather Which Is Chemical Less, Non-Allergic and Eco Friendly"
2765,Dell,Dell Inspiron 15 7000 Series 15.6 inch Full HD 1080P Touchscreen Laptop / i5-5200U / 6GB memory / 1TB HDD / No optical drive / Backlit keyboard / WiFi / webcam / Bluetooth 4.0 / Windows 8.1 64-bit / Silver,$656.00,$799.99,"5th Generation Intel Core i5-5200U Processor (4M Cache, up to 2.7 GHz) features smart 4-way processing performance with a speed boost.. 6 GB System Memory (DDR3L) for multitasking power, expandable to 16GB. ? 1TB 5400 rpm SATA hard drive gives you tones of space to store important files;  Note: Optical drive not included. 15.6-inch FHD (1920 x 1080) Truelife LED-Backlit Touch Display with Wide Viewing Angle (IPS) ? An HDMI output provides flexible connectivity.. Intel HD Graphics 5500 for crisp visuals, 720P Webcam, 802.11ac wireless internet connectivity and Bluetooth 4.0. Windows 8.1 (64Bit) English, 3-Cell Battery (removable), 2 USB 3.0 ports (1 with PowerShare) and 1 USB 2.0 port enable easy data transfer. ? NO optical drive"
2766,Toshiba,Toshiba 19V 4.74A 90W Replacement AC Adapter for Laptops,$8.96,,AC Input: 100 ~ 240V 50~ 60Hz. DC Output: 19V 4.74A 90W. Connector: 5.5mm*2.5mm. This is Brand New replacement AC adapter power supply!
2767,Other,Case Star ? Bohemian Style Canvas Fabric 13-13.3 Inch Laptop Notebook Ultrabook Sleeve Bag Zipper Case for Apple Macbook Pro Retina Macbook Air 13 /13.3-Inch and Most Brands'13-Inch Laptop - HP Dell Toshiba ASUS Sony Lenovo Samsung (Elephant Home),,,"Durable canvas construction with Bohemian style patterns.. Additional polyester foam padding layer and fluffy fleece fabric lining to provide double protection for your computer out of collision /shock/accidental scratches.. Zipper designed for easy removal and insertion.. Slim and lightweight, easily slide into your briefcase, backpack, or other bag for convenient carry.. Dimension (L x W x H): 14 x 9.5 x 1 inches. fits all Apple Macbook 13-Inch/13.3-Inch and most brands' 13-Inch laptop/notebook /ultrabook. It's better to let it air out by propping it open a few days before use."
2768,Asus,Delta AC Adapter Charger for Asus X53E Laptops (X54C),$16.99,$39.99,Original Delta 65W 19V 3.42A Laptop/Notebook AC Adapter/Battery Charger Power Supply Cord for ASUS X53E-RB31 X53E-RH31 X53E-RH71 X53E-RS31 X53E-RS32 X53E-RS52 X53E-RS91 X53E-RS93-RD X53E-XR1 X53E-XR2 X53E-XR5 X53U-RB21 X53U-XR1 X54C-RB01 X54C-RB31. X54C-RB91 X54C-RB92 X54C-RB93 X54CRF-BBK13-B X54L-BBK4 Z54C-JB31 Z54C-JB91 Z54C-JS31; ASUS Lamborghini a2l a3000 a3ac m2n ul50a VX1. Laptop Charger AC Adapter Power Supply with US Plug Power Cable
2769,Toshiba,Laptop AC Adapter / Power supply / Laptop charger with power cord for Toshiba Satellite C855-S5107 C855-S5108 C855-S5111 C855-S5118,,,"15 Months Warranty! ;30 Days Money Back Guarantee. Input : 100-240V ~ 1.2A 50/60 Hz ;Power:65W DC-Output : 19V-3.42A-65W;Connector:5.5*2.5mm. Package indluded:One AC Adapter and One US Power Cord. Products are CE/FCC/RoHS certified, tested by manufacturer to match and exceed specifications of OEM products.. Built-in overload, over-voltage, and short circuit protection"
2770,Apple,"BRINCH? Young Style Polyester 12.4 Inch Aluminum Handle Laptop Bag Briefcase Carrying Single Shoulder Bag Handbag With Shoulder Strap for No More Than 12.1 Inch iPad / iPad Air / iPad Air 2 / Macbook Air 11.6 inch / Macbook Pro 11.6 inch / Laptop / Notebook / Tablet PC / Ultrabook / Chromebook, Fashion Design of Two Front Pockets,Back Pocket,Big Main Storage and Inside Pockets for Wallet,Phone,Pens and Other Accessories (Tiffany Blue)",,,"Special design of young style with two front pockets,back pocket,big main storage and inside pockets for wallet,phone,pens and other accessories. Side aluminum handle and adjustable shoulder strap enable you to carry your computer in comfort. Top-loading zipper on the bag glides smoothly and allows convenient access to your laptop computer. Two side pockets are ideal for storage of small items such as power adapters, cables, notepads, offering added convenience. Size:26cm*9.5cm*32cm, fits no more than 12.1 Inch iPad / iPad Air / iPad Air 2 / Macbook Air 11.6 inch / Macbook Pro 11.6 inch / Laptop / Notebook / Tablet PC / Ultrabook / Chromebook of most brands (may not snugly fit all computers due to variations in the sizes of different models)"
2771,Dell,AC Adapter for Dell Inspiron 17r N7010 6000 630m 6400 700m 710m Laptop Battery Charger/Power Supply/Cord,$8.56,$49.99,"Output: DC19.5V 4.62A. Power: 90W Max. Item Includes: AC Adapter and Power Cord.. Brand New Replacement Product, works as genuine parts, 111% OEM Compatible!!. Full 12 months warranty!!"
2772,Asus,Original Delta 65W 19V 3.42A Laptop/Notebook AC Adapter/Battery Charger Power Supply Cord for Asus K53 K53e-rbr9 K53erf-bbr9 K53u-rbr K53u-rbr5 K53u-rbr K53u-rbr5 K53u-rbr5 K53u-dh21 K53u-yh21 K53e-bbr15 K53e-bbr17 K53e-rbr9 K53sv-dh51 K53E-1BSX K53E-BBR19 K53E-BBR5 K53E-RBR9 K53E-XB2 K53e-bbr15 K53e-dh52 K53e-ds31 K53e-ds51 K53e-ds52 K53e-ds91; K53sd-ds71; K53sv-dh71,$16.99,$45.00,Output:DC19V 3.42A. Power:65W Max. Brand New Replacement Product.Full 12 months warranty.. Package Include:AC Adapter and Power Cord.
