_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
166,conf/vldb/CiacciaPZ97,582412,"Paolo Ciaccia, Pavel Zezula, Marco Patella",M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,VLDB,1997.0,"Paolo Ciaccia, Marco Patella",Searching in metric spaces with user-defined and approximate distances,ACM Transactions on Database Systems (TODS),2002,0
167,conf/vldb/Dasgupta96,756664,A. R. Dasgupta,Large Databases Remote Sensing GIS,VLDB,1996.0,A. R. Dasgupta,Large Databases for Remote Sensing and GIS,Very Large Data Bases,1996,1
168,conf/vldb/DeutschPT99,756643,"Lucian Popa, Alin Deutsch, Val Tannen","Physical Data Independence, Constraints, and Optimization with Universal Plans",VLDB,1999.0,"Alin Deutsch, Lucian Popa, Val Tannen","Physical Data Independence, Constraints, and Optimization with Universal Plans",Very Large Data Bases,1999,1
169,conf/vldb/DittrichSTW02,564721,"Jens-Peter Dittrich, Peter Widmayer, David Scot Taylor, Bernhard Seeger",Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm,VLDB,2002.0,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",A scalable hash ripple join algorithm,International Conference on Management of Data,2002,0
170,conf/vldb/DongHLPW01,672176,"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",Mining Multi-Dimensional Constrained Gradients in Data Cubes,VLDB,2001.0,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",Mining Multi-Dimensional Constrained Gradients in Data Cubes,Very Large Data Bases,2001,1
171,conf/vldb/DonjerkovicR99,671510,"Donko Donjerkovic, Raghu Ramakrishnan",Probabilistic Optimization of Top N Queries,VLDB,1999.0,"Donko Donjerkovic, Raghu Ramakrishnan",Probabilistic Optimization of Top N Queries,Very Large Data Bases,1999,1
172,conf/vldb/EsterKSWX98,253344,"Xiaowei Xu, Michael Wimmer, Jrg Sander, Martin Ester, Hans-Peter Kriegel",Incremental Clustering for Mining in a Data Warehousing Environment,VLDB,,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",A toolkit for negotiation support interfaces to multi-dimensional data,International Conference on Management of Data,1997,0
173,conf/vldb/FegarasE01,672209,"Ramez Elmasri, Leonidas Fegaras",Query Engines for Web-Accessible XML Data,VLDB,2001.0,"Leonidas Fegaras, Ramez Elmasri",Query Engines for Web-Accessible XML Data,Very Large Data Bases,2001,1
174,conf/vldb/FuhDCMTLDRM99,671520,"Nelson Mendona Mattos, Serge Rielau, Bruce G. Lindsay, Stefan Deloch, You-Chin Fuh, Brian T. Tran, Danko Mannhaupt, Linda DeMichel, Weidong Chen",Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,VLDB,1999.0,"You-Chin Fuh, Stefan Deloch, Weidong Chen, Nelson Mendona Mattos, Brian T. Tran, Bruce G. Lindsay, Linda DeMichel, Serge Rielau, Danko Mannhaupt",Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,Very Large Data Bases,1999,1
175,conf/vldb/FukudaMMT96,383893,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita",Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,VLDB,1996.0,"Takeshi Fukuda, Yasuhiko Morimoto, Shimichi Morishita, Takeshi Tokuyama",Data Mining with optimized two-dimensional association rules,ACM Transactions on Database Systems (TODS),2001,0
176,conf/vldb/Gentili01,672184,Mario Gentili,Italian Electronic Identity Card - principle and architecture,VLDB,2001.0,Mario Gentili,Italian Electronic Identity Card - principle and architecture,Very Large Data Bases,2001,1
177,conf/vldb/GeorgeH98,673147,"Binto George, Jayant R. Haritsa",Secure Buffering in Firm Real-Time Database Systems,VLDB,1998.0,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",Index Concurrency Control in Firm Real-Time Database Systems,Very Large Data Bases,1995,0
178,conf/vldb/GhoshPSH02,764215,"Antara Ghosh, Vibhuti S. Sengar, Jayant R. Haritsa, Jignashu Parikh",Plan Selection Based on Query Clustering,VLDB,2002.0,"Binto George, Jayant R. Haritsa",Secure buffering in firm real-time database systems,The VLDB Journal  The International Journal on Very Large Data Bases,2000,0
179,conf/vldb/GinisHKMT97,673468,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Data Manager for Evolvable Real-time Command and Control Systems,VLDB,1997.0,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,Very Large Data Bases,1996,0
180,conf/vldb/GoldmanSVG98,671346,"Narayanan Shivakumar, Hector Garcia-Molina, Roy Goldman, Suresh Venkatasubramanian",Proximity Search in Databases,VLDB,1998.0,"Roy Goldman, Narayanan Shivakumar, Suresh Venkatasubramanian, Hector Garcia-Molina",Proximity Search in Databases,Very Large Data Bases,1998,1
181,conf/vldb/GoyalHSS95,673147,"Brajesh Goyal, S. Seshadri, V. Srinivasan, Jayant R. Haritsa",Index Concurrency Control in Firm Real-Time Database Systems,VLDB,1995.0,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",Index Concurrency Control in Firm Real-Time Database Systems,Very Large Data Bases,1995,1
182,conf/vldb/GravanoG97,673153,"Hector Garcia-Molina, Luis Gravano",Merging Ranks from Heterogeneous Internet Sources,VLDB,,"Tak W. Yan, Hector Garcia-Molina",Duplicate Removal in Information System Dissemination,Very Large Data Bases,1995,0
183,conf/vldb/GravanoIJKMS01,673490,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",Approximate String Joins in a Database (Almost) for Free,,2001.0,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,Very Large Data Bases,1996,0
184,conf/vldb/GyssensL97,671161,"Laks V. S. Lakshmanan, Marc Gyssens",A Foundation for Multi-dimensional Databases,VLDB,1997.0,"Frdric Gingras, Laks V. S. Lakshmanan",nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,Very Large Data Bases,1998,0
185,conf/vldb/HageJPST03,672182,"Igor Timko, Torben Bach Pedersen, Christian Hage, Christian S. Jensen, Laurynas Speicys",Integrated Data Management for Mobile Services in the Real World,VLDB,2003.0,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,Very Large Data Bases,2001,0
186,conf/vldb/HasanM95,671338,"Rajeev Motwani, Waqar Hasan",Coloring Away Communication in Parallel Query Optimization,VLDB,1995.0,"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",Computing Iceberg Queries Efficiently,Very Large Data Bases,1998,0
187,conf/vldb/HinneburgAK00,335383,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim",What Is the Nearest Neighbor in High Dimensional Spaces?,VLDB,2000.0,"Charu C. Aggarwal, Philip S. Yu",Finding generalized projected clusters in high dimensional spaces,International Conference on Management of Data,2000,0
188,conf/vldb/HoelS95,673135,"Erik G. Hoel, Hanan Samet",Benchmarking Spatial Join Operations with Spatial Output,VLDB,1995.0,"Erik G. Hoel, Hanan Samet",Benchmarking Spatial Join Operations with Spatial Output,Very Large Data Bases,1995,1
189,conf/vldb/JagadishKMPSS98,671666,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala",Optimal Histograms with Quality Guarantees,VLDB,1998.0,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",What can Hierarchies do for Data Warehouses?,Very Large Data Bases,1999,0
190,conf/vldb/JagadishMN99,671667,"J. Madar, Raymond T. Ng, H. V. Jagadish",Semantic Compression and Pattern Extraction with Fascicles,VLDB,1999.0,"H. V. Jagadish, J. Madar, Raymond T. Ng",Semantic Compression and Pattern Extraction with Fascicles,Very Large Data Bases,1999,1
191,conf/vldb/KeimH99,671505,"Daniel A. Keim, Alexander Hinneburg",Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,VLDB,1999.0,"Alexander Hinneburg, Daniel A. Keim",Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,Very Large Data Bases,1999,1
192,conf/vldb/Kiessling02,565131,Werner Kieling,Foundations of Preferences in Database Systems,VLDB,2002.0,Aris Ouksel,"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",ACM SIGMOD Record,2002,0
193,conf/vldb/KnorrN98,671334,"Raymond T. Ng, Edwin M. Knorr",Algorithms for Mining Distance-Based Outliers in Large Datasets,VLDB,1998.0,"Edwin M. Knorr, Raymond T. Ng",Algorithms for Mining Distance-Based Outliers in Large Datasets,Very Large Data Bases,1998,1
194,conf/vldb/KnorrN99,671529,"Raymond T. Ng, Edwin M. Knorr",Finding Intensional Knowledge of Distance-Based Outliers,VLDB,1999.0,"Edwin M. Knorr, Raymond T. Ng",Finding Intensional Knowledge of Distance-Based Outliers,Very Large Data Bases,1999,1
195,conf/vldb/KornMZ03,872790,"Flip Korn, Yunyue Zhu, S. Muthukrishnan",Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases,,2003.0,"Sumit Ganguly, Minos Garofalakis, Rajeev Rastogi",Processing set expressions over continuous update streams,International Conference on Management of Data,2003,0
196,conf/vldb/KornSFSP96,673493,"Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos",Fast Nearest Neighbor Search in Medical Image Databases,VLDB,1996.0,"Flip Korn, Nikolaos Sidiropoulos, Christos Faloutsos, Eliot Siegel, Zenon Protopapas",Fast Nearest Neighbor Search in Medical Image Databases,Very Large Data Bases,1996,1
197,conf/vldb/KoudasMJ99,191972,"S. Muthukrishnan, H. V. Jagadish, Nick Koudas",Mining Deviants in a Time Series Database,VLDB,1999.0,"R. Agrawal, M. Carey, C. Faloutsos, S. Ghosh, M. Houtsma, T. Imieliski, B. Iyer, A. Mahboob, H. Miranda, R. Srikant, A. Swami",Quest: a project on database mining,International Conference on Management of Data,1994,0
198,conf/vldb/Ladin00,671856,Dave Liles,The Zero Latency Enterprise,VLDB,2000.0,Dave Liles,The Zero Latency Enterprise,Very Large Data Bases,2000,1
199,conf/vldb/LakshmananJN00,202113,"Laks V. S. Lakshmanan, Raymond T. Ng, Theodore Johnson",The 3W Model and Algebra for Unified Data Mining,VLDB,2000.0,H. V. Jagadish,The INCINERATE data model,ACM Transactions on Database Systems (TODS),1995,0
200,conf/vldb/LakshmananPH02,673147,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han",Quotient Cube: How to Summarize the Semantics of a Data Cube,,2002.0,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",Index Concurrency Control in Firm Real-Time Database Systems,Very Large Data Bases,1995,0
201,conf/vldb/LakshmananSS99,671511,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian",On Efficiently Implementing SchemaSQL on an SQL Database System,VLDB,1999.0,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",On Efficiently Implementing SchemaSQL on an SQL Database System,Very Large Data Bases,1999,1
202,conf/vldb/LakshmiZ98,671200,"Shaoyu Zhou, M. Seetha Lakshmi",Selectivity Estimation in Extensible Databases - A Neural Network Approach,VLDB,1998.0,"M. Seetha Lakshmi, Shaoyu Zhou",Selectivity Estimation in Extensible Databases - A Neural Network Approach,Very Large Data Bases,1998,1
203,conf/vldb/Levy96,758366,Alon Y. Levy,Obtaining Complete Answers from Incomplete Databases,VLDB,1996.0,Chaitanya K. Baru,Performance of Future Database Systems: Bottlenecks and Bonananzas,Very Large Data Bases,1996,0
204,conf/vldb/LevyMS94,335492,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",Query Optimization Predicate Move-Around,VLDB,1994.0,"Zachary Ives, Alon Levy, Jayant Madhavan, Rachel Pottinger, Stefan Saroiu, Igor Tatarinov, Shiori Betzler, Qiong Chen, Ewa Jaslikowska, Jing Su, Wai Tak Theodora Yeung",Self-organizing data sharing communities with SAGRES,International Conference on Management of Data,2000,0
205,conf/vldb/LevyMS94,672839,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",Query Optimization Predicate Move-Around,VLDB,1994.0,"Alon Y. Levy, Inderpal Singh Mumick, Yehoshua Sagiv",Query Optimization by Predicate Move-Around,Very Large Data Bases,1994,1
206,conf/vldb/LiCHPALHAY01,375736,"Yusuf Akca, Cemal Yilmaz, K. Seluk Candan, Wen-Syan Li, Wei-Kuang Waine Huang, Qiong Luo, Divyakant Agrawal, Wang-Pin Hsiung, Oliver Po",Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,VLDB,2001.0,"K. Seluk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",Enabling dynamic content caching for database-driven web sites,International Conference on Management of Data,2001,0
207,conf/vldb/LiPHCAAT03,959084,"Wang-Pin Hsiung, Kunihiro Taniguchi, Yusuf Akca, Oliver Po, Wen-Syan Li, Divyakant Agrawal, K. Seluk Candan",CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications,VLDB,2003.0,Paolo Giorgini,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),ACM SIGMOD Record,2003,0
208,conf/vldb/Lindsay95,223813,Bruce G. Lindsay,"DB2 Common Server: Technology, Progress, & Directions",,1995.0,"Jong Soo Park, Ming-Syan Chen, Philip S. Yu",An effective hash-based algorithm for mining association rules,International Conference on Management of Data,1995,0
209,conf/vldb/LockemannKKKN97,673665,"Arne Koschel, Ralf Kramer, Ralf Nikolai, Peter C. Lockemann, Mechtild Wallrath, Ulrike Klsch, Hans-Dirk Walter","The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy",VLDB,1997.0,"Peter C. Lockemann, Ulrike Klsch, Arne Koschel, Ralf Kramer, Ralf Nikolai, Mechtild Wallrath, Hans-Dirk Walter","The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy",Very Large Data Bases,1997,1
210,conf/vldb/LometT95,673170,"Mark R. Tuttle, David B. Lomet",Redo Recovery after System Crashes,VLDB,1995.0,"David B. Lomet, Mark R. Tuttle",Redo Recovery after System Crashes,Very Large Data Bases,1995,1
211,conf/vldb/ManegoldBK00,233368,"Stefan Manegold, Martin L. Kersten, Peter A. Boncz",What Happens During a Join? Dissecting CPU and Memory Optimization Effects,VLDB,2000.0,"Peter Buneman, Susan Davidson, Gerd Hillebrand, Dan Suciu",A query language and optimization techniques for unstructured data,International Conference on Management of Data,1996,0
212,conf/vldb/ManegoldBK02,765565,"Peter A. Boncz, Martin L. Kersten, Stefan Manegold",Generic Database Cost Models for Hierarchical Memory Systems,,2002.0,"Thomas A. Mueck, Martin L. Polaschek",A configurable type hierarchy index for OODB,The VLDB Journal  The International Journal on Very Large Data Bases,1997,0
213,conf/vldb/ManolescuFKXO00,362098,"Daniela Florescu, Donald Kossmann, Dan Olteanu",Agora: Living with XML and Relational,VLDB,2000.0,"Sena Arpinar, Asuman Dogac",Provision of market services for eCo compliant electronic marketplaces,ACM SIGMOD Record,2000,0
214,conf/vldb/MatthesS94,672986,"Joachim W. Schmidt, Florian Matthes",Persistent Threads,,1994.0,"Florian Matthes, Joachim W. Schmidt",Persistent Threads,Very Large Data Bases,1994,1
215,conf/vldb/McHughW99,671349,"Jason McHugh, Jennifer Widom",Query Optimization for XML,VLDB,1999.0,"Jason McHugh, Jennifer Widom",Query Optimization for XML,Very Large Data Bases,1999,1
216,conf/vldb/McKennaBHT96,335432,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",EROC: A Toolkit for Building NEATO Query Optimizers,VLDB,1996.0,"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",NiagaraCQ: a scalable continuous query system for Internet databases,International Conference on Management of Data,2000,0
217,conf/vldb/Mina98,671162,Chebel Mina,MapInfo SpatialWare: A Spatial Information Server for RDBMS,VLDB,1998.0,Chebel Mina,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Very Large Data Bases,1998,1
218,conf/vldb/MorishimaKKT01,672187,"Hiroyuki Kitagawa, Satoshi Takano, Seiichi Koizumi, Atsuyuki Morishima",Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,VLDB,2001.0,"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,Very Large Data Bases,2001,1
219,conf/vldb/NathDKGKS03,872856,"Phillip B. Gibbons, Suman Nath, Amol Deshpande, Srinivasan Seshan, Brad Karp, Yan Ke",IrisNet: An Architecture for Internet-scale Sensing Services,VLDB,2003.0,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",IrisNet: Internet-scale resource-intensive sensor services,International Conference on Management of Data,2003,0
220,conf/vldb/OuzzaniAB94,191847,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",A Top-Down Approach for Two Level Serializability,VLDB,1994.0,Ilsoo Ahn,SIGMOD challenges paper: database issues in telecommunications network management,International Conference on Management of Data,1994,0
221,conf/vldb/OuzzaniAB94,672989,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",A Top-Down Approach for Two Level Serializability,VLDB,1994.0,"M. Ouzzani, M. A. Atroun, N. L. Belkhodja",A Top-Down Approach for Two Level Serializability,Very Large Data Bases,1994,1
222,conf/vldb/PappasC00,671850,"Stavros Christodoulakis, Nikos Pappas",Design and Development of a Stream Service in a Heterogenous Client Environment,VLDB,2000.0,"Nikos Pappas, Stavros Christodoulakis",Design and Development of a Stream Service in a Heterogenous Client Environment,Very Large Data Bases,2000,1
223,conf/vldb/PedersenJD99,671491,"Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen",Extending Practical Pre-Aggregation in On-Line Analytical Processing,VLDB,1999.0,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",Extending Practical Pre-Aggregation in On-Line Analytical Processing,Very Large Data Bases,1999,1
224,conf/vldb/RamanH01,672045,"Joseph M. Hellerstein, Vijayshankar Raman",Potter's Wheel: An Interactive Data Cleaning System,VLDB,2001.0,"Vijayshankar Raman, Joseph M. Hellerstein",Potter's Wheel: An Interactive Data Cleaning System,Very Large Data Bases,2001,1
225,conf/vldb/ReuterCGSW95,673318,"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",Databases and Workflow Management: What is it All About? (Panel),VLDB,1995.0,"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",Databases and Workflow Management: What is it All About? (Panel),Very Large Data Bases,1995,1
226,conf/vldb/RiedelGF98,671345,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",Active Storage for Large-Scale Data Mining and Multimedia,VLDB,1998.0,"Erik Riedel, Garth A. Gibson, Christos Faloutsos",Active Storage for Large-Scale Data Mining and Multimedia,Very Large Data Bases,1998,1
227,conf/vldb/RothOH99,671526,"Mary Tork Roth, Laura M. Haas, Fatma Ozcan",Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,VLDB,1999.0,C. Mohan,Repeating History Beyond ARIES,Very Large Data Bases,1999,0
228,conf/vldb/RoussopoulosK98,253276,"Yannis Kotidis, Nick Roussopoulos",The Cubetree Storage Organization,VLDB,1998.0,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",Cubetree: organization of and bulk incremental updates on the data cube,International Conference on Management of Data,1997,0
229,conf/vldb/RusinkiewiczKTWM95,673142,"Thomas Tesch, Peter Muth, Wolfgang Klas, Marek Rusinkiewicz, Jrgen Wsch",Towards a Cooperative Transaction Model - The Cooperative Activity Model,VLDB,1995.0,"Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, Jrgen Wsch, Peter Muth",Towards a Cooperative Transaction Model - The Cooperative Activity Model,Very Large Data Bases,1995,1
230,conf/vldb/SadriZZA01,672184,"Reza Sadri, Amir M. Zarkesh, Jafar Adibi, Carlo Zaniolo",A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,VLDB,2001.0,Mario Gentili,Italian Electronic Identity Card - principle and architecture,Very Large Data Bases,2001,0
231,conf/vldb/Schoning98,671181,Harald Schning,The ADABAS Buffer Pool Manager,VLDB,1998.0,Harald Schning,The ADABAS Buffer Pool Manager,Very Large Data Bases,1998,1
232,conf/vldb/SeegerBBKSDS01,304203,"Bjrn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Schfer, Jochen Van den Bercken, Jrgen Krmer",XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,VLDB,2001.0,"Bjrn Blohsfeld, Dieter Korus, Bernhard Seeger",A comparison of selectivity estimators for range queries on metric attributes,International Conference on Management of Data,1999,0
233,conf/vldb/SeidlK97,673655,"Thomas Seidl, Hans-Peter Kriegel",Efficient User-Adaptable Similarity Search in Large Multimedia Databases,VLDB,1997.0,"Thomas Seidl, Hans-Peter Kriegel",Efficient User-Adaptable Similarity Search in Large Multimedia Databases,Very Large Data Bases,1997,1
234,conf/vldb/ShaferA97,373638,"Rakesh Agrawal, John C. Shafer",Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,VLDB,1997.0,Charu C. Aggarwal,Re-designing distance functions and distance-based applications for high dimensional data,ACM SIGMOD Record,2001,0
235,conf/vldb/ShaferAM96,673491,"John C. Shafer, Rakesh Agrawal, Manish Mehta",SPRINT: A Scalable Parallel Classifier for Data Mining,,1996.0,"John C. Shafer, Rakesh Agrawal, Manish Mehta",SPRINT: A Scalable Parallel Classifier for Data Mining,Very Large Data Bases,1996,1
236,conf/vldb/SheikholeslamiCZ98,671342,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang",WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,VLDB,1998.0,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,Very Large Data Bases,1998,1
237,conf/vldb/Shenker03,958946,Scott Shenker,The Data-Centric Revolution in Networking,VLDB,2003.0,Jan Chomicki,Preference formulas in relational queries,ACM Transactions on Database Systems (TODS),2003,0
238,conf/vldb/Shmueli01,375685,Oded Shmueli,Architectures for Internal Web Services Deployment,VLDB,2001.0,"Amol Deshpande, Minos Garofalakis, Rajeev Rastogi",Independence is good: dependency-based histogram synopses for high-dimensional data,International Conference on Management of Data,2001,0
239,conf/vldb/StaudtJ96,765752,"Martin Staudt, Matthias Jarke",Incremental Maintenance of Externally Materialized Views,VLDB,1996.0,"Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham",Priority assignment in real-time active databases,The VLDB Journal  The International Journal on Very Large Data Bases,1996,0
240,conf/vldb/Sterling98,671203,Warren Sterling,The National Medical Knowledge Bank,VLDB,1998.0,Warren Sterling,The National Medical Knowledge Bank,Very Large Data Bases,1998,1
241,conf/vldb/StohrMR00,671843,"Holger Mrtens, Erhard Rahm, Thomas Sthr",Multi-Dimensional Database Allocation for Parallel Data Warehouses,VLDB,2000.0,"Thomas Sthr, Holger Mrtens, Erhard Rahm",Multi-Dimensional Database Allocation for Parallel Data Warehouses,Very Large Data Bases,2000,1
242,conf/vldb/Suciu96,673629,Dan Suciu,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,VLDB,1996.0,Dan Suciu,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Very Large Data Bases,1996,1
243,conf/vldb/SundaraHCAS01,672361,"Ying Hu, Timothy Chorma, Nipun Agarwal, Seema Sundara, Jagannathan Srinivasan",Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,VLDB,2001.0,"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,Very Large Data Bases,2001,1
244,conf/vldb/TamuraK99,671495,"Masahisa Tamura, Masaru Kitsuregawa",Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,VLDB,1999.0,"Masahisa Tamura, Masaru Kitsuregawa",Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,Very Large Data Bases,1999,1
245,conf/vldb/TsoisS03,223798,"Timos K. Sellis, Aris Tsois",The Generalized Pre-Grouping Transformation: Aggregate-Query Optimization in the Presence of Dependencies,VLDB,2003.0,"Dimitris Papadias, Timos Sellis, Yannis Theodoridis, Max J. Egenhofer",Topological relations in the world of minimum bounding rectangles: a study with R-trees,International Conference on Management of Data,1995,0
246,conf/vldb/VeltriCV01,672192,"Dan Vodislav, Sophie Cluet, Pierangelo Veltri",Views in a Large Scale XML Repository,VLDB,2001.0,"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",Views in a Large Scale XML Repository,Very Large Data Bases,2001,1
247,conf/vldb/VieiraM03,640997,"Henrique Madeira, Marco Vieira",A Dependability Benchmark for OLTP Application Environments,VLDB,2003.0,"Fabien De Marchi, Stphane Lopes, Jean-Marc Petit, Farouk Toumani",Analysis of existing databases at the logical level: the DBA companion project,ACM SIGMOD Record,2003,0
248,conf/vldb/ViverosNR96,212017,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",Applying Data Mining Techniques to a Health Insurance Information System,,1996.0,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",METU interoperable database system,ACM SIGMOD Record,1995,0
249,conf/vldb/ViverosNR96,234890,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",Applying Data Mining Techniques to a Health Insurance Information System,,1996.0,R. Camps,"Domains, relations and religious wars",ACM SIGMOD Record,1996,0
250,conf/vldb/WaasCB01,672026,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",FeedbackBypass: A New Approach to Interactive Similarity Query Processing,VLDB,2001.0,"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",FeedbackBypass: A New Approach to Interactive Similarity Query Processing,Very Large Data Bases,2001,1
251,conf/vldb/WangZ00,672020,"Haixun Wang, Carlo Zaniolo",Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,VLDB,2000.0,"Khaled Yagoub, Daniela Florescu, Valrie Issarny, Patrick Valduriez",Caching Strategies for Data-Intensive Web Sites,Very Large Data Bases,2000,0
252,conf/vldb/WeikumMHZ02,271096,"Peter Zabback, Christof Hasse, Gerhard Weikum, Axel Mnkeberg",Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,VLDB,2002.0,"Peter Dadam, Wolfgang Klas",The database and information system research group at the University of ULM,ACM SIGMOD Record,1997,0
253,conf/vldb/YuV00,672014,"Haifeng Yu, Amin Vahdat",Efficient Numerical Error Bounding for Replicated Network Services,VLDB,2000.0,"Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini",Information Integration: The MOMIS Project Demonstration,Very Large Data Bases,2000,0
