id,movie_name,year,directors,actors,movie_rating,genre,duration
3879,Top Dog,1995,Aaron Norris,"Chuck Norris, Michele Lamar Richards, Erik von Detten",4,"Action, Comedy, Crime",86 min 
3880,Under Siege 2: Dark Territory,1995,Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill",5.4,"Action, Thriller",100 min 
3881,Under the Gun,1995,Matthew George,"Richard Norton, Kathy Long, Jane Badler",5.3,Action,90 min 
3882,Under the Hula Moon,1995,Jeff Celentano,"Stephen Baldwin, Emily Lloyd, Chris Penn",4.2,"Action, Comedy",94 min 
3883,Venus Rising,1995,Leora Barish,"Jessica Alba, Henry Bean, Dennis Dun",3.3,Action,91 min 
3884,Virtuosity,1995,Brett Leonard,"Denzel Washington, Russell Crowe, Kelly Lynch",5.5,"Action, Crime, Sci-Fi",106 min 
3885,Waterworld,1995,Kevin Reynolds,"Kevin Costner, Jeanne Tripplehorn, Dennis Hopper",6.1,"Action, Adventure, Sci-Fi",135 min 
3886,Wild Bill,1995,Walter Hill,"Jeff Bridges, Ellen Barkin, John Hurt",5.9,"Action, Biography, Western",98 min 
3887,Wild Side,1995,Donald Cammell,"Christopher Walken, Joan Chen, Steven Bauer",5.6,"Action, Thriller",96 min 
3888,Without Mercy,1995,Robert Chappell,"Frank Zagarino, Ayu Azhari, Martin Kove",4.5,Action,90 min 
3889,A Chinese Odyssey Part Two: Cinderella,1995,Jeffrey Lau,"Stephen Chow, Man Tat Ng, Athena Chu",8.1,"Action, Adventure, Comedy",95 min 
3890,China Dragon,1995,Yen-Ping Chu,,5.7,"Action, Comedy, Crime",90 min 
3891,The Zone,1995,Barry Zetlin,"Robert Davi, Alexander Godunov, Ben Gazzara",4.9,"Action, Drama, Thriller",96 min 
3892,For Better or Worse,1995,Jason Alexander,"Jason Alexander, Lolita Davidovich, James Woods",4.8,"Action, Comedy, Drama",105 min 
3893,Man with a Gun,1995,David Wyles,"Michael Madsen, Jennifer Tilly, Gary Busey",4.7,"Action, Drama, Thriller",91 min 
3894,Man with a Gun,1995,David Wyles,"Michael Madsen, Jennifer Tilly, Gary Busey",4.7,"Action, Drama, Thriller",91 min 
3895,No Way Back,1995,Frank A. Cappello,"Russell Crowe, Helen Slater, Etsushi Toyokawa",5.1,"Action, Crime, Drama",91 min 
3896,Shadow Warriors,1995,Lamar Card,"Terry O'Quinn, Timothy Patrick Cavanaugh, Evan Lurie",4.9,"Action, Sci-Fi, Thriller",89 min 
3897,Baazi,1995,Ashutosh Gowariker,"Aamir Khan, Mamta Kulkarni, Paresh Rawal",6.6,"Action, Thriller, Crime",183 min 
3898,Baasha,1995,Suresh Krishna,"Rajinikanth, Nagma, Raghuvaran",8.3,"Action, Drama, Thriller",145 min 
3899,Muthu,1995,K.S. Ravikumar,"Rajinikanth, Meena, Sarath Babu",7.5,"Action, Comedy, Drama",132 min 
3900,Dragon Ball Z: Wrath of the Dragon,1995,Mitsuo Hashimoto,"Masako Nozawa, Takeshi Kusao, Mayumi Tanaka",7.9,"Animation, Action, Sci-Fi",52 min 
3901,Roboman Hakaider,1995,Keita Amemiya,"Mai Hosho, Lough Armid, Ruben Arvizu",5.8,"Action, Sci-Fi",77 min 
3902,Dragon Fury,1995,David Heavener,"Richard Lynch, Robert Chapin, Chona Jason",3.8,"Action, Sci-Fi",79 min 
3903,Kuruthipunal,1995,P.C. Sreeram,"Kamal Haasan, Arjun, Nasser",8.6,"Action, Drama, Thriller",143 min 
3904,Gambler,1995,Dayal Nihalani,"Govinda, Shilpa Shetty, Aditya Pancholi",4.9,Action,169 min 
3905,Jai Vikraanta,1995,Sultan Ahmed,,5.2,Action,195 min 
3906,Jai Vikraanta,1995,Sultan Ahmed,,5.2,Action,195 min 
3907,Alfredo Lim: Batas ng Maynila,1995,Ramon Jesus Capinpin,"Eddie Garcia, Dang Cecilio, Timmy Cruz",4.5,"Action, Biography",120 min 
3908,Bad Film,1995,Shion Sono,"Yoshihiro Nishimura, Shion Sono",5.9,"Action, Comedy, Crime",161 min 
3909,Angel 4: Undercover,1994,Richard Schenkman,"Darlene Vogel, Shane Fraser, Alan Picardi",4.9,"Action, Drama",94 min 
3910,Angel 4: Undercover,1994,Richard Schenkman,"Darlene Vogel, Shane Fraser, Alan Picardi",4.9,"Action, Drama",94 min 
3911,Resistance,1994,Hugh Keays-Byrne,"Lorna Lesley, Jennifer Claire, Bob Noble",5.6,Action,112 min 
3912,Double Dragon,1994,James Yukich,"Robert Patrick, Mark Dacascos, Scott Wolf",3.6,"Action, Adventure, Comedy",96 min 
3913,Flashfire,1994,Elliot Silverstein,"Billy Zane, Louis Gossett Jr., Kristin Minter",4.7,"Action, Crime",88 min 
3914,Forced to Kill,1994,Russell Solberg,"Corey Michael Eubanks, Michael Ironside, Rance Howard",5.3,"Action, Thriller",93 min 
3915,Fortunes of War,1994,Thierry Notz,"Matt Salinger, Sam Sorbo, Haing S. Ngor",4.8,"Action, Thriller",107 min 
3916,Hellbound,1994,Aaron Norris,"Chuck Norris, Calvin Levels, Christopher Neame",4.7,"Action, Fantasy, Horror",95 min 
3917,Ice,1994,Brook Yeaton,"Traci Lords, Phillip Troy Linger, Zach Galligan",3.8,"Action, Crime",91 min 
3918,Slave of the Sword,1994,Yen-Ping Chu,"Pauline Chan, Shu-Chun Ni, Hsuan Shao",5.1,"Action, Drama",79 min 
3919,A Dangerous Place,1994,Jerry P. Jacobs,"Ted Jan Roberts, Corey Feldman, Mako",5.2,"Action, Thriller",97 min 
3920,Operation Golden Phoenix,1994,Jalal Merhi,"Jalal Merhi, Loren Avedon, Youssef Abed-Alnour",3.6,Action,95 min 
3921,Red Sun Rising,1994,Francis Megahy,"Don 'The Dragon' Wilson, Terry Farrell, Mako",5.3,Action,95 min 
3922,Thiruda Thiruda,1994,Mani Ratnam,"Prashanth, Anand, Heera Rajgopal",7.1,"Action, Crime, Drama",140 min 
3923,Thiruda Thiruda,1994,Mani Ratnam,"Prashanth, Anand, Heera Rajgopal",7.1,"Action, Crime, Drama",140 min 
3924,3 Ninjas Kick Back,1994,Charles T. Kanganis,"Victor Wong, Max Elliott Slade, Sean Fox",4.2,"Family, Comedy, Action",93 min 
3925,A.P.E.X.,1994,Phillip J. Roth,"Richard Keats, Mitchell Cox, Lisa Ann Russell",4.4,"Action, Sci-Fi",98 min 
3926,Beverly Hills Cop III,1994,John Landis,"Eddie Murphy, Jon Tenney, Joey Travolta",5.5,"Action, Comedy, Crime",104 min 
3927,Blankman,1994,Mike Binder,"Damon Wayans, David Alan Grier, Robin Givens",4.8,"Comedy, Action, Crime",92 min 
3928,Blown Away,1994,Stephen Hopkins,"Jeff Bridges, Tommy Lee Jones, Suzy Amis",6.1,"Action, Crime, Drama",121 min 
3929,Caged Heat II: Stripped of Freedom,1994,Cirio H. Santiago,"Jewel Shepard, Pamella D'Pella, Susan Harvey",2.5,Action,72 min 
3930,The Chase,1994,Adam Rifkin,"Charlie Sheen, Kristy Swanson, Henry Rollins",5.7,"Action, Adventure, Comedy",94 min 
3931,Class of 1999 II: The Substitute,1994,Spiro Razatos,"Sasha Mitchell, Caitlin Dulany, Nick Cassavetes",4.1,"Action, Horror, Sci-Fi",87 min 
3932,Clear and Present Danger,1994,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer",6.9,"Action, Crime, Drama",141 min 
3933,The Cowboy Way,1994,Gregg Champion,"Woody Harrelson, Kiefer Sutherland, Dylan McDermott",5.7,"Action, Comedy, Drama",102 min 
3934,Crackerjack,1994,Michael Mazo,"Thomas Ian Griffith, Nastassja Kinski, Christopher Plummer",4.3,Action,96 min 
3935,Criminal Passion,1994,Donna Deitch,"Joan Severance, Tony Denison, John Allen Nelson",4.3,"Action, Drama, Mystery",96 min 
3936,The Crow,1994,Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis",7.6,"Action, Fantasy",102 min 
3937,Cyber Tracker,1994,Richard Pepin,"Don 'The Dragon' Wilson, Richard Norton, Stacie Foster",3.3,"Action, Sci-Fi",91 min 
3938,Cyborg Cop II,1994,Sam Firstenberg,"David Bradley, Morgan Hunter, Jill Pierce",3.5,"Action, Sci-Fi",97 min 
3939,Deadly Target,1994,Charla Driver,"Gary Daniels, Ken McLeod, Byron Mann",5.2,"Action, Drama",100 min 
3940,Death Machine,1994,Stephen Norrington,"Brad Dourif, Ely Pouget, William Hootkins",5.7,"Action, Horror, Sci-Fi",120 min 
3941,Death Wish V: The Face of Death,1994,Allan A. Goldstein,"Charles Bronson, Lesley-Anne Down, Michael Parks",4.7,"Action, Crime, Drama",95 min 
3942,Drop Zone,1994,John Badham,"Wesley Snipes, Gary Busey, Yancy Butler",5.6,"Action, Adventure, Thriller",101 min 
3943,Drunken Master Killer,1994,Chia-Liang Liu,"Andy Lau, Ka-Kui Ho, Michelle Reis",5.2,Action,91 min 
3944,The Return of the God of Gamblers,1994,Jing Wong,"Yun-Fat Chow, Tony Ka Fai Leung, Chien-Lien Wu",6.9,"Action, Comedy, Drama",126 min 
3945,Ashes of Time,1994,Kar Wai Wong,"Brigitte Lin, Maggie Cheung, Leslie Cheung",7.2,"Action, Drama",100 min 
3946,Endangered,1994,Nick Kellis,"Sandra Hess, Rick Aiello, Craig Alan",5.3,Action,91 min 
3947,La fille de d'Artagnan,1994,Bertrand Tavernier,"Sophie Marceau, Philippe Noiret, Claude Rich",6,"Action, Adventure, Comedy",125 min 
3948,Freefall,1994,John Irvin,"Eric Roberts, Jeff Fahey, Pamela Gidley",4.5,"Action, Adventure, Drama",96 min 
3949,The Getaway,1994,Roger Donaldson,"Alec Baldwin, Kim Basinger, Michael Madsen",5.7,"Action, Adventure, Crime",115 min 
3950,Godzilla vs. Space Godzilla,1994,Kensho Yamashita,"Megumi Odaka, Jun Hashizume, Zenkichi Yoneyama",5.8,"Action, Adventure, Fantasy",106 min 
3951,From Beijing with Love,1994,Stephen Chow,"Stephen Chow, Anita Yuen, Pauline Chan",7.2,"Action, Comedy, Thriller",84 min 
3952,Guyver: Dark Hero,1994,Steve Wang,"David Hayter, Kathy Christopherson, Bruno Patrick",5.9,"Action, Sci-Fi",127 min 
3953,Hand Gun,1994,Whitney Ransick,"Treat Williams, Seymour Cassel, Paul Schulze",5.5,"Action, Crime, Thriller",90 min 
3954,The Hard Truth,1994,Kristine Peterson,"Yvonne Farrow, Nicholas Cascone, Ray Baker",4.7,"Action, Crime, Thriller",100 min 
3955,Highlander: The Final Dimension,1994,Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger",4.3,"Action, Fantasy, Romance",99 min 
3956,Hong Kong 97,1994,Albert Pyun,"Robert Patrick, Brion James, Tim Thomerson",5.7,"Action, Drama, Thriller",91 min 
3957,The New Legend of Shaolin,1994,Jing Wong,"Jet Li, Chingmy Yau, Deannie Yip",6.3,"Action, Adventure, Comedy",95 min 
3958,Treasure Hunt,1994,Jeffrey Lau,"Yun-Fat Chow, Chien-Lien Wu, Chia-Hui Liu",6.3,"Action, Fantasy, Romance",111 min 
3959,Once Upon a Time in China V,1994,Hark Tsui,"Wenzhuo Zhao, Rosamund Kwan, Siu Chung Mok",6.2,Action,101 min 
3960,Burning Paradise,1994,Ringo Lam,"Willie Chi, John Ching, Yamson Domingo",7.1,"Adventure, Action, Fantasy",104 min 
3961,I Love Trouble,1994,Charles Shyer,"Nick Nolte, Julia Roberts, Saul Rubinek",5.2,"Action, Comedy, Romance",123 min 
3962,Immortal Combat,1994,Dan Neira,"Shin'ichi Chiba, Roddy Piper, Meg Foster",4.3,"Action, Adventure",109 min 
3963,Fist of Legend,1994,Gordon Chan,"Jet Li, Shinobu Nakayama, Siu-Ho Chin",7.6,"Action, Drama",103 min 
3964,Kickboxer 4: The Aggressor,1994,Albert Pyun,"Sasha Mitchell, Kamel Krifa, Brad Thornton",4,"Action, Sport, Thriller",90 min 
3965,The Killing Machine,1994,David Mitchell,"Jeff Wincott, Michael Ironside, Terri Hawkes",4.6,"Action, Crime, Drama",100 min 
3966,Lion Strike,1994,Rick Jacobson,"Don 'The Dragon' Wilson, Bobbie Phillips, Marcus Aurelius",5,Action,90 min 
3967,Lipstick Camera,1994,Mike Bonifer,"Brian Wimmer, Ele Keats, Corey Feldman",4,"Action, Thriller",91 min 
3968,Lipstick Camera,1994,Mike Bonifer,"Brian Wimmer, Ele Keats, Corey Feldman",4,"Action, Thriller",91 min 
3969,Lost in Africa,1994,Stewart Raffill,"Jennifer McComb, Ashley Hamilton, Mohamed Nangurai",5,"Action, Adventure",100 min 
3970,A Low Down Dirty Shame,1994,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith",5.8,"Action, Comedy, Crime",100 min 
3971,Lurking Fear,1994,C. Courtney Joyner,"Jon Finch, Blake Adams, Ashley Laurence",4.7,"Action, Horror",76 min 
3972,Maverick,1994,Richard Donner,"Mel Gibson, Jodie Foster, James Garner",7,"Action, Adventure, Comedy",127 min 
3973,Men of War,1994,Perry Lang,"Dolph Lundgren, Charlotte Lewis, BD Wong",5.7,"Action, Drama, Thriller",102 min 
3974,Metal Skin,1994,Geoffrey Wright,"Aden Young, Tara Morice, Nadine Garner",6.2,"Action, Drama, Romance",115 min 
3975,Mohra,1994,Rajiv Rai,"Naseeruddin Shah, Akshay Kumar, Sunil Shetty",7.1,"Action, Drama, Thriller",177 min 
3976,Natural Causes,1994,James Becket,"Janis Paige, Ken Wisan, Joke Tachalom",5.2,"Action, Drama, Thriller",90 min 
3977,New Crime City,1994,Jonathan Winfrey,"Rick Rossovich, Stacy Keach, Sherrie Rose",3.7,"Action, Sci-Fi",86 min 
3978,The Next Karate Kid,1994,Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside",4.2,"Action, Drama, Family",107 min 
3979,Night of the Archer,1994,Paul Nicholas,"Vladimir Oktavec, Avital Dicker, Barbara Carrera",4.3,"Action, Drama, Thriller",95 min 
3980,No Escape,1994,Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson",6,"Action, Drama, Sci-Fi",118 min 
3981,On Deadly Ground,1994,Steven Seagal,"Steven Seagal, Michael Caine, Joan Chen",4.3,"Action, Adventure, Thriller",101 min 
3982,One Man Army,1994,Cirio H. Santiago,"Jerry Trimble, Melissa Moore, Dennis Hayden",3.8,"Action, Crime",79 min 
3983,Phantasm III: Lord of the Dead,1994,Don Coscarelli,"Reggie Bannister, A. Michael Baldwin, Bill Thornbury",6,"Action, Horror, Sci-Fi",91 min 
3984,Police Rescue,1994,Michael Carson,"Gary Sweet, Zoe Carides, Steve Bastoni",5.5,"Action, Crime",94 min 
3985,Police Rescue,1994,Michael Carson,"Gary Sweet, Zoe Carides, Steve Bastoni",5.5,"Action, Crime",94 min 
3986,7 jin gong,1994,Siu-Tung Ching,"Michelle Yeoh, Ning Li, Andy Chi-On Hui",5.9,Action,90 min 
3987,Rapa Nui,1994,Kevin Reynolds,"Jason Scott Lee, Esai Morales, Sandrine Holt",6.4,"Action, Adventure, Drama",107 min 
3988,Raw Justice,1994,David A. Prior,"David Keith, Robert Hays, Pamela Anderson",3.8,"Action, Thriller",92 min 
3989,Red Scorpion 2,1994,Michael Kennedy,"Matt McColm, John Savage, Jennifer Rubin",3.4,Action,95 min 
3990,Ring of Steel,1994,David Frost,"Joe Don Baker, Carol Alt, Robert Chapin",5.3,"Action, Drama",94 min 
3991,The River Wild,1994,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn",6.3,"Action, Adventure, Crime",111 min 
3992,The Road Killers,1994,Deran Sarafian,"Christopher Lambert, Craig Sheffer, David Arquette",4.9,"Action, Crime, Drama",89 min 
3993,The Shadow,1994,Russell Mulcahy,"Alec Baldwin, John Lone, Penelope Ann Miller",6,"Action, Adventure, Crime",108 min 
3994,47 Ronin,1994,Kon Ichikawa,"Ken Takakura, Kiichi Nakai, Rie Miyazawa",6.7,"Action, Drama",132 min 
3995,Shopping,1994,Paul W.S. Anderson,"Sadie Frost, Jude Law, Sean Pertwee",5.3,"Action, Crime, Drama",87 min 
3996,The Invincibles,1994,Dominik Graf,"Herbert Knaup, Katja Flint, Hansa Czypionka",6.3,"Action, Drama, Thriller",130 min 
3997,Silk Degrees,1994,Armand Garabidian,"Marc Singer, Deborah Shelton, Mark Hamill",4,"Action, Drama, Thriller",81 min 
3998,The Specialist,1994,Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods",5.4,"Action, Crime, Drama",110 min 
3999,Speed,1994,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock",7.2,"Action, Crime, Thriller",116 min 
4000,Star Trek: Generations,1994,David Carson,"Patrick Stewart, William Shatner, Malcolm McDowell",6.6,"Action, Adventure, Mystery",118 min 
4001,Stargate,1994,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson",7,"Action, Adventure, Sci-Fi",121 min 
4002,Street Fighter,1994,Steven E. de Souza,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen",3.7,"Action, Adventure, Comedy",102 min 
4003,Surviving the Game,1994,Ernest R. Dickerson,"Rutger Hauer, Ice-T, Charles S. Dutton",6.1,"Action, Adventure, Crime",96 min 
4004,Terminal Velocity,1994,Deran Sarafian,"Charlie Sheen, Nastassja Kinski, James Gandolfini",5.4,"Action, Comedy, Mystery",102 min 
4005,Timecop,1994,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver",5.8,"Action, Crime, Sci-Fi",99 min 
4006,True Lies,1994,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold",7.2,"Action, Comedy, Thriller",141 min 
4007,The Legend of Drunken Master,1994,Chia-Liang Liu,"Jackie Chan, Ho-Sung Pak, Lung Ti",7.6,"Action, Comedy",102 min 
4008,Unveiled,1994,William Cole,"Lisa Zane, Nick Chinlund, Whip Hubley",6.4,"Action, Drama, Thriller",103 min 
4009,Walker Texas Ranger 3: Deadly Reunion,1994,Michael Preece,"Chuck Norris, Michael Alton, Jonathan Banks",4.8,"Action, Crime, Drama",88 min 
4010,Wyatt Earp,1994,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman",6.6,"Action, Adventure, Biography",191 min 
4011,Xi chu bawang,1994,Stephen Shin,"Ray Lui, Rosamund Kwan, Li Gong",6.9,"Action, Drama, History",123 min 
4012,Wing Chun,1994,Woo-Ping Yuen,"Michelle Yeoh, Donnie Yen, King-Tan Yuen",7.1,"Action, Comedy, Drama",96 min 
4013,Zero Tolerance,1994,Joseph Merhi,"Robert Patrick, Titus Welliver, Mick Fleetwood",5.2,"Action, Crime, Drama",88 min 
4014,The Defender,1994,Corey Yuen,"Jet Li, Christy Chung, Kent Cheng",6.4,Action,92 min 
4015,Zhong ji lie sha,1994,Yen-Ping Chu,"Ray Lui, Shu-fang Lu, Vivian Hsu",5.5,Action,89 min 
4016,Chain of Command,1994,David Worth,"Michael Dudikoff, Todd Curtis, Keren Tishman",4.1,"Action, Thriller",97 min 
4017,The Dallas Connection,1994,Christian Drew Sidaris,"Bruce Penhall, Mark Barriere, Julie Strain",4.3,"Action, Thriller",94 min 
4018,Felony,1994,David A. Prior,"Jeffrey Combs, Ashley Laurence, Leo Rossi",4,"Action, Drama, Thriller",93 min 
4019,Asian Cop: High Voltage,1994,Yeung-Wah Kam,"Donnie Yen, Roy Cheung, Edu Manzano",6.1,Action,90 min 
4020,Midnight Confessions,1994,Allan Shustak,"Callie Michael, Steve Michael, Alexa Fiery",3.8,"Action, Drama",81 min 
4021,Midnight Confessions,1994,Allan Shustak,"Callie Michael, Steve Michael, Alexa Fiery",3.8,"Action, Drama",81 min 
4022,Never Say Die,1994,Yossi Wein,"Frank Zagarino, Billy Drago, Jenny McShane",3.9,"Action, Drama, Thriller",99 min 
4023,Saints and Sinners,1994,Paul Mones,"Damian Chapa, Jennifer Rubin, Scott Plank",5.4,"Action, Crime, Drama",100 min 
4024,Beretta's Island,1994,Michael Preece,"Franco Columbu, Ken Kercheval, Elizabeth Kaitan",2.8,"Action, Adventure, Crime",97 min 
4025,Cage II,1994,Lang Elliott,"Candra Adams, Lou Ferrigno, Richard Ardi",4.1,"Action, Drama",106 min 
4026,Yu Yu Hakusho: Fight for the Netherworld,1994,Masakatsu Iijima,"Nozomu Sasaki, Sanae Miyuki, Yuri Amano",7.1,"Animation, Action, Fantasy",91 min 
4027,Dilwale,1994,Harry Baweja,"Ajay Devgn, Sunil Shetty, Raveena Tandon",5.8,"Action, Crime, Drama",172 min 
4028,Dilwale,1994,Harry Baweja,"Ajay Devgn, Sunil Shetty, Raveena Tandon",5.8,"Action, Crime, Drama",172 min 
4029,Aag,1994,K. Ravi Shankar,"Govinda, Shilpa Shetty, Sonali Bendre",4.9,"Action, Adventure",139 min 
4030,Grepor Butch Belgica Story,1994,Toto Natividad,,8,Action,110 min 
4031,Hindi pa tapos ang laban,1994,Fernando Poe Jr.,"Fernando Poe Jr., Michelle Aldana, Max Alvarado",5,Action,124 min 
4032,Plook mun kuen ma kah 4,1994,Towatchai Ladloy,"Bradford Hutson, Tony Jaa, Jai Janmulltree",4.2,Action,85 min 
4033,Full Impact,1993,David Huey,"Gary Daniels, Kent Ducanon, Linda Bennett",3.4,Action,72 min 
4034,Blown Away,1993,Brenton Spencer,"Corey Haim, Nicole Eggert, Corey Feldman",5.1,"Action, Drama, Romance",92 min 
4035,City Hunter,1993,Jing Wong,"Jackie Chan, Richard Norton, Joey Wang",6.5,"Action, Comedy, Romance",105 min 
4036,Deadly Rivals,1993,James Dodson,"Andrew Stevens, Francesco Quinn, Joseph Bologna",4,"Action, Drama, Thriller",92 min 
4037,Excessive Force,1993,Jon Hess,"Thomas Ian Griffith, James Earl Jones, Lance Henriksen",5.1,Action,87 min 
4038,Hard Hunted,1993,Andy Sidaris,"Dona Speir, Roberta Vasquez, Bruce Penhall",3.2,"Action, Adventure, Comedy",97 min 
4039,Khuda Gawah,1993,Mukul Anand,"Amitabh Bachchan, Sridevi, Nagarjuna Akkineni",6.5,"Action, Adventure, Drama",193 min 
4040,Kshatriya,1993,J.P. Dutta,"Sunil Dutt, Rakhee Gulzar, Dharmendra",6,"Action, Drama, War",187 min 
4041,Mad Dog Coll,1993,Greydon Clark,"Christopher Bradley, Bruce Nozick, Rachel York",5.4,"Action, Crime, Drama",101 min 
4042,Maniac Cop 3: Badge of Silence,1993,William Lustig,"Robert Davi, Robert Z'Dar, Caitlin Dulany",4.9,"Action, Horror",85 min 
4043,Midnight Witness,1993,Peter Foldy,"Paul Johansson, Maxwell Caulfield, Karen Moncrieff",4.2,"Action, Thriller",90 min 
4044,South Beach,1993,Fred Williamson,"Fred Williamson, Peter Fonda, Gary Busey",3.9,"Thriller, Action, Crime",93 min 
4045,Shootfighter: Fight to the Death,1993,Patrick Alan,"Bolo Yeung, Maryam d'Abo, William Zabka",5.3,Action,100 min 
4046,The Heroic Trio,1993,Johnnie To,"Michelle Yeoh, Anita Mui, Maggie Cheung",6.6,"Action, Fantasy",88 min 
4047,Trouble Bound,1993,Jeffrey Reiner,"Michael Madsen, Patricia Arquette, Sal Jenco",5.7,"Action, Comedy",90 min 
4048,Ulterior Motives,1993,James Becket,"Thomas Ian Griffith, Craig Shugart, David Efron",5.3,"Action, Drama",95 min 
4049,Ulterior Motives,1993,James Becket,"Thomas Ian Griffith, Craig Shugart, David Efron",5.3,"Action, Drama",95 min 
4050,Xin leng xue shi san ying,1993,Dongqin Lu,"Cynthia Khan, Waise Lee, Benjamin Chan",6.7,"Action, Drama",100 min 
4051,Honor and Glory,1993,Godfrey Ho,"Cynthia Rothrock, Donna Jason, John Miller",4.6,Action,84 min 
4052,Alive,1993,Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton",7,"Action, Adventure, Biography",120 min 
4053,American Ninja 5,1993,Bob Bralver,"David Bradley, Lee Reyes, Anne Dupont",2.7,"Action, Comedy",102 min 
4054,Angelfist,1993,Cirio H. Santiago,"Archie Adamos, Catya Sassoon, Ronald Asinas",4.7,"Action, Thriller",80 min 
4055,Another Stakeout,1993,John Badham,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell",5.5,"Action, Comedy, Crime",108 min 
4056,Arctic Blue,1993,Peter Masterson,"Rutger Hauer, Dylan Walsh, Rya Kihlstedt",5.1,"Action, Thriller",95 min 
4057,Arctic Blue,1993,Peter Masterson,"Rutger Hauer, Dylan Walsh, Rya Kihlstedt",5.1,"Action, Thriller",95 min 
4058,Army of One,1993,Vic Armstrong,"Dolph Lundgren, George Segal, Kristian Alfonso",5.6,"Action, Adventure, Crime",106 min 
4059,Aspen Extreme,1993,Patrick Hasburgh,"Paul Gross, Peter Berg, Finola Hughes",5.8,"Action, Drama",113 min 
4060,The Bride with White Hair,1993,Ronny Yu,"Brigitte Lin, Leslie Cheung, Francis Ng",7.2,"Fantasy, Adventure, Romance",92 min 
4061,The Bride with White Hair,1993,Ronny Yu,"Brigitte Lin, Leslie Cheung, Francis Ng",7.2,"Fantasy, Adventure, Romance",92 min 
4062,The Bride with White Hair 2,1993,David Wu,"Brigitte Lin, Leslie Cheung, Christy Chung",6.2,"Action, Fantasy, Romance",80 min 
4063,Batman: Mask of the Phantasm,1993,Eric Radomski,"Kevin Conroy, Dana Delany, Hart Bochner",7.9,"Animation, Action, Adventure",76 min 
4064,Heroes Among Heroes,1993,Chin-Chung Chan,"Donnie Yen, Yuk Wong, Dickson Ga-Sing Lee",6.4,"Action, Drama",91 min 
4065,Heroes Among Heroes,1993,Chin-Chung Chan,"Donnie Yen, Yuk Wong, Dickson Ga-Sing Lee",6.4,"Action, Drama",91 min 
4066,Best of the Best II,1993,Robert Radler,"Eric Roberts, Phillip Rhee, Chris Penn",5.3,"Action, Crime, Drama",101 min 
4067,Bitter Harvest,1993,Duane Clark,"Patsy Kensit, Stephen Baldwin, Jennifer Rubin",4.5,"Action, Comedy, Thriller",98 min 
4068,Blood Warriors,1993,Sam Firstenberg,"David Bradley, Frank Zagarino, Jennifer Campbell",4.5,"Action, Drama",95 min 
4069,Boiling Point,1993,James B. Harris,"Wesley Snipes, Dennis Hopper, Lolita Davidovich",4.9,"Action, Crime, Drama",92 min 
4070,Supercop 2,1993,Stanley Tong,"Michelle Yeoh, Rongguang Yu, Emil Chau",6.2,"Action, Comedy, Crime",104 min 
4071,Future Cops,1993,Jing Wong,"Andy Lau, Jacky Cheung, Aaron Kwok",5.9,"Action, Comedy, Sci-Fi",95 min 
4072,The Bare-Footed Kid,1993,Johnnie To,"Aaron Kwok, Maggie Cheung, Lung Ti",6.8,"Action, Drama",90 min 
4073,Cliffhanger,1993,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker",6.4,"Action, Adventure, Thriller",112 min 
4074,Conflict of Interest,1993,Gary Davis,"Christopher McDonald, Joey Katz, Tabby Hanson",3.9,"Action, Drama",88 min 
4075,Da Vinci's War,1993,Raymond Martino,"Michael Nouri, Joey Travolta, Vanity",4.8,Action,94 min 
4076,Demolition Man,1993,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock",6.6,"Action, Crime, Sci-Fi",115 min 
4077,Dragon Fire,1993,Rick Jacobson,"Dominick LaBanca, Pamela Pond, Kisu",4.2,"Action, Drama, Sci-Fi",90 min 
4078,Dragon: The Bruce Lee Story,1993,Rob Cohen,"Jason Scott Lee, Lauren Holly, Robert Wagner",7,"Action, Biography, Drama",120 min 
4079,Enemy Gold,1993,Christian Drew Sidaris,"Bruce Penhall, Mark Barriere, Suzi Simpson",4.2,"Action, Adventure, Thriller",92 min 
4080,Extreme Justice,1993,Mark L. Lester,"Lou Diamond Phillips, Scott Glenn, Chelsea Field",5.4,"Action, Crime, Drama",96 min 
