id,title,authors,venue,paper year
r1014,Formal semantics and analysis of object queries,G. M. Bierman,International Conference on Management of Data,2003
r1015,Query Optimization for XML,"Jason McHugh, Jennifer Widom",Very Large Data Bases,1999
r1016,Scientists called upon to take actions,Xiaolei Qian,ACM SIGMOD Record,1996
r1017,Component-based e-commerce: assessment of current practices and future directions,"Martin Bichler, Arie Segev, J. Leon Zhao",ACM SIGMOD Record,1998
r1018,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",Very Large Data Bases,1996
r1019,A study on the management of semantic transaction for efficient data retrieval,"Shi Ming Huang, Irene Kwan, Chih He Li",ACM SIGMOD Record,2002
r1020,"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002.",Nancy Wiegand,ACM SIGMOD Record,2003
r1021,DISIMA: a distributed and interoperable image database system,"Vincent Oria, M. Tamer Özsu, Paul J. Iglinski, Shu Lin, Bin Yao",International Conference on Management of Data,2000
r1022,"The five-minute rule ten years later, and other computer storage rules of thumb","Jim Gray, Goetz Graefe",ACM SIGMOD Record,1997
r1023,Discovering Web Services: An Overview,Vadim Draluk,Very Large Data Bases,2001
r1024,OODB indexing by class-division,"Sridhar Ramaswamy, Paris C. Kanellakis",International Conference on Management of Data,1995
r1025,The building blocks for specifying communication behavior of complex objects: an activity-driven approach,"Ling Liu, Robert Meersman",ACM Transactions on Database Systems (TODS),1996
r1026,Fault-tolerant architectures for continuous media servers,"Banu Özden, Rajeev Rastogi, Prashant Shenoy, Avi Silberschatz",International Conference on Management of Data,1996
r1027,On the computation of relational view complements,"Jens Lechtenbörger, Gottfried Vossen",ACM Transactions on Database Systems (TODS),2003
r1028,Rainbow: multi-XQuery optimization using materialized XML views,"Xin Zhang, Katica Dimitrova, Ling Wang, Maged El Sayed, Brian Murphy, Bradford Pielech, Mukesh Mulchandani, Luping Ding, Elke A. Rundensteiner",International Conference on Management of Data,2003
r1029,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS),2001
r1030,Mid-tier caching: the TimesTen approach,The TimesTen Team,International Conference on Management of Data,2002
r1031,FACT: a learning based Web query processing system,"Songting Chen, Yanlei Diao, Hongjun Lu, Zengping Tian",International Conference on Management of Data,2000
r1032,The ADABAS Buffer Pool Manager,Harald Schöning,Very Large Data Bases,1997
r1033,V-Trees - A Storage Method for Long Vector Data,"Maurìcio R. Mediano, Marco A. Casanova, Marcelo Dreux",Very Large Data Bases,1994
r1034,Databases and transaction processing: an application-oriented approach,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",ACM SIGMOD Record,2002
r1035,Data access for the masses through OLE DB,José A. Blakeley,International Conference on Management of Data,1996
r1036,InfoHarness: a system for search and retrieval of heterogeneous information,"Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte",International Conference on Management of Data,1995
r1037,Querying structured text in an XML database,"Shurug Al-Khalifa, Cong Yu, H. V. Jagadish",International Conference on Management of Data,2003
r1038,Wrapping web data into XML,"Wei Han, David Buttler, Calton Pu",ACM SIGMOD Record,2001
r1039,XRANK: ranked keyword search over XML documents,"Lin Guo, Feng Shao, Chavdar Botev, Jayavel Shanmugasundaram",International Conference on Management of Data,2003
r1040,Efficient Numerical Error Bounding for Replicated Network Services,"Haifeng Yu, Amin Vahdat",Very Large Data Bases,2000
r1041,Wrapper generation for semi-structured Internet sources,"Naveen Ashish, Craig A. Knoblock",ACM SIGMOD Record,1997
r1042,IrisNet: Internet-scale resource-intensive sensor services,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",International Conference on Management of Data,2003
r1043,Controlling Data Warehouses with Knowledge Networks,"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",Very Large Data Bases,2000
r1044,MultiMediaMiner: a system prototype for multimedia data mining,"Osmar R. Zaïane, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",International Conference on Management of Data,1998
r1045,The pyramid-technique: towards breaking the curse of dimensionality,"Stefan Berchtold, Christian Böhm, Hans-Peter Kriegal",International Conference on Management of Data,1998
r1046,PicoDBMS: Validation and Experience,"Nicolas Anciaux, Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2001
r1047,Database research at UT Arlington,"Sharma Chakravarthy, Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, JungHwan Oh",ACM SIGMOD Record,2003
r1048,Static analysis techniques for predicting the behavior of active database rules,"Alexander Aiken, Joseph M. Hellerstein, Jennifer Widom",ACM Transactions on Database Systems (TODS),1996
r1049,Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000
r1050,Integrating association rule mining with relational database systems: alternatives and implications,"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",International Conference on Management of Data,1998
r1051,Middle East Technical University Software Research and Development Center,Asuman Dogac,ACM SIGMOD Record,1998
r1052,GTE SuperPages: Using IR Techniques for Searching Complex Objects,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",Very Large Data Bases,1997
r1053,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,"Gladys A. Cotter, Barbara T. Bauldock",Very Large Data Bases,2000
r1054,Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",ACM SIGMOD Record,2000
r1055,One size fits all database architectures do not work for DSS,Clark D. French,International Conference on Management of Data,1995
r1056,VXMLR: A Visual XML-Relational Database System,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",Very Large Data Bases,2001
r1057,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",Very Large Data Bases,1997
r1058,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",Very Large Data Bases,2000
r1059,GENESYS: a system for efficient spatial query processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",International Conference on Management of Data,1994
r1060,A system for watermarking relational databases,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",International Conference on Management of Data,2003
r1061,The n-tier hub technology,"Rainer A. Sommer, Thomas R. Gulledge, David Bailey",ACM SIGMOD Record,2002
r1062,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Michael J. Carey,Very Large Data Bases,2000
r1063,Research issues in active database systems: report from the closing panel at RIDE-ADS '94,Jennifer Widom,ACM SIGMOD Record,1994
r1064,C2P: Clustering based on Closest Pairs,"Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos",Very Large Data Bases,2001
r1065,Complex relationships and knowledge discovery support in the InfoQuilt system,"A. Sheth, S. Thacker, S. Patel",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r1066,What will be,Michael Dertouzos,ACM SIGMOD Record,2002
r1067,A user-centered interface for querying distributed multimedia databases,"Isabel F. Cruz, Kimberly M. James",International Conference on Management of Data,1999
r1068,Mining Insurance Data at Swiss Life,"Jörg-Uwe Kietz, Ulrich Reimer, Martin Staudt",Very Large Data Bases,1997
r1069,A pictorial query language for querying geographic databases using positional and OLAP operators,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record,2002
r1070,Determining Text Databases to Search in the Internet,"Weiyi Meng, King-Lup Liu, Clement T. Yu, Xiaodong Wang, Yuhsi Chang, Naphtali Rishe",Very Large Data Bases,1999
r1071,Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer, Suresha, Krithi Ramamritham",International Conference on Management of Data,2002
r1072,RP*: A Family of Order Preserving Scalable Distributed Data Structures,"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",Very Large Data Bases,1994
r1073,AgFlow: Agent-based Cross-Enterprise Workflow Management System,"Liangzhao Zeng, Boualem Benatallah, Phuong Nguyen, Anne H. H. Ngu",Very Large Data Bases,2001
r1074,High Level Indexing of User-Defined Types,"Weidong Chen, Jyh-Herng Chow, You-Chin Fuh, Jean Grandbois, Michelle Jou, Nelson Mendonça Mattos, Brian T. Tran, Yun Wang",Very Large Data Bases,1999
r1075,A taxonomy of correctness criteria in database applications,"Krithi Ramamritham, Panos K. Chrysanthis",The VLDB Journal — The International Journal on Very Large Data Bases,1996
r1076,Optimization techniques for queries with expensive methods,Joseph M. Hellerstein,ACM Transactions on Database Systems (TODS),1998
r1077,Data modelling versus ontology engineering,"Peter Spyns, Robert Meersman, Mustafa Jarrar",ACM SIGMOD Record,2002
r1078,Searching in metric spaces with user-defined and approximate distances,"Paolo Ciaccia, Marco Patella",ACM Transactions on Database Systems (TODS),2002
r1079,"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Stephen Blott, Henry F. Korth, Abraham Silberschatz",Very Large Data Bases,1998
r1080,ToXgene: a template-based data generator for XML,"Denilson Barbosa, Alberto Mendelzon, John Keenleyside, Kelly Lyons",International Conference on Management of Data,2001
r1081,Managing a DB2 Parallel Edition Database,Gilles Fecteau,Very Large Data Bases,1995
r1082,A survey of logical models for OLAP databases,"Panos Vassiliadis, Timos Sellis",ACM SIGMOD Record,2000
r1083,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Yun-Wu Huang, Ning Jing, Elke A. Rundensteiner",Very Large Data Bases,1997
r1084,Client-Server Paradise,"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",Very Large Data Bases,1994
r1085,Speeding up construction of PMR quadtree-based spatial indexes,"Gisli R. Hjaltason, Hanan Samet",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r1086,Tutorial: application servers and associated technologies,C. Mohan,International Conference on Management of Data,2002
r1087,Building knowledge base management systems,"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",The VLDB Journal — The International Journal on Very Large Data Bases,1996
r1088,Comparing Hybrid Peer-to-Peer Systems,"Beverly Yang, Hector Garcia-Molina",Very Large Data Bases,2001
r1089,Materialized Views in Oracle,"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",Very Large Data Bases,1998
r1090,The cougar approach to in-network query processing in sensor networks,"Yong Yao, Johannes Gehrke",ACM SIGMOD Record,2002
r1091,Temporal Queries in OLAP,"Alberto O. Mendelzon, Alejandro A. Vaisman",Very Large Data Bases,2000
r1092,Cost estimation of user-defined methods in object-relational database systems,"Jihad Boulos, Kinji Ono",ACM SIGMOD Record,1999
r1093,Integration of spatial join algorithms for processing multiple inputs,"Nikos Mamoulis, Dimitris Papadias",International Conference on Management of Data,1999
r1094,Managing Business Processes via Workflow Technology,Frank Leymann,Very Large Data Bases,2001
r1095,TelegraphCQ: continuous dataflow processing,"Sirish Chandrasekaran, Owen Cooper, Amol Deshpande, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong, Sailesh Krishnamurthy, Samuel R. Madden, Fred Reiss, Mehul A. Shah",International Conference on Management of Data,2003
r1096,Automata theory for XML researchers,Frank Neven,ACM SIGMOD Record,2002
r1097,On effective multi-dimensional indexing for strings,"H. V. Jagadish, Nick Koudas, Divesh Srivastava",International Conference on Management of Data,2000
r1098,"Mining database structure; or, how to build a data quality browser","Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",International Conference on Management of Data,2002
r1099,Applying Database Technology in the ADSM Mass Storage System,"Luis-Felipe Cabrera, Robert Rees, Wayne Hineman",Very Large Data Bases,1995
r1100,Query processing over object views of relational data,"Gustav Fahl, Tore Risch",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1101,Caching Technologies for Web Applications,C. Mohan,Very Large Data Bases,2001
r1102,Adaptive selectivity estimation using query feedback,"Chungmin Melvin Chen, Nick Roussopoulos",International Conference on Management of Data,1994
r1103,Content integration for e-business,"Michael Stonebraker, Joseph M. Hellerstein",International Conference on Management of Data,2002
r1104,Transaction chopping: algorithms and performance studies,"Dennis Shasha, Francois Llirbat, Eric Simon, Patrick Valduriez",ACM Transactions on Database Systems (TODS),1995
r1105,The CORAL deductive system,"Raghu Ramakrishnan, Divesh Srivastava, S. Sudarshan, Praveen Seshadri",The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1106,Unrolling Cycles to Decide Trigger Termination,"Sin Yeung Lee, Tok Wang Ling",Very Large Data Bases,1999
r1107,Semantic interoperability in global information systems,"A. M. Ouksel, A. Sheth",ACM SIGMOD Record,1999
r1108,Too much middleware,Michael Stonebraker,ACM SIGMOD Record,2002
r1109,The MYRIAD federated database prototype,"S.-Y. Hwang, E.-P. Lim, H.-R. Yang, S. Musukula, K. Mediratta, M. Ganesh, D. Clements, J. Stenoien, J. Srivastava",International Conference on Management of Data,1995
r1110,Structures for manipulating proposed updates in object-oriented databases,"Michael Doherty, Richard Hull, Mohammed Rupawalla",International Conference on Management of Data,1996
r1111,Data model for extensible support of explicit relationships in design databases,"Joan Peckham, Bonnie MacKellar, Michael Doherty",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r1112,The INCINERATE data model,H. V. Jagadish,ACM Transactions on Database Systems (TODS),1995
r1113,Sensor: the atomic computing particle,Vijay Kumar,ACM SIGMOD Record,2003
r1114,The merge/purge problem for large databases,"Mauricio A. Hernández, Salvatore J. Stolfo",International Conference on Management of Data,1995
r1115,Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,Opher Etzion,ACM SIGMOD Record,1999
r1116,Flexible and scalable digital library search,"Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker",Very Large Data Bases,2002
r1117,Towards Event-Driven Modelling for Database Design,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",Very Large Data Bases,1995
r1118,Cache-and-query for wide area sensor databases,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",International Conference on Management of Data,2003
r1119,XCache: a semantic caching system for XML queries,"Li Chen, Elke A. Rundensteiner, Song Wang",International Conference on Management of Data,2002
r1120,"Replication: DB2, Oracle, or Sybase?",Doug Stacey,ACM SIGMOD Record,1995
r1121,Finding Intensional Knowledge of Distance-Based Outliers,"Edwin M. Knorr, Raymond T. Ng",Very Large Data Bases,1998
r1122,On Index Selection Schemes for Nested Object Hierarchies,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",Very Large Data Bases,1994
r1123,Gigascope: high performance network monitoring with an SQL interface,"Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck",International Conference on Management of Data,2002
r1124,Self-similarity in the Web,"Stephen Dill, Ravi Kumar, Kevin S. McCurley, Sridhar Rajagopalan, D. Sivakumar, Andrew Tomkins",Very Large Data Bases,2002
r1125,A multi-agent system infrastructure for software component market-place: an ontological perspective,"Riza Cenk Erdur, Oğuz Dikenelli",ACM SIGMOD Record,2001
r1126,"Opportunities at ARPA, NSF, and elsewhere",Xiaolei Qian,ACM SIGMOD Record,1995
r1127,View maintenance in a warehousing environment,"Yue Zhuge, Héctor García-Molina, Joachim Hammer, Jennifer Widom",International Conference on Management of Data,1995
r1128,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Jochen Van den Bercken, Björn Blohsfeld, Jens-Peter Dittrich, Jürgen Krämer, Tobias Schäfer, Martin Schneider, Bernhard Seeger",Very Large Data Bases,2002
r1129,Improving OLTP data quality using data warehouse mechanisms,"Matthias Jarke, Christoph Quix, Guido Blees, Dirk Lehmann, Gunter Michalk, Stefan Stierl",International Conference on Management of Data,1999
r1130,OPT++ : an object-oriented implementation for extensible database query optimization,"Navin Kabra, David J. DeWitt",The VLDB Journal — The International Journal on Very Large Data Bases,1999
r1131,Learning about data integration challenges from day one,Alon Y. Halevy,ACM SIGMOD Record,2003
r1132,Constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data,"Yueh-Min Huang, Jen-Wen Ding, Shiao-Li Tsao",The VLDB Journal — The International Journal on Very Large Data Bases,1999
r1133,"Sangam - a solution to support multiple data models, their mappings and maintenance","Kajal T. Claypool, Elke A. Rundensteiner, Xin Zhang, Su Hong, Harumi Kuno, Wang-chien Lee, Gail Mitchell",International Conference on Management of Data,2000
r1134,Chorochronos: a research network for spatiotemporal database systems,"Andrew Frank, Stephane Grumbach, Ralf Hartmut Güting, Christian S. Jensen, Manolis Koubarakis, Nikos Lorentzos, Yannis Manolopoulos, Enrico Nardelli, Barbara Pernici, Hans-Jörg Schek, Michel Scholl, Timos Sellis, Babis Theodoulidis, Peter Widmayer",ACM SIGMOD Record,1999
r1135,Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model,"Henry F. Korth, Greg Speegle",ACM Transactions on Database Systems (TODS),1994
r1136,Database research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record,1999
r1137,Nonstop SQL: scalability and availability for decision support,Susanne Englert,International Conference on Management of Data,1994
r1138,The Design and Implementation of a Sequence Database System,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",Very Large Data Bases,1996
r1139,Building Hierarchical Classifiers Using Class Proximity,"Ke Wang, Senqiang Zhou, Shiang Chen Liew",Very Large Data Bases,1999
r1140,DBMiner: interactive mining of multiple-level knowledge in relational databases,"Jaiwei Han, Youngjian Fu, Wei Wang, Jenny Chiang, Osmar R. Zaïane, Krzysztof Koperski",International Conference on Management of Data,1996
r1141,The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina",Very Large Data Bases,2000
r1142,Thinksheet: a tool for tailoring complex documents,"Peter Piatko, Roman Yangarber, Daoi Lin, Dennis Shasha",International Conference on Management of Data,1997
r1143,Algorithms for Querying by Spatial Structure,"Dimitris Papadias, Nikos Mamoulis, Vasilis Delis",Very Large Data Bases,1998
r1144,Balancing histogram optimality and practicality for query result size estimation,"Yannis E. Ioannidis, Viswanath Poosala",International Conference on Management of Data,1995
r1145,A Case-Based Approach to Information Integration,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",Very Large Data Bases,2000
r1146,The evolution of effective B-tree: page organization and techniques: a personal account,David Lomet,ACM SIGMOD Record,2001
r1147,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,"Wen-Syan Li, K. Selçuk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Qiong Luo, Wei-Kuang Waine Huang, Yusuf Akca, Cemal Yilmaz",Very Large Data Bases,2001
r1148,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Yasuhiko Morimoto, Takeshi Fukuda, Hirofumi Matsuzawa, Takeshi Tokuyama, Kunikazu Yoda",Very Large Data Bases,1999
r1149,State of the art in workflow management research and products,C. Mohan,International Conference on Management of Data,1996
r1150,Efficient Search of Multi-Dimensional B-Trees,"Harry Leslie, Rohit Jain, Dave Birdsall, Hedieh Yaghmai",Very Large Data Bases,1995
r1151,Design and implementation of advanced knowledge processing in the KBMS KRISYS,"J. Thomas, S. Deßloch, N. Mattos",International Conference on Management of Data,1995
r1152,Quorum consensus in nested-transaction systems,"Kenneth J. Goldman, Nancy Lynch",ACM Transactions on Database Systems (TODS),1994
r1153,Space-efficient online computation of quantile summaries,"Michael Greenwald, Sanjeev Khanna",International Conference on Management of Data,2001
r1154,Multi-dimensional selectivity estimation using compressed histogram information,"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",International Conference on Management of Data,1999
r1155,A probabilistic relational model and algebra,"Debabrata Dey, Sumit Sarkar",ACM Transactions on Database Systems (TODS),1996
r1156,PBIR - perception-based image retrieval,"Edward Chang, Kwang-Ting Cheng, Lihyuarn L. Chang",International Conference on Management of Data,2001
r1157,SQL query optimization: reordering for a general class of queries,"Piyush Goel, Bala Iyer",International Conference on Management of Data,1996
r1158,Foreword by the VLDB '98 PC Chairmen,"O. Shmueli, J. Widom",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r1159,Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",ACM SIGMOD Record,2002
r1160,SEMCOG: an object-based image retrieval system and its visual query interface,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",International Conference on Management of Data,1997
r1161,A Top-Down Approach for Two Level Serializability,"M. Ouzzani, M. A. Atroun, N. L. Belkhodja",Very Large Data Bases,1994
r1162,Fast subsequence matching in time-series databases,"Christos Faloutsos, M. Ranganathan, Yannis Manolopoulos",International Conference on Management of Data,1994
r1163,The OODB path-method generator (PMG) using access weights and precomputed access relevance,"Ashish Mehta, James Geller, Yehoshua Perl, Erich Neuhold",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r1164,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1996
r1165,RE-tree: an efficient index structure for regular expressions,"Chee-Yong Chan, Minos Garofalakis, Rajeev Rastogi",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r1166,Use of a component architecture in integrating relational and non-relational,Robert Atkinson,International Conference on Management of Data,1995
r1167,SQL multimedia and application packages (SQL/MM),"Jim Melton, Andrew Eisenberg",ACM SIGMOD Record,2001
r1168,"Very Large Databases: How Large, How Different?",David Vaskevitch,Very Large Data Bases,1995
r1169,PREFER: a system for the efficient execution of multi-parametric ranked queries,"Vagelis Hristidis, Nick Koudas, Yannis Papakonstantinou",International Conference on Management of Data,2001
r1170,A framework for implementing hypothetical queries,"Timothy Griffin, Richard Hull",International Conference on Management of Data,1997
r1171,To table or not to table: a hypertabular answer,"Giuseppe Santucci, Laura Tarantino",ACM SIGMOD Record,1996
r1172,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar,Very Large Data Bases,1998
r1173,On mutli-resolution document transmission in mobile Web,"Stanley M. T. Yau, Hong Va Leong, Dennis McLeod, Antonio Si",ACM SIGMOD Record,1999
r1174,Answering Queries with Aggregation Using Views,"Divesh Srivastava, Shaul Dar, H. V. Jagadish, Alon Y. Levy",Very Large Data Bases,1996
r1175,Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997
r1176,A comparison of three user interfaces to relational microcomputer data bases,"Carl Medsker, Margaret Christensen, Il-Yeol Song",ACM SIGMOD Record,1995
r1177,Temporal FDs on complex objects,Jef Wijsen,ACM Transactions on Database Systems (TODS),1999
r1178,The Aqua approximate query answering system,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala, Sridhar Ramaswamy",International Conference on Management of Data,1999
r1179,VERSANT replication: supporting fault-tolerant object databases,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",International Conference on Management of Data,1995
r1180,ADAM: a testbed for exploring the use of data mining in intrusion detection,"Daniel Barbará, Julia Couto, Sushil Jajodia, Ningning Wu",ACM SIGMOD Record,2001
r1181,Fast Incremental Indexing For Full-Text Information Retrieval,"Eric W. Brown, James P. Callan, W. Bruce Croft",Very Large Data Bases,1994
r1182,Turbo-charging vertical mining of large databases,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",International Conference on Management of Data,2000
r1183,Enhanced abstract data types in object-relational databases,Praveen Seshadri,The VLDB Journal — The International Journal on Very Large Data Bases,1998
r1184,A Multidatabase System for Tracking and Retrieval of Financial Data,"Munir Cochinwala, John Bradley",Very Large Data Bases,1994
r1185,Explaining Differences in Multidimensional Aggregates,Sunita Sarawagi,Very Large Data Bases,1998
r1186,Special issue on spatial database systems,H. J. Schek,The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1187,Atomicity and isolation for transactional processes,"Heiko Schuldt, Gustavo Alonso, Catriel Beeri, Hans-Jörg Schek",ACM Transactions on Database Systems (TODS),2002
r1188,Rapid bushy join-order optimization with Cartesian products,"Bennet Vance, David Maier",International Conference on Management of Data,1996
r1189,XQuery: a query language for XML,Don Chamberlin,International Conference on Management of Data,2003
r1190,Contorting high dimensional data for efficient main memory KNN processing,"Bin Cui, Beng Chin Ooi, Jianwen Su, Kian-Lee Tan",International Conference on Management of Data,2003
r1191,Enterprise Java platform data access,"Seth White, Rick Cattell, Shel Finkelstein",International Conference on Management of Data,1998
r1192,NSF workshop on industrial/academic cooperation in database systems,"Mike Carey, Len Seligman",ACM SIGMOD Record,1999
r1193,Aurora: a data stream management system,"D. Abadi, D. Carney, U. Çetintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",International Conference on Management of Data,2003
r1194,On the semantics of now in databases,"James Clifford, Curtis Dyreson, Tomás Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS),1997
r1195,SilkRoute: A framework for publishing relational data in XML,"Mary Fernández, Yana Kadiyska, Dan Suciu, Atsuyuki Morishima, Wang-Chiew Tan",ACM Transactions on Database Systems (TODS),2002
r1196,On relational support for XML publishing: beyond sorting and tagging,"Surajit Chaudhuri, Raghav Kaushik, Jeffrey F. Naughton",International Conference on Management of Data,2003
r1197,Benchmarking Spatial Join Operations with Spatial Output,"Erik G. Hoel, Hanan Samet",Very Large Data Bases,1995
r1198,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose,Very Large Data Bases,2000
r1199,Efficiently supporting ad hoc queries in large datasets of time sequences,"Flip Korn, H. V. Jagadish, Christos Faloutsos",International Conference on Management of Data,1997
r1200,Tigukat: a uniform behavioral objectbase management system,"M. Tamer Özsu, Randal Peters, Duane Szafron, Boman Irani, Anna Lipka, Adriana Muñoz",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r1201,Small worlds: the dynamics of networks between order and randomness,"Jie Wu, Duncan J. Watts",ACM SIGMOD Record,2002
r1202,A toolkit for negotiation support interfaces to multi-dimensional data,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",International Conference on Management of Data,1997
r1203,Quasi-cubes: exploiting approximations in multidimensional databases,"Daniel Barbará, Mark Sullivan",ACM SIGMOD Record,1997
r1204,SQL open heterogeneous data access,"Berthold Reinwald, Hamid Pirahesh",International Conference on Management of Data,1998
r1205,An authorization system for digital libraries,"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r1206,Keynote Address,Robert S. Epstein,International Conference on Management of Data,1995
r1207,Managing Web data,Dan Suciu,International Conference on Management of Data,1999
r1208,Temporal Integrity Constraints with Indeterminacy,"Wes Cowley, Dimitris Plexousakis",Very Large Data Bases,1999
r1209,Supporting efficient multimedia database exploration,"Wen-Syan Li, K.Selçuk Candan, Kyoji Hirata, Yoshinori Hara",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r1210,Dynamic Update Cube for Range-sum Queries,"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",Very Large Data Bases,2001
r1211,Efficient maintenance of materialized mediated views,"James J. Lu, Guido Moerkotte, Joachim Schue, V. S. Subrahmanian",International Conference on Management of Data,1995
r1212,WebFilter: A High-throughput XML-based Publish and Subscribe System,"João Pereira, Françoise Fabret, Hans-Arno Jacobsen, François Llirbat, Dennis Shasha",Very Large Data Bases,2000
r1213,Information systems research at RWTH Aachen,Matthias Jarke,ACM SIGMOD Record,1995
