ID,Title,Episodes,Producers,Genres,Type,Year,Rating
1798,Naruto x UT,1,Studio Pierrot,"['Action', 'Ninja', 'Shorts', 'Shounen']",OVA,2011,3.75
1799,Slam Dunk Movie 1,1,Toei Animation,"['Action', 'Based on a Manga', 'Basketball', 'Comedy', 'Delinquents', 'Drama', 'Physical Abuse', 'School Club', 'School Life', 'Sports']",Movie,1994,3.75
1800,InuYasha The Movie 2: The Castle Beyond the Looking Glass,1,Sunrise,"['Based on a Manga', 'Demons', 'Fantasy', 'Feudal Japan', 'Person in a Strange World', 'Shounen']",Movie,2002,3.75
1801,Shin Kyuuseishu Densetsu Hokuto no Ken Toki-den,1,APPP,"[]",OVA,2008,3.75
1802,Fist of the North Star: Legend of Toki,1,APPP,"[]",OVA,2008,3.75
1803,Meitantei Conan OVA 5: Hyouteki wa Kogoro! Shounen Tanteidan Maruchichousa,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2005,3.75
1804,Detective Conan OVA 5: The Target is Kogoro! The Detective Boys' Secret Investigation,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2005,3.75
1805,Captain Harlock,42,Toei Animation,"['Based on a Manga', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1978,3.75
1806,Uchuu Kaizoku Captain Harlock,42,Toei Animation,"['Based on a Manga', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1978,3.75
1807,Space Pirate Captain Harlock,42,Toei Animation,"['Based on a Manga', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1978,3.75
1808,Toriko TV,147,Toei Animation,"['Action', 'Adventure', 'Based on a Manga', 'Comedy', 'Food', 'Shounen']",TV,2011,3.75
1809,Maria-sama ga Miteru 4th Specials,11,Studio Deen,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,2009,3.75
1810,Maria Watches Over Us 4th: Don't Tell Mother Maria.,11,Studio Deen,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,2009,3.75
1811,Soar High! Isami,50,Group TAC,"[]",TV,1995,3.75
1812,Tobe! Isami,50,Group TAC,"[]",TV,1995,3.75
1813,Detective Conan OVA 8: High School Girl Detective Sonoko Suzuki's Case Files,1,,"['Detectives']",OVA,2008,3.75
1814,Meitantei Conan OVA 8: Joshi Kousein Tantei Suzuki Sonoko no Jikenbo,1,,"['Detectives']",OVA,2008,3.75
1815,Meitantei Conan Bonus File 6: Fantasista no Hana,1,,"[]",OVA,2012,3.75
1816,Detective Conan Magic File 6: Fantasista Flower,1,,"[]",OVA,2012,3.75
1817,One Piece Movie 2: Clockwork Island Adventure,1,Toei Animation,"['Adventure', 'Pirates', 'Shounen']",Movie,2001,3.75
1818,Aoharu x Machinegun,12,Brains-Base,"['Action', 'Based on a Manga', 'Comedy', 'Crossdressing', 'Drama', 'Tournaments']",TV,2015,3.75
1819,Aoharu x Kikanjuu,12,Brains-Base,"['Action', 'Based on a Manga', 'Comedy', 'Crossdressing', 'Drama', 'Tournaments']",TV,2015,3.75
1820,Shaman King,64,XEBEC,"['Action', 'Adventure', 'Based on a Manga', 'Shounen', 'Tournaments']",TV,2001,3.75
1821,MM!,12,XEBEC,"['Based on a Light Novel', 'Comedy', 'Fetish', 'Romance', 'School Club', 'School Life', 'Seinen', 'Tsundere']",TV,2010,3.75
1822,Little Nemo: Adventures in Slumberland,1,TMS Entertainment,"['Adventure', 'Family Friendly', 'Fantasy', 'Person in a Strange World']",Movie,1989,3.75
1823,Origin: Spirits of the Past,1,GONZO,"['Dystopia', 'Environmental', 'Original Work', 'Post-apocalyptic', 'Sci Fi']",Movie,2006,3.75
1824,Gin-iro no Kami no Agito,1,GONZO,"['Dystopia', 'Environmental', 'Original Work', 'Post-apocalyptic', 'Sci Fi']",Movie,2006,3.75
1825,Yowapeda: Special Ride,1,TMS Entertainment,"['Cycling']",OVA,2013,3.75
1826,Yowamushi Pedal: Special Ride,1,TMS Entertainment,"['Cycling']",OVA,2013,3.75
1827,Yondemasuyo Azazel-san TV,13,Production I.G,"['Based on a Manga', 'Comedy', 'Crude', 'Demons', 'Fantasy']",TV,2011,3.75
1828,You're Being Summoned Azazel,13,Production I.G,"['Based on a Manga', 'Comedy', 'Crude', 'Demons', 'Fantasy']",TV,2011,3.75
1829,Amagami SS OVA,6,AIC,"['Based on a Visual Novel', 'Romance', 'School Life']",OVA,2011,3.75
1830,Lupin III: The Fuma Conspiracy,1,TMS Entertainment,"['Action', 'Adventure', 'Thieves']",OVA,1987,3.75
1831,Ansatsu Kyoushitsu Episode 0: Deai no Jikan,1,Lerche,"['Action', 'Aliens', 'Based on a Manga', 'Comedy', 'School Life']",Other,2014,3.75
1832,Assassination Classroom Episode 0: Deai no Jikan,1,Lerche,"['Action', 'Aliens', 'Based on a Manga', 'Comedy', 'School Life']",Other,2014,3.75
1833,Digimon Movie 2: Bokura no War Game,1,Toei Animation,"['Action', 'Family Friendly', 'Fantasy', 'Sci Fi', 'Shounen']",Movie,2000,3.75
1834,Hakuouki Reimeiroku,12,Studio Deen,"['Based on an Otome Game', 'Based on a Visual Novel', 'Drama', 'Feudal Japan', 'Historical', 'Samurai']",TV,2012,3.75
1835,Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi,12,Studio Deen,"['Based on an Otome Game', 'Based on a Visual Novel', 'Drama', 'Feudal Japan', 'Historical', 'Samurai']",TV,2012,3.75
1836,Hatsukoi Limited,12,J.C.Staff,"['Based on a Manga', 'Comedy', 'Romance', 'School Life', 'Slice of Life']",TV,2009,3.74
1837,Nagasarete Airantou,26,,"['Based on a Manga', 'Comedy', 'Harem', 'Romance', 'Slice of Life']",TV,2007,3.74
1838,This Boy Caught a Merman,1,CoMix Wave Inc.,"['Drama', 'Mermaids', 'Psychological', 'Shounen-ai']",OVA,2012,3.74
1839,Kono Danshi Ningyo Hiroimashita.,1,CoMix Wave Inc.,"['Drama', 'Mermaids', 'Psychological', 'Shounen-ai']",OVA,2012,3.74
1840,Vandread,13,GONZO,"['Comedy', 'Mecha', 'Original Work', 'Outer Space', 'Sci Fi']",TV,2000,3.74
1841,King of Bandit Jing in Seventh Heaven,3,Studio Deen,"['Fantasy', 'Sci Fi', 'Thieves']",OVA,2004,3.74
1842,Kodomo no Jikan: Kodomo no Natsu Jikan,1,,"['Ecchi']",OVA,2011,3.74
1843,Air Gear: Special Trick,1,Toei Animation,"['Based on a Manga']",DVD Special,2007,3.74
1844,Madan no Ou to Vanadis,13,Satelight,"['Action', 'Adventure', 'Based on a Light Novel', 'Ecchi', 'Fantasy', 'Harem', 'Political', 'Violence', 'War']",TV,2014,3.74
1845,Lord Marksman and Vanadis,13,Satelight,"['Action', 'Adventure', 'Based on a Light Novel', 'Ecchi', 'Fantasy', 'Harem', 'Political', 'Violence', 'War']",TV,2014,3.74
1846,Get Backers,49,Studio Deen,"['Action', 'Based on a Manga', 'Comedy', 'Shounen', 'Superpowers']",TV,2002,3.74
1847,Fist of the North Star 2,43,Toei Animation,"['Action', 'Explicit Violence', 'Hand to Hand Combat', 'Martial Arts', 'Post-apocalyptic']",TV,1987,3.74
1848,Hokuto no Ken 2,43,Toei Animation,"['Action', 'Explicit Violence', 'Hand to Hand Combat', 'Martial Arts', 'Post-apocalyptic']",TV,1987,3.74
1849,Happy Birthday Inochi Kagayaku Toki,1,Magic Bus,"['Drama', 'Emotional Abuse', 'Physical Abuse']",Movie,1999,3.74
1850,Shoubushi Densetsu Tetsuya,20,Toei Animation,"['Board Games', 'Drama', 'Gambling', 'Mahjong', 'Psychological', 'Shounen']",TV,2000,3.74
1851,Legendary Gambler Tetsuya,20,Toei Animation,"['Board Games', 'Drama', 'Gambling', 'Mahjong', 'Psychological', 'Shounen']",TV,2000,3.74
1852,Sunday Without God,12,MADHOUSE,"['Drama', 'Fantasy', 'Post-apocalyptic']",TV,2013,3.74
1853,Kamisama no Inai Nichiyoubi,12,MADHOUSE,"['Drama', 'Fantasy', 'Post-apocalyptic']",TV,2013,3.74
1854,Bamboo Blade,26,AIC A.S.T.A.,"['Based on a Manga', 'Comedy', 'School Club', 'School Life', 'Sports']",TV,2007,3.74
1855,Saint Seiya,114,Toei Animation,"['Action', 'Based on a Manga', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",TV,1986,3.74
1856,Knights of the Zodiac,114,Toei Animation,"['Action', 'Based on a Manga', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",TV,1986,3.74
1857,Dragon Ball Z Movie 8: The Legendary Super Saiyan,1,Toei Animation,"['Action', 'Shounen']",Movie,1993,3.74
1858,Zipang,26,Studio Deen,"['Action', 'Adventure', 'Based on a Manga', 'Drama', 'Historical', 'Military', 'World War 2']",TV,2004,3.74
1859,City Hunter,51,Sunrise,"['Comedy', 'Ecchi']",TV,1987,3.74
1860,Clannad Movie,1,Toei Animation,"['Based on a Visual Novel', 'Drama', 'Romance', 'School Life']",Movie,2007,3.74
1861,Kiddy Grade: Maelstrom,1,,"['Futuristic', 'Sci Fi']",Movie,2007,3.74
1862,Ao no Exorcist: Tokubetsu Bangai Hen Kuro no Iede,1,A-1 Pictures,"['Based on a Manga', 'Demons', 'Shounen']",DVD Special,2011,3.74
1863,Blue Exorcist: Kuro's Trip Away From Home,1,A-1 Pictures,"['Based on a Manga', 'Demons', 'Shounen']",DVD Special,2011,3.74
1864,Naruto Shippuden Movie 1,1,Studio Pierrot,"['Ninja', 'Shounen']",Movie,2007,3.74
1865,Humanity Has Declined Specials,6,AIC A.S.T.A.,"[]",DVD Special,2012,3.74
1866,Jinrui wa Suitai Shimashita Specials,6,AIC A.S.T.A.,"[]",DVD Special,2012,3.74
1867,Shinreigari Ghost Hound,22,Production I.G,"['Horror', 'Original Work', 'Psychological', 'Supernatural']",TV,2007,3.74
1868,Ghost Hound,22,Production I.G,"['Horror', 'Original Work', 'Psychological', 'Supernatural']",TV,2007,3.74
1869,Ghost in the Shell: Stand Alone Complex - Individual Eleven - Tachikoma Days,1,Production I.G,"['Comedy', 'Robots']",DVD Special,2006,3.74
1870,Shijou Saikyou no Deshi Kenichi OVA Specials,3,Brains-Base,"['Comedy', 'Martial Arts', 'Shounen']",DVD Special,2013,3.74
1871,History's Strongest Disciple Kenichi OVA Specials,3,Brains-Base,"['Comedy', 'Martial Arts', 'Shounen']",DVD Special,2013,3.74
1872,Genius Party,7,Studio 4C,"['Collections']",Movie,2007,3.73
1873,ef - a tale of melodies: Prologue,1,Shaft,"[]",DVD Special,2008,3.73
1874,Kimi ga Aruji de Shitsuji ga Ore de,13,A.C.G.T.,"['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Ecchi', 'Harem', 'Incest', 'Maids', 'Nudity', 'Panty Shots', 'Shoujo-ai']",TV,2008,3.73
1875,They Are My Noble Masters,13,A.C.G.T.,"['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Ecchi', 'Harem', 'Incest', 'Maids', 'Nudity', 'Panty Shots', 'Shoujo-ai']",TV,2008,3.73
1876,Tetsuwan Birdy Decode: The Cipher,1,A-1 Pictures,"[]",OVA,2009,3.73
1877,Tetsuwan Birdy Decode: Between You and Me,1,A-1 Pictures,"[]",OVA,2009,3.73
1878,Gugure! Kokkuri-san,12,TMS Entertainment,"['Based on a Manga', 'Comedy', 'Japanese Mythology', 'Supernatural']",TV,2014,3.73
1879,Love Hina X'mas Special - Silent Eve,1,XEBEC,"['Comedy', 'Romance', 'Tsundere']",TV Special,2000,3.73
1880,Nichijou,1,Kyoto Animation,"['Based on a Manga', 'Comedy', 'Slice of Life']",OVA,2011,3.73
1881,City Hunter: .357 Magnum,1,Sunrise,"[]",Movie,1989,3.73
1882,Croise in a Foreign Labyrinth - The Animation,12,Satelight,"['Based on a Manga', 'Europe', 'Slice of Life']",TV,2011,3.73
1883,Ikoku Meiro no Croise,12,Satelight,"['Based on a Manga', 'Europe', 'Slice of Life']",TV,2011,3.73
1884,Karin,24,J.C.Staff,"['Based on a Manga', 'Romance', 'Shoujo', 'Vampires']",TV,2005,3.73
1885,Chibi Vampire,24,J.C.Staff,"['Based on a Manga', 'Romance', 'Shoujo', 'Vampires']",TV,2005,3.73
1886,Ghost in the Shell: Arise - Alternative Architecture,10,Production I.G,"['Sci Fi']",TV,2015,3.73
1887,Onegai Teacher,12,Daume,"['Aliens', 'Ecchi', 'Original Work', 'Romance', 'School Life', 'Sci Fi', 'Student-Teacher Relationship', 'Sudden Girlfriend Appearance']",TV,2002,3.73
1888,Please Teacher,12,Daume,"['Aliens', 'Ecchi', 'Original Work', 'Romance', 'School Life', 'Sci Fi', 'Student-Teacher Relationship', 'Sudden Girlfriend Appearance']",TV,2002,3.73
1889,Black Jack Special: The 4 Miracles of Life,4,,"[]",TV Special,2003,3.73
1890,Gosenzo-sama Banbanzai!,6,Studio Pierrot,"['Abstract', 'Incest', 'Sci Fi', 'Time Travel']",OVA,1989,3.73
1891,One Piece 3D: Mugiwara Chase,1,Toei Animation,"['Action', 'Pirates', 'Shounen']",Movie,2011,3.73
1892,Black Blood Brothers,12,Group TAC,"['Action', 'Based on a Light Novel', 'Vampires']",TV,2006,3.73
1893,Ranma 1/2: The Movie - Big Trouble in Nekonron China,1,Kitty Films,"['Action', 'Comedy', 'Gender Bender', 'Martial Arts', 'Romance']",Movie,1991,3.73
1894,Kodomo no Jikan: Ni Gakki,3,Studio Barcelona,"['Comedy', 'Drama', 'Ecchi', 'School Life']",OVA,2009,3.73
1895,Steamboy,1,Sunrise,"['Europe', 'Steampunk']",Movie,2005,3.73
1896,One Piece: Dream Soccer King!,1,Toei Animation,"['Comedy', 'Pirates', 'Shorts', 'Soccer', 'Sports']",Movie,2002,3.73
1897,Mai-Otome Zwei,4,Sunrise,"['Fantasy', 'Sci Fi', 'Superpowers']",OVA,2006,3.73
1898,El-Hazard: The Magnificent World,7,AIC,"['Fantasy', 'Original Work', 'Person in a Strange World']",OVA,1995,3.73
1899,Magical Girl Lyrical Nanoha,13,Seven Arcs,"['Magic', 'Magical Girl']",TV,2004,3.73
1900,Tales of the Abyss,26,Sunrise,"['Action', 'Adventure', 'Based on a Video Game', 'Comedy', 'Fantasy', 'Magic']",TV,2008,3.72
1901,Gurren Lagann Parallel Works,8,Gainax,"['Action', 'Adventure', 'Comedy']",Music Video,2008,3.72
1902,Tengen Toppa Gurren Lagann Parallel Works,8,Gainax,"['Action', 'Adventure', 'Comedy']",Music Video,2008,3.72
1903,Robot on the Road,1,Studio Khara,"['Comedy', 'Ecchi', 'Japan Animator's Exhibition', 'Nudity', 'Robots', 'Sci Fi', 'Shorts']",Web,2015,3.72
1904,Tabi no Robo Kara,1,Studio Khara,"['Comedy', 'Ecchi', 'Japan Animator's Exhibition', 'Nudity', 'Robots', 'Sci Fi', 'Shorts']",Web,2015,3.72
1905,Nazo no Kanojo X OVA,1,Hoods Entertainment,"['Comedy', 'Romance', 'School Life']",OVA,2012,3.72
1906,Mysterious Girlfriend X OVA,1,Hoods Entertainment,"['Comedy', 'Romance', 'School Life']",OVA,2012,3.72
1907,So-Ra-No-Wo-To,12,A-1 Pictures,"['Comedy', 'Military', 'Music', 'Original Work', 'Post-apocalyptic', 'Slice of Life']",TV,2010,3.72
1908,Sound of the Sky,12,A-1 Pictures,"['Comedy', 'Military', 'Music', 'Original Work', 'Post-apocalyptic', 'Slice of Life']",TV,2010,3.72
1909,Waga Seishun no Arcadia: Mugen Kidou SSX,22,Toei Animation,"['Based on an Anime', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1982,3.72
1910,Arcadia of My Youth: Endless Orbit SSX,22,Toei Animation,"['Based on an Anime', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1982,3.72
1911,Captain Harlock SSX,22,Toei Animation,"['Based on an Anime', 'Outer Space', 'Sci Fi', 'Space Pirates']",TV,1982,3.72
1912,Shugo Chara!,51,Satelight,"['Based on a Manga', 'Comedy', 'Family Friendly', 'Fantasy', 'Magic', 'Magical Girl', 'Monster-of-the-week', 'Romance', 'Shoujo']",TV,2007,3.72
1913,Sengoku Basara,12,Production I.G,"['Action', 'Based on a Video Game', 'Feudal Japan', 'Historical', 'Samurai', 'Swordplay', 'Violence']",TV,2009,3.72
1914,Kiss x Sis,12,Feel,"['Based on a Manga', 'Comedy', 'Ecchi', 'Explicit Sex', 'Incest', 'Panty Shots']",OVA,2008,3.72
1915,Zoids New Century/Zero,26,XEBEC,"['Mecha']",TV,2001,3.72
1916,Kinnikuman,137,Toei Animation,"[]",TV,1983,3.72
1917,.hack//The Movie: Sekai no Mukou ni,1,CyberConnect2 sai,"['Action', 'MMORPG', 'Sci Fi']",Movie,2012,3.72
1918,Gunbuster Movie,1,Gainax,"['Mecha', 'Outer Space', 'Sci Fi']",Movie,2006,3.72
1919,Top wo Nerae! Gekijouban,1,Gainax,"['Mecha', 'Outer Space', 'Sci Fi']",Movie,2006,3.72
1920,Mobile Suit Gundam II: Soldiers of Sorrow,1,Sunrise,"['Futuristic', 'Mecha', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'War']",Movie,1981,3.72
1921,Lupin III Special 23: Blood Seal - The Eternal Mermaid,1,Telecom Animation Film,"['Action', 'Thieves']",TV Special,2011,3.77
1922,Detective Conan OVA 2: 16 Suspects,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2002,3.77
1923,Meitantei Conan: 16 Nin no Yougisha,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2002,3.77
1924,You're Under Arrest! The Movie,1,Studio Deen,"['Action', 'Police']",Movie,1999,3.77
1925,Taiho Shichauzo! The Movie,1,Studio Deen,"['Action', 'Police']",Movie,1999,3.77
1926,Gekijouban Inazuma Eleven GO vs Danball Senki W,1,OLM,"['Shounen', 'Sports']",Movie,2012,3.77
1927,Inazuma Eleven Go vs Danball Senki W Movie,1,OLM,"['Shounen', 'Sports']",Movie,2012,3.77
1928,Space Adventure Cobra,31,TMS Entertainment,"['Action', 'Adventure', 'Aliens', 'Based on a Manga', 'Ecchi', 'Sci Fi', 'Space Pirates']",TV,1982,3.77
1929,EGOIST: All Alone With You,1,,"[]",Music Video,2013,3.77
1930,All Alone With You,1,,"[]",Music Video,2013,3.77
1931,One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy,1,Toei Animation,"['Action', 'Comedy', 'Feudal Japan']",TV Special,2003,3.77
1932,Toshokan Sensou: Situation Love Handicap,1,Production I.G,"[]",DVD Special,2008,3.77
1933,Shikabane Hime: Aka,13,Gainax,"['Based on a Manga', 'Episodic', 'Monsters', 'Supernatural', 'Superpowers']",TV,2008,3.77
1934,Corpse Princess,13,Gainax,"['Based on a Manga', 'Episodic', 'Monsters', 'Supernatural', 'Superpowers']",TV,2008,3.77
1935,Druaga no To: the Aegis of Uruk,12,GONZO,"['Based on a Video Game', 'Comedy', 'Fantasy', 'Parody', 'RPG']",TV,2008,3.77
1936,Tower of Druaga: the Aegis of Uruk,12,GONZO,"['Based on a Video Game', 'Comedy', 'Fantasy', 'Parody', 'RPG']",TV,2008,3.77
1937,Hell Girl,26,Studio Deen,"['Animal Abuse', 'Bullying', 'Emotional Abuse', 'Episodic', 'Horror', 'Original Work', 'Supernatural']",TV,2005,3.77
1938,Jigoku Shoujo,26,Studio Deen,"['Animal Abuse', 'Bullying', 'Emotional Abuse', 'Episodic', 'Horror', 'Original Work', 'Supernatural']",TV,2005,3.77
1939,Ookiku Furikabutte: Natsu no Taikai-hen Special,1,A-1 Pictures,"['Baseball', 'Sports']",DVD Special,2010,3.77
1940,Lupin III: Dead or Alive,1,TMS Entertainment,"['Action', 'Comedy', 'Thieves']",Movie,1996,3.77
1941,Heartcatch Pretty Cure! Hana no Miyako de Fashion Show desu ka!?,1,Toei Animation,"['Europe', 'Magic', 'Magical Girl', 'Shoujo', 'Supernatural']",Movie,2010,3.77
1942,Amagi Brilliant Park Special,1,Kyoto Animation,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic']",DVD Special,2015,3.77
1943,Cardcaptor Sakura: The Movie,1,MADHOUSE,"['Family Friendly', 'Fantasy', 'Magic', 'Magical Girl', 'Shoujo']",Movie,1999,3.77
1944,Vampire Knight,13,Studio Deen,"['Based on a Manga', 'Drama', 'Romance', 'Shoujo', 'Supernatural', 'Vampires']",TV,2008,3.77
1945,Dragon Ball Z Movie 12: Fusion Reborn,1,,"['Action', 'Shounen']",Movie,1995,3.77
1946,Kidou Senshi Gundam SEED Destiny Final Plus: The Chosen Future,1,Sunrise,"[]",TV Special,2005,3.77
1947,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,1,Sunrise,"[]",TV Special,2005,3.77
1948,Gundam SEED Destiny Final Plus: The Chosen Future,1,Sunrise,"[]",TV Special,2005,3.77
1949,Maison Ikkoku: Kanketsuhen,1,Kitty Films,"[]",Movie,1988,3.77
1950,Yozakura Quartet: Hoshi no Umi,3,Tatsunoko Pro.,"[]",OVA,2010,3.77
1951,Ginmaku Hetalia: Axis Powers - Paint it White (Shiroku Nure!),1,Studio Deen,"['Aliens', 'Based on a Manga', 'Comedy', 'Historical', 'Parody', 'Political']",Movie,2010,3.77
1952,Black Cat,23,GONZO,"['Action', 'Assassins', 'Based on a Manga']",TV,2005,3.77
1953,Chou Gekijouban Keroro Gunso 2: Shinkai no Princess de Arimasu!,1,,"['Aliens', 'Comedy']",Movie,2007,3.77
1954,Keroro Gunsou Movie 2,1,,"['Aliens', 'Comedy']",Movie,2007,3.77
1955,Please Teacher: Secret Couple,1,Daume,"['Aliens', 'Ecchi', 'Romance']",OVA,2002,3.76
1956,Onegai Teacher: Secret Couple,1,Daume,"['Aliens', 'Ecchi', 'Romance']",OVA,2002,3.76
1957,GJ-bu,12,Dogakobo,"['Comedy', 'School Club', 'School Life', 'Slice of Life']",TV,2013,3.76
1958,GJ Club,12,Dogakobo,"['Comedy', 'School Club', 'School Life', 'Slice of Life']",TV,2013,3.76
1959,Chou Gekijouban Keroro Gunsou 5: Kyuukyoku Keroro Kiseki no Jikuu-jima de arimasu!!,1,Sunrise,"['Action', 'Aliens', 'Comedy']",Movie,2010,3.76
1960,Keroro Gunsou Movie 5,1,Sunrise,"['Action', 'Aliens', 'Comedy']",Movie,2010,3.76
1961,Kodomo no Jikan: Ni Gakki Kuro-chan to Shiro-chan,1,Studio Barcelona,"[]",OVA,2009,3.76
1962,Gekijouban Date a Live: Mayuri Judgement,1,Production IMS,"['Harem', 'Romance', 'Sci Fi']",Movie,2015,3.76
1963,Date a Live Movie: Mayuri Judgement,1,Production IMS,"['Harem', 'Romance', 'Sci Fi']",Movie,2015,3.76
1964,Gunslinger Girl,13,MADHOUSE,"['Action', 'Assassins', 'Based on a Manga', 'Cyborgs', 'Europe', 'Gunfights']",TV,2003,3.76
1965,Shigofumi Special,1,J.C.Staff,"[]",DVD Special,2008,3.76
1966,Rosario to Vampire Capu2,13,GONZO,"['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Monsters', 'Panty Shots', 'Supernatural', 'Vampires']",TV,2008,3.76
1967,CB Chara Go Nagai World,3,Dynamic Planning,"['Comedy', 'Crossover', 'Demons', 'Mecha', 'Parody', 'Sci Fi']",OVA,1991,3.76
1968,Detective Conan OVA 3: Conan and Heiji and the Vanished Boy,1,TMS Entertainment,"['Detectives', 'Mystery']",OVA,2003,3.76
1969,House of Five Leaves,12,Manglobe,"['Based on a Manga', 'Drama', 'Feudal Japan', 'Historical', 'noitaminA', 'Samurai', 'Slice of Life', 'Swordplay', 'Thieves']",TV,2010,4.04
1970,Dareka no Manazashi,1,CoMix Wave Inc.,"['Drama', 'Shorts']",Movie,2013,4.04
1971,Strawberry Marshmallow,12,Doumu,"['Based on a Manga', 'Comedy', 'Family Friendly', 'Moe', 'Slice of Life']",TV,2005,4.04
1972,Ichigo Mashimaro,12,Doumu,"['Based on a Manga', 'Comedy', 'Family Friendly', 'Moe', 'Slice of Life']",TV,2005,4.04
1973,Kamisama no Memo-chou,12,J.C.Staff,"['Based on a Light Novel', 'Detectives', 'Mystery']",TV,2011,4.04
1974,Heaven's Memo Pad,12,J.C.Staff,"['Based on a Light Novel', 'Detectives', 'Mystery']",TV,2011,4.04
1975,City Hunter 2,63,Sunrise,"[]",TV,1988,4.04
1976,Rozen Maiden: Traumend,12,Nomad,"['Fantasy']",TV,2005,4.04
1977,Yumeiro Ptissire SP Professional,13,Studio Pierrot,"['Based on a Manga', 'Culinary School', 'Family Friendly', 'Fantasy', 'Food', 'Shoujo']",TV,2010,4.04
1978,Sengoku Basara Two,12,Production I.G,"['Action', 'Based on a Video Game', 'Feudal Japan', 'Historical', 'Samurai', 'Swordplay', 'Violence']",TV,2010,4.04
1979,Oda Nobuna no Yabou,12,Studio Gokumi,"['Action', 'Based on a Light Novel', 'Feudal Japan', 'Historical', 'Person in a Strange World', 'Time Travel', 'War']",TV,2012,4.04
1980,The Ambition of Oda Nobuna,12,Studio Gokumi,"['Action', 'Based on a Light Novel', 'Feudal Japan', 'Historical', 'Person in a Strange World', 'Time Travel', 'War']",TV,2012,4.04
1981,Minami-ke Betsubara,1,asread,"['Comedy', 'Slice of Life']",OVA,2009,4.04
1982,Moonlight Mile 2nd Season - Touch Down,14,,"['Astronauts', 'Based on a Manga', 'Drama', 'Outer Space', 'Sci Fi']",TV,2007,4.04
1983,Love Chunibyo & Other Delusions - Heart Throb -,12,Kyoto Animation,"['Based on a Light Novel', 'Comedy', 'Drama', 'Romance', 'School Life']",TV,2014,4.04
1984,Chuunibyou Demo Koi ga Shitai! Ren,12,Kyoto Animation,"['Based on a Light Novel', 'Comedy', 'Drama', 'Romance', 'School Life']",TV,2014,4.04
1985,Death Note Rewrite 1: The Visualizing God,1,MADHOUSE,"['Psychological', 'Shinigami', 'Supernatural']",TV Special,2007,4.04
1986,Tsubasa Chronicle 2nd Series,26,BEE TRAIN,"['Adventure', 'Based on a Manga', 'Fantasy', 'Romance']",TV,2006,4.04
1987,Tales of Symphonia: Tethe'alla-hen,4,ufotable,"['Action', 'Adventure', 'Based on a Video Game', 'Fantasy', 'Magic', 'Swordplay']",OVA,2010,4.04
1988,Magic Kaito 1412,24,A-1 Pictures,"['Mystery', 'Thieves']",TV,2014,4.04
1989,Captain Harlock (2013),1,Toei Animation,"['Based on a Manga', 'Sci Fi']",Movie,2013,4.04
1990,Hanbun no Tsuki ga Noboru Sora,6,Group TAC,"['Drama', 'Romance']",TV,2006,4.04
1991,Looking Up At the Half-Moon,6,Group TAC,"['Drama', 'Romance']",TV,2006,4.04
1992,Ergo Proxy,23,Manglobe,"['Androids', 'Cyberpunk', 'Dystopia', 'Futuristic', 'Original Work', 'Post-apocalyptic', 'Sci Fi', 'Superpowers']",TV,2006,4.03
1993,Getter Robo Armageddon,13,J.C.Staff,"['Mecha']",OVA,2004,4.03
1994,Getter Robo: Armageddon,13,J.C.Staff,"['Mecha']",OVA,2004,4.03
1995,Shin Getter Robo: Sekai Saigo no Hi,13,J.C.Staff,"['Mecha']",OVA,2004,4.03
1996,Master Keaton,24,MADHOUSE,"['Adventure', 'Based on a Manga', 'Detectives', 'Episodic', 'Europe', 'Seinen', 'Work Life']",TV,1998,4.03
1997,Btooom!,12,MADHOUSE,"['Explicit Violence', 'High Stakes Games', 'Mature Themes', 'Play or Die', 'Survival']",TV,2012,4.03
1998,Soredemo Sekai wa Utsukushii,12,Studio Pierrot,"['Based on a Manga', 'Fantasy', 'Romance', 'Shoujo']",TV,2014,4.03
1999,The World is Still Beautiful,12,Studio Pierrot,"['Based on a Manga', 'Fantasy', 'Romance', 'Shoujo']",TV,2014,4.03
