ID,Title,Episodes,Producers,Genres,Type,Year,Rating
1433,Kannagi,13,"['Aniplex', 'A-1 Pictures', 'Bandai Entertainment', 'Ordet', 'Sony Music Entertainment']","['Comedy', 'School', 'Shounen', 'Supernatural']", TV,2008,7.48
1434,Plastic Neesan,12,"['TYO Animations', 'Good Smile Company']","['Comedy', 'Ecchi']", ONA,2011,7.48
1435,Myself ; Yourself,13,"['Doga Kobo', 'Maiden Japan', 'Pony Canyon Enterprises', 'Happinet Pictures']","['Drama', 'Romance', 'School']", TV,2007,7.48
1436,Shin Chou Kyou Ryo: Condor Hero III,26,"['Nippon Animation', 'Jade Animation']","['Action', 'Adventure', 'Drama', 'Historical', 'Romance']", TV,2008,7.48
1437,Tari Tari,13,"['Bandai Visual', 'Dentsu', 'Sotsu Agency', 'Lantis', 'P.A. Works', 'Pony Canyon', 'Sentai Filmworks', 'Showgate', 'Good Smile Company']","['Music', 'School', 'Slice of Life']", TV,2012,7.48
1438,Aa! Megami-sama! (2011),3,['AIC'],"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", OVA,2011,7.47
1439,Slam Dunk (Movie),1,['Toei Animation'],"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']", Movie,1994,7.48
1440,Steamboy,1,"['Studio 4C', 'Sunrise']","['Action', 'Adventure', 'Drama', 'Historical', 'Military', 'Sci-Fi']", Movie,2004,7.48
1441,Re:Hamatora,12,"['TV Tokyo', 'DAX Production', 'Sentai Filmworks', 'Lerche', 'NAZ', 'DIVE II Entertainment']","['Comedy', 'Mystery', 'Shounen', 'Super Power']", TV,2014,7.48
1442,Rozen Maiden (2013),13,"['Studio Deen', 'TBS', 'Sentai Filmworks']","['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']", TV,2013,7.48
1443,Sekirei,12,"['Aniplex', 'Seven Arcs', 'FUNimation Entertainment', 'Movic']","['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']", TV,2008,7.48
1444,Dragon Ball: Episode of Bardock,1,['Toei Animation'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Sci-Fi', 'Shounen', 'Super Power']", Special,2011,7.47
1445,Damekko Doubutsu,26,"['Kids Station', 'Magic Bus']",['Comedy'], TV,2005,7.47
1446,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,13,"['Geneon Universal Entertainment', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Lerche', 'Showgate']","['Action', 'Horror', 'Mystery', 'Psychological']", TV,2013,7.47
1447,Doraemon Movie 05: Nobita no Makai Daibouken,1,['add some'],['Fantasy'], Movie,1984,7.48
1448,Ginga Kikoutai Majestic Prince,24,"['Doga Kobo', 'Sentai Filmworks', 'Orange', 'TOHO animation']","['Action', 'Mecha', 'School', 'Sci-Fi', 'Seinen', 'Space']", TV,2013,7.47
1449,Grappler Baki: Saidai Tournament-hen,24,"['Group TAC', 'FUNimation Entertainment']","['Action', 'Martial Arts', 'Shounen', 'Sports']", TV,2001,7.47
1450,Patapata Hikousen no Bouken,26,['Telecom Animation Film'],"['Adventure', 'Sci-Fi']", TV,2002,7.52
1451,Black Jack Specials,4,['Tezuka Productions'],['Drama'], Special,2003,7.47
1452,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,1,['add some'],"['Drama', 'Mecha', 'Military', 'Sci-Fi']", OVA,1988,7.52
1453,Snow Halation,1,"['Sunrise', 'Lantis']",['Music'], Music,2010,7.52
1454,Shin Chou Kyou Ryo: Condor Hero,26,"['Nippon Animation', 'Jade Animation']","['Adventure', 'Drama', 'Historical', 'Romance']", TV,2001,7.52
1455,Shakugan no Shana S,4,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment', 'ASCII Media Works', 'Showgate']","['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural']", OVA,2009,7.52
1456,Prince of Tennis: Pairpuri,8,"['Production I.G', 'NAS']","['Comedy', 'Drama', 'Shounen', 'Sports']", Special,2010,7.52
1457,Rakudai Kishi no Cavalry,12,"['Silver Link', 'Sentai Filmworks', 'flying DOG', 'Nexus']","['Action', 'Fantasy', 'Romance', 'School']", TV,2015,7.51
1458,Tales of the Abyss,26,"['Sunrise', 'Bandai Visual', 'FUNimation Entertainment', 'Animax', 'Bandai Entertainment', 'Atelier Musa']","['Adventure', 'Drama', 'Fantasy']", TV,2008,7.52
1459,Seitokai no Ichizon Lv.2,10,"['AIC', 'Sentai Filmworks']","['Comedy', 'Harem', 'Parody', 'School']", ONA,2012,7.52
1460,Detective Conan OVA 11: A Secret Order from London,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", OVA,2011,7.51
1461,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,1,"['Satelight', 'Dentsu', 'A-1 Pictures', 'FUNimation Entertainment']","['Fantasy', 'Magic', 'Shounen']", Special,2013,7.51
1462,Tenshi no Tamago,1,"['Studio Gallop', 'Studio Deen', 'Studio Hibari', 'Tokuma Shoten']","['Dementia', 'Drama', 'Fantasy']", OVA,1985,7.52
1463,Black Bullet,13,"['Geneon Universal Entertainment', 'AT-X', 'Kinema Citrus', 'Sentai Filmworks', 'Showgate', 'Orange', 'NBCUniversal Entertainment']","['Action', 'Mystery', 'Sci-Fi', 'Seinen']", TV,2014,7.51
1464,Akazukin Chacha,74,"['Studio Gallop', 'NAS']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']", TV,1994,7.51
1465,Doraemon,26,['Tokyo Movie Shinsha'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", TV,1973,7.51
1466,Futatsu no Spica,20,['Group TAC'],"['Drama', 'School', 'Sci-Fi', 'Supernatural']", TV,2003,7.51
1467,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,1,['Oriental Light and Magic'],"['Shounen', 'Sports', 'Super Power']", Movie,2010,7.51
1468,Marmalade Boy Movie,1,['TOKYOPOP'],"['Romance', 'Shoujo']", Movie,1995,7.51
1469,Kiss x Sis,12,['Feel'],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Seinen']", OVA,2008,7.51
1470,Mai-Otome 0: S.ifr,3,"['Sunrise', 'FUNimation Entertainment', 'Bandai Entertainment']",['Sci-Fi'], OVA,2008,7.51
1471,Mazinger Z,92,"['Toei Animation', 'Discotek', 'Dynamic Planning']","['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1972,7.51
1472,JoJo no Kimyou na Bouken: Phantom Blood,1,"['APPP', 'Bandai']","['Action', 'Adventure', 'Horror', 'Shounen', 'Vampire']", Movie,2007,7.51
1473,Karakuri Zoushi Ayatsuri Sakon,26,"['WOWOW', 'TMS Entertainment']","['Horror', 'Mystery', 'Thriller']", TV,1999,7.51
1474,Lupin III: Walther P-38,1,"['VAP', 'Tokyo Movie Shinsha', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']", Special,1997,7.51
1475,Meitantei Holmes,26,"['Geneon Universal Entertainment', 'Studio Gallop', 'TMS Entertainment', 'Discotek', 'Studio Take Off']","['Adventure', 'Comedy', 'Mystery']", TV,1984,7.51
1476,Shigofumi Special,1,"['J.C.Staff', 'Bandai Visual', 'Genco', 'Sentai Filmworks']","['Drama', 'Fantasy', 'Psychological', 'Thriller']", Special,2008,7.51
1477,Ranma : Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,1,"['Studio Deen', 'Viz Media', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Martial Arts', 'Shounen', 'Supernatural']", Movie,1994,7.51
1478,Ristorante Paradiso,11,"['Fuji TV', 'Right Stuf', 'David Production', 'Fuji Pacific Music Publishing']","['Drama', 'Josei', 'Romance', 'Slice of Life']", TV,2009,7.51
1479,Shin Getter Robo,13,"['Brains Base', 'Bee Media', 'Dynamic Planning']","['Action', 'Adventure', 'Demons', 'Horror', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,2004,7.51
1480,One Piece: Mamore! Saigo no Dai Butai,1,['Toei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Shounen']", Special,2003,7.51
1481,Neon Genesis Evangelion: Death & Rebirth,1,"['Gainax', 'Production I.G', 'Movic', 'Sega', 'TV Tokyo Music']","['Drama', 'Mecha', 'Psychological', 'Sci-Fi']", Movie,1997,7.51
1482,Ookami Shoujo to Kuro Ouji,12,"['VAP', 'Yomiuri Telecasting Corporation', 'TYO Animations', 'Sentai Filmworks', 'Nippon Television Network Corporation']","['Comedy', 'Romance', 'School', 'Shoujo']", TV,2014,7.51
1483,Selector Spread WIXOSS,12,"['J.C.Staff', 'FUNimation Entertainment', 'Warner Bros.']","['Game', 'Psychological']", TV,2014,7.51
1484,Soukyuu no Fafner: Right of Left,1,"['Production I.G', 'Xebec', 'Starchild Records']","['Drama', 'Mecha', 'Military', 'Sci-Fi']", Special,2005,7.51
1485,Yowamushi Pedal: Special Ride,1,"['TMS Entertainment', 'TOHO animation']","['Comedy', 'Drama', 'Shounen', 'Sports']", OVA,2013,7.51
1486,Tibet Inu Monogatari,1,['Madhouse'],['Adventure'], Movie,2011,7.51
1487,Tamayura: More Aggressive,12,['TYO Animations'],"['Comedy', 'Drama', 'Slice of Life']", TV,2013,7.51
1488,Uchuu no Stellvia,26,"['Xebec', 'TV Tokyo Music']","['Action', 'Romance', 'Sci-Fi', 'Space']", TV,2003,7.51
1489,Shinrei Tantei Yakumo,13,"['Bee Train', 'NHK', 'Sogo Vision', 'NHK-BS2', 'Sentai Filmworks']","['Horror', 'Mystery', 'Shoujo', 'Supernatural']", TV,2010,7.51
1490,Vampire Knight,13,"['TV Tokyo', 'Aniplex', 'Studio Deen', 'Viz Media', 'NAS']","['Drama', 'Mystery', 'Romance', 'Shoujo', 'Supernatural', 'Vampire']", TV,2008,7.51
1491,Zettai Karen Children,51,"['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan Productions', 'SynergySP', 'Half H.P Studio', 'Sentai Filmworks']","['Action', 'Comedy', 'Shounen', 'Supernatural']", TV,2008,7.51
1492,Dragon Ball Super,  Unknown,"['Toei Animation', 'Yomiko Advertising', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']", TV,2015,7.5
1493,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,1,"['Shogakukan Productions', 'Tokyo Movie Shinsha', 'Toho Company']","['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", OVA,2011,7.5
1494,Cardcaptor Sakura: Leave It to Kero-chan,1,"['Kodansha', 'Shelty', 'NHK Enterprises']",['Comedy'], Movie,2000,7.5
1495,Bobobo-bo Bo-bobo,76,"['Toei Animation', 'Avex Entertainment', 'Dentsu', 'TV Asahi', 'Viz Media']","['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']", TV,2003,7.51
1496,Dodge Danpei,47,"['TV Tokyo', 'Shogakukan Productions', 'Animation 21']","['Comedy', 'Sports']", TV,1991,7.5
1497,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,1,"['Studio Pierrot', 'ADV Films', 'Sentai Filmworks']","['Adventure', 'Shounen', 'Supernatural']", Movie,2001,7.5
1498,Appleseed Saga Ex Machina,1,"['ADV Films', 'Sega', 'Warner Bros.', 'Digital Frontier']","['Action', 'Mecha', 'Military', 'Sci-Fi']", Movie,2007,7.5
1499,C: The Money of Soul and Possibility Control,11,"['FUNimation Entertainment', 'Tatsunoko Productions', 'Fuji TV', 'Jumondo', 'Sony Music Entertainment', 'Fuji Pacific Music Publishing']","['Action', 'Mystery', 'Super Power', 'Thriller']", TV,2011,7.5
1500,Tenchi Muyou! in Love,1,"['Geneon Universal Entertainment', 'AIC', 'Pioneer LDC', 'GAGA Communications']","['Action', 'Comedy', 'Romance', 'School', 'Sci-Fi', 'Shounen', 'Space']", Movie,1996,7.54
1501,Wangan Midnight,26,"['OB Planning', 'A.C.G.T.']","['Action', 'Cars', 'Seinen', 'Sports']", TV,2007,7.54
1502,Time Travel Tondekeman!,39,"['Tatsunoko Productions', 'Asahi Production']","['Action', 'Adventure', 'Comedy', 'Kids']", TV,1989,7.54
1503,Air in Summer,2,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment', 'Pony Canyon']","['Comedy', 'Drama', 'Historical', 'Romance', 'Supernatural']", Special,2005,7.53
1504,Yomigaeru Sora: Rescue Wings,12,"['J.C.Staff', 'Bandai Visual', 'Lantis']","['Drama', 'Military', 'Seinen']", TV,2006,7.54
1505,Whistle!,39,"['Studio Comet', 'Studio Jack']","['School', 'Shounen', 'Sports']", TV,2002,7.54
1506,Asura Cryin' 2,13,"['TV Tokyo', 'Seven Arcs', 'Starchild Records', 'Raku High Student Council']","['Action', 'Mecha', 'Supernatural']", TV,2009,7.53
1507,Hatsukoi Limited,12,"['J.C.Staff', 'Sentai Filmworks', 'Hatsukoi Limited Production Committee']","['Comedy', 'Romance', 'School', 'Shounen']", TV,2009,7.5
1508,Cinderella Monogatari,26,['Tatsunoko Productions'],"['Adventure', 'Fantasy', 'Kids', 'Romance']", TV,1996,7.53
1509,City Hunter: Bay City Wars,1,['Sunrise'],"['Action', 'Comedy', 'Mystery', 'Shounen']", Movie,1990,7.53
1510,D-Frag! OVA,1,"['Media Factory', 'Brains Base']","['Comedy', 'Game', 'Seinen']", OVA,2014,7.53
1511,Future GPX Cyber Formula,37,"['Sunrise', 'Bandai Entertainment']","['Adventure', 'Sci-Fi', 'Shounen', 'Sports']", TV,1991,7.53
1512,Fuse: Teppou Musume no Torimonochou,1,"['TMS Entertainment', 'NIS America, Inc.', 'Asmik Ace Entertainment']","['Action', 'Drama', 'Historical', 'Supernatural']", Movie,2012,7.53
1513,Kowarekake no Orgel,1,['ElectromagneticWave'],"['Drama', 'Music', 'Sci-Fi', 'Slice of Life']", OVA,2009,7.53
1514,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,1,['J.C.Staff'],"['Comedy', 'School', 'Slice of Life']", OVA,2013,7.53
1515,Lupin III: Kutabare! Nostradamus,1,"['VAP', 'Tokyo Movie Shinsha', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Shounen']", Movie,1995,7.53
1516,Maria-sama ga Miteru,13,"['Studio Deen', 'Rondo Robe', 'Right Stuf', 'TV Tokyo Music']","['Drama', 'Romance', 'Shoujo', 'Shoujo Ai', 'Slice of Life']", TV,2004,7.53
1517,Mei to Koneko Bus,1,['Studio Ghibli'],"['Adventure', 'Fantasy']", Special,2002,7.53
1518,Magic Knight Rayearth,20,"['Tokyo Movie Shinsha', 'Media Blasters', 'Discotek']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']", TV,1994,7.53
1519,Moonlight Mile 2nd Season: Touch Down,14,['Studio Hibari'],"['Adventure', 'Drama', 'Sci-Fi', 'Space']", TV,2007,7.53
1520,Nisekoi:,12,"['Aniplex', 'Shaft', 'Aniplex of America']","['Comedy', 'Harem', 'Romance', 'School', 'Shounen']", TV,2015,7.53
1521,Otona Joshi no Anime Time,4,"['Bones', 'NHK', 'Production Reed', 'The Answer Studio', 'Wao World']","['Drama', 'Josei', 'Slice of Life']", Special,2011,7.53
1522,Pandora Hearts Specials,9,"['Xebec', 'Square Enix', 'flying DOG']",['Comedy'], Special,2009,7.53
1523,Tenchi Muyou! Omatsuri Zenjitsu no Yoru!,1,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Comedy', 'Harem', 'Romance', 'Sci-Fi', 'Shounen']", OVA,1993,7.53
1524,Taiho Shichau zo,4,"['Studio Deen', 'TBS', 'Kodansha', 'Animeigo']","['Action', 'Comedy', 'Police', 'Seinen']", OVA,1994,7.53
1525,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,1,['Shaft'],"['Comedy', 'Parody', 'School']", Special,2008,7.53
1526,Ao no Exorcist Movie Special,1,['add some'],"['Comedy', 'Parody']", Special,2012,7.52
1527,Taiho Shichau zo: Second Season,26,"['Studio Deen', 'Kodansha', 'Sentai Filmworks']","['Action', 'Comedy', 'Police', 'Shounen']", TV,2001,7.53
1528,Yama no Susume Second Season,24,"['8bit', 'Earth Star Entertainment', 'Tokyo MX', 'Good Smile Company']","['Adventure', 'Comedy', 'Seinen', 'Slice of Life']", TV,2014,7.53
1529,WagamamaFairy Mirumo de Pon!,172,"['Studio Hibari', 'Viz Media', 'Trinity Sound']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids', 'Magic', 'Romance', 'School', 'Shoujo']", TV,2002,7.53
1530,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),12,['Production I.G'],"['Comedy', 'Mecha', 'Sci-Fi']", TV,2007,7.52
1531,Ashita no Joe 2 (Movie),1,['Tokyo Movie Shinsha'],"['Drama', 'Sports']", Movie,1981,7.52
1532,Chou Denji Machine Voltes V,40,"['Sunrise', 'Toei Animation', 'TV Asahi']","['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1977,7.52
1533,Dogs: Bullets & Carnage,4,"['David Production', 'Atelier Musa']","['Action', 'Seinen']", OVA,2009,7.52
1534,Aoyama Goushou Tanpenshuu,7,"['TMS Entertainment', 'Kyokuichi Tokyo Movie Shinsha']","['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']", Special,1999,7.52
1535,Carnival Phantasm: HibiChika Special,1,"['Lerche', 'Notes']","['Comedy', 'Supernatural']", Special,2012,7.52
1536,Gatchaman Crowds,12,"['VAP', 'Tatsunoko Productions', 'DAX Production', 'Sentai Filmworks', 'Nippon Television Network Corporation']","['Adventure', 'Sci-Fi']", TV,2013,7.52
1537,Future GPX Cyber Formula 11,6,['Sunrise'],"['Drama', 'Sci-Fi', 'Shounen', 'Sports']", OVA,1992,7.52
1538,Joshiraku OVA,1,['J.C.Staff'],"['Comedy', 'Slice of Life']", OVA,2013,7.52
1539,High School DxD OVA,2,"['Genco', 'Lantis', 'TNK', 'AT-X']","['Comedy', 'Demons', 'Ecchi', 'Romance', 'School']", OVA,2012,7.52
1540,Hadashi no Gen 2,1,"['Madhouse', 'GEN Productions']","['Drama', 'Historical', 'Shounen']", Movie,1986,7.52
1541,Ginban Kaleidoscope,12,"['Aniplex', 'Karaku']","['Drama', 'Romance', 'Sports']", TV,2005,7.52
1542,Kimikiss Pure Rouge,24,"['J.C.Staff', 'Bandai Visual', 'Lantis', 'Sentai Filmworks']","['Drama', 'Romance', 'School']", TV,2007,7.52
1543,Kamikaze Kaitou Jeanne,44,['Toei Animation'],"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']", TV,1999,7.52
1544,Kaze no Shoujo Emily,26,"['TMS Entertainment', 'NHK', 'NHK Enterprises']","['Drama', 'Historical']", TV,2007,7.52
1545,Hakushaku to Yousei,12,"['Artland', 'Discotek']","['Adventure', 'Fantasy', 'Historical', 'Magic']", TV,2008,7.52
1546,Owari no Seraph: Owaranai Seraph,  Unknown,"['Arms', 'Wit Studio']","['Drama', 'Shounen', 'Supernatural', 'Vampire']", Special,2015,7.52
1547,Nanatsu no Umi no Tico,39,['Nippon Animation'],"['Adventure', 'Slice of Life']", TV,1994,7.52
1548,Nekojiru-sou,1,['J.C.Staff'],"['Comedy', 'Dementia', 'Psychological']", OVA,2001,7.52
1549,Maison Ikkoku: Kanketsu-hen,1,['Kitty Films'],"['Comedy', 'Drama', 'Romance']", Movie,1988,7.52
1550,Mobile Suit Gundam 0083: Stardust Memory,13,"['Sunrise', 'Bandai Visual', 'Bandai Entertainment']","['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']", OVA,1991,7.52
1551,Higurashi no Naku Koro ni Kai Specials,24,"['Geneon Universal Entertainment', 'Studio Deen']","['Comedy', 'Parody']", Special,2007,7.5
1552,Ikoku Meiro no Croise,12,"['Satelight', 'Sentai Filmworks', 'Sony Music Communications', 'Bushiroad Inc.']","['Historical', 'Seinen', 'Slice of Life']", TV,2011,7.5
1553,Inazuma Eleven Go: Chrono Stone,51,['Oriental Light and Magic'],"['Shounen', 'Sports', 'Super Power']", TV,2012,7.5
1554,"One More Time, One More Chance",1,['CoMix Wave Films'],"['Drama', 'Music', 'Romance', 'Slice of Life']", Music,2007,7.5
1555,Midori no Hibi,13,"['Studio Pierrot', 'Bandai Visual', 'Lantis', 'Media Blasters', 'NYAV Post']","['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']", TV,2004,7.5
1556,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",1,"['Diomedea', 'DAX Production', 'Sentai Filmworks', 'Studio Jack']","['Comedy', 'Romance', 'School']", OVA,2014,7.5
1557,Kurau Phantom Memory,24,"['Bones', 'ADV Films', 'FUNimation Entertainment', 'Media Factory']","['Action', 'Drama', 'Sci-Fi', 'Space', 'Super Power']", TV,2004,7.5
1558,Oban Star-Racers,26,"['Hal Film Maker', 'Sav! The World Productions']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,2006,7.5
1559,Mobile Suit Gundam I,1,"['Sunrise', 'Bandai Entertainment']","['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']", Movie,1981,7.5
1560,Nerima Daikon Brothers,12,"['Aniplex', 'ADV Films', 'Studio Hibari', 'FUNimation Entertainment']","['Comedy', 'Music']", TV,2006,7.5
1561,One Piece: Karakurijou no Mecha Kyohei,1,"['Toei Animation', 'Fuji Pacific Music Publishing']","['Adventure', 'Comedy', 'Fantasy', 'Shounen']", Movie,2006,7.5
1562,Prince of Tennis: A Day on Survival Mountain,1,['Production I.G'],"['Adventure', 'Comedy', 'Shounen', 'Sports']", OVA,2003,7.5
1563,Rurouni Kenshin: Special Techniques,1,"['Studio Gallop', 'Studio Deen']","['Action', 'Comedy', 'Samurai']", Special,1997,7.5
1564,Saki Zenkoku-hen,13,"['TV Tokyo', 'Square Enix', 'Lantis', 'Pony Canyon', 'Studio Gokumi', 'Saki Zenkoku-hen Production Committee']","['Game', 'School', 'Slice of Life']", TV,2014,7.5
1565,Rec,9,"['Shaft', 'TBS']","['Comedy', 'Drama', 'Romance']", TV,2006,7.5
1566,Strike the Blood,24,"['Movic', 'AT-X', 'Silver Link', 'Warner Bros.', 'The Klock Worx', 'Discotek', 'ASCII Media Works', 'Connect']","['Action', 'Ecchi', 'Fantasy', 'School', 'Shounen', 'Supernatural', 'Vampire']", TV,2013,7.5
1567,Strike Witches: Operation Victory Arrow,3,"['Silver Link', '501st JOINT FIGHTER WING']","['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']", OVA,2014,7.5
1568,Soredemo Machi wa Mawatteiru,12,"['Shaft', 'Diomedea', 'Doga Kobo', 'Pony Canyon', 'TBS', 'Movic', 'Magic Bus', 'Studio Pastoral', 'Sentai Filmworks', 'flying DOG', 'Memory-Tech']","['Comedy', 'Slice of Life']", TV,2010,7.5
1569,Sakigake!! Otokojuku,34,"['Toei Animation', 'Lantis']","['Action', 'Comedy', 'Shounen']", TV,1988,7.5
1570,Chibi Maruko-chan Movie,1,['add some'],"['Comedy', 'School', 'Shoujo']", Movie,1990,7.49
1571,Uta noPrince-sama Maji Love 2000%: Shining Star Xmas,1,"['A-1 Pictures', 'Showgate']","['Comedy', 'Harem', 'Music', 'Romance', 'School', 'Shoujo']", Special,2013,7.5
1572,YuuYuuHakusho: Eizou Hakusho II,4,"['Studio Pierrot', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Shounen', 'Supernatural']", OVA,1995,7.5
1573,Ai no Wakakusa Monogatari,48,"['Nippon Animation', 'Saban Entertainment']","['Drama', 'Historical', 'Slice of Life']", TV,1987,7.49
1574,Zegapain,26,"['Sunrise', 'TV Tokyo', 'Dentsu', 'Bandai Entertainment', 'Sentai Filmworks', 'Atelier Musa']","['Action', 'Mecha', 'Romance', 'Sci-Fi']", TV,2006,7.5
1575,Aa! Megami-sama! (TV),24,"['Bandai Visual', 'AIC', 'TBS', 'Media Blasters', 'NYAV Post']","['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']", TV,2005,7.49
1576,Bamboo Blade,26,"['Square Enix', 'AIC A.S.T.A.', 'FUNimation Entertainment', 'd-rights', 'Studio Tulip', 'The Klock Worx', 'flying DOG']","['Comedy', 'School', 'Sports']", TV,2007,7.49
1577,Winter Sonata,26,"['JM animation', 'KeyEast']","['Drama', 'Romance']", TV,2009,7.5
1578,Hanamaru Youchien,12,"['Gainax', 'Starchild Records', 'Omnibus Japan', 'TV Tokyo Music']","['Comedy', 'Slice of Life']", TV,2010,7.49
1579,Doraemon Movie 28: Nobita to Midori no Kyojin Den,1,"['TV Asahi', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Movie,2008,7.49
1580,Gokusen,13,"['Madhouse', 'VAP', 'Media Blasters', 'NYAV Post', 'Studio Jack']","['Comedy', 'Drama', 'Josei', 'School', 'Slice of Life']", TV,2004,7.49
1581,Detroit Metal City: Birth of the Metal Devil,1,['Studio 4C'],"['Comedy', 'Music', 'Parody', 'Romance']", Special,2008,7.48
1582,Erementar Gerad,26,"['TV Tokyo', 'Xebec', 'Geneon Universal Entertainment', 'Sotsu Agency', 'FUNimation Entertainment', 'Victor Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Super Power']", TV,2005,7.49
1583,Cross Ange: Tenshi to Ryuu no Rondo,25,"['Sunrise', 'Starchild Records', 'Sentai Filmworks', 'Bandai Namco Live Creative']","['Action', 'Mecha', 'Sci-Fi']", TV,2014,7.49
1584,Final Fantasy VII: Last Order,1,"['Madhouse', 'Sony Pictures Entertainment', 'Square Enix']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']", OVA,2005,7.49
1585,Cuticle Tantei Inaba,12,"['Zexcs', 'Sentai Filmworks']","['Action', 'Comedy', 'Mystery', 'Shounen', 'Supernatural']", TV,2013,7.49
1586,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,1,"['Shaft', 'Studio Pastoral']","['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'School', 'Shounen']", OVA,2010,7.49
1587,Mobile Police Patlabor: Early Days,7,"['Studio Deen', 'Touhouku Shinsha', 'Central Park Media', 'Maiden Japan']","['Comedy', 'Mecha', 'Police', 'Sci-Fi']", OVA,1988,7.49
1588,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,1,"['Sunrise', 'Kadokawa Shoten', 'NAS']","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Shounen']", Movie,2007,7.49
1589,Mobile Suit Gundam Seed Special Edition,3,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']","['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']", Special,2004,7.49
1590,Needless,24,"['Madhouse', 'Avex Entertainment', 'Lantis', 'Sentai Filmworks']","['Action', 'Comedy', 'Ecchi', 'Sci-Fi', 'Super Power']", TV,2009,7.49
1591,Nagasarete Airantou,26,"['Diomedea', 'Square Enix', 'Feel']","['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance']", TV,2007,7.49
1592,Ojamajo Doremi Dokkaan!,51,['Toei Animation'],"['Comedy', 'Magic', 'Shoujo']", TV,2002,7.49
