id,title,author,numAuthors,binding,publisher,isbn,pubYear,pubMonth,pubDay,editionNum,pages,volume,lang,editionDescr,series,upc
9780151005079,Lost Legends of New Jersey,"Reiken, Frederick",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151005079,2000,8,23,,320,,ENG,,,
9780151005673,Telling,"Le Guin, Ursula K.",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151005673,2000,9,11,,272,,ENG,,,
9780151005789,Sudden Times,"Healy, Dermot",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151005789,2000,8,19,,352,,ENG,,,
9780151009145,Eudora Welty : A Biography,"Marrs, Suzanne",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151009145,2005,8,01,,672,,ENG,,,
9780151010721,"Chasing the Rodeo : On Wild Rides and Big Dreams, Broken Hearts and Broken Bones, and One Man's Search for the West","Stratton, W. K.",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151010721,2005,5,02,,336,,ENG,,,
9780151010899,Pops : A Life of Louis Armstrong,"Teachout, Terry",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151010899,2009,2,02,,496,,ENG,,,
9780151011483,Everything I'm Cracked up to Be : A Rock and Roll Fairy Tale,"Trynin, Jen",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151011483,2006,2,01,,368,,ENG,,,
9780151011636,All the King's Men,"Warren, Robert Penn",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151011636,2005,1,07,,672,,ENG,,,
9780151012893,Silence,"Perry, Thomas",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151012893,2007,7,02,,448,,ENG,,,
9780151013609,Oz Clarke's Pocket Wine Guide 2009,"Clarke, Oz",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151013609,2008,1,03,,344,,ENG,,,
9780151013975,Kaltenburg,"Beyer, Marcel",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151013975,2012,4,17,,352,,ENG,,,
9780151039685,Voice of Reason : Hanan Ashrawi and Peace in the Middle East,"Victor, Barbara",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151039685,1994,9,28,,368,,ENG,,,
9780151076659,Anthology of World Poetry,"Van Doren, Mark",1,Trade Cloth,Harcourt Trade Publishers,9780151076659,1936,1,,,1476,,ENG,,,
9780151078622,Arabian Jazz,"Abu-Jaber, Diana",1,Trade Cloth,Harcourt Trade Publishers,9780151078622,1993,6,,,374,,ENG,,,
9780151173402,Children of the Storm : Black Children and American Child Welfare,"Giovannoni, Jeanne M. Billingsley, Andrew",2,Trade Cloth,Harcourt College Publishers,9780151173402,1972,,,,"xvii, 263",,ENG,,,
9780151181353,Clear Blue Lobster-Water Country : A Trilogy,"Connellan, Leo",1,Trade Cloth,Harcourt Trade Publishers,9780151181353,1985,2,,,160,,ENG,,,
9780151212323,Computers in Battle : Will They Work?,"Chapman, Gary",1,Trade Cloth,Harcourt Trade Publishers,9780151212323,1987,1,,,,,ENG,,,
9780151253272,Development of Theatres 5,Nicoll,1,Trade Cloth,Harcourt Trade Publishers,9780151253272,1967,,,,,,ENG,,,
9780151255979,"Diary of Virginia Woolf : Volume One, 1915-1919","Woolf, Virginia",1,Trade Cloth,Harcourt College Publishers,9780151255979,1977,,,,,1,ENG,,,
9780151265701,Dream of Confucius,"Levi, Jean",1,Trade Cloth,Harcourt Trade Publishers,9780151265701,1992,0,,,,,ENG,,,
9780151283613,"Elizabeth, Captive Princess","Irwin, Margaret E.",1,Trade Cloth,Harcourt Trade Publishers,9780151283613,1948,2,,,,,ENG,,,
9780151290635,Essays on Mexican Art,"Paz Lozano, Octavio",1,Trade Cloth,Harcourt Trade Publishers,9780151290635,1993,5,,,303,,ENG,,,
9780151293872,Evening Colonnade,"Connolly, Cyril",1,Trade Cloth,Harcourt Trade Publishers,9780151293872,1975,1,,,469,,ENG,,,
9780151294541,Except for Me and Thee,"West, Jessamyn",1,Trade Cloth,Harcourt Trade Publishers,9780151294541,1969,3,,,,,ENG,,,
9780151312801,First Firefly : New Poems and Prose,"Cane, Melville",1,Trade Cloth,Harcourt Trade Publishers,9780151312801,1974,1,,,,,ENG,,,
9780151329168,Four Loves,"Lewis, C. S.",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151329168,1991,1,07,,156,,ENG,,HBJ Book Ser.,
9780151342877,"Garden, Ashes","Kis, Danilo",1,Trade Cloth,Harcourt Trade Publishers,9780151342877,1975,9,,,170,,ENG,,,
9780151368754,Greased Samba : And Other Stories,"Deck, John N.",1,Trade Cloth,Harcourt College Publishers,9780151368754,1970,,,,247,,ENG,,,
9780151372805,Group,"McCarthy, Mary",1,Trade Cloth,Harcourt Trade Publishers,9780151372805,1963,8,,,378,,ENG,,,
9780151421787,"How to Survive Education : Before, During, and after College","Gummere, Richard Mott",1,Trade Cloth,Harcourt College Publishers,9780151421787,1971,,,,"xi, 212",,ENG,,,
9780151441181,Imaginary Magnitude,"Lem, Stanislaw",1,Trade Cloth,Harcourt Trade Publishers,9780151441181,1984,9,,,176,,ENG,Reprint,Helen and Kurt Wolff Bk.,
9780151442300,Imperial Age of Venice,"Charters, David",1,Trade Cloth,Harcourt Trade Publishers,9780151442300,1971,2,,,,,ENG,,,
9780151443727,Indira Gandhi : Letters to an American Friend 1950-1984,"Wolff, Helen Wolff, Kurt",2,Trade Cloth,Harcourt Trade Publishers,9780151443727,1985,0,,,200,,ENG,,Helen and Kurt Wolff Bk.,
9780151444106,In Morocco,"Willcox, Faith Mellen",1,Trade Cloth,Harcourt College Publishers,9780151444106,1971,,,,"xiii, 295",,ENG,,,
9780151509287,"Letters of Virginia Woolf : Volume 5, 1932-1935","Woolf, Virginia",1,Trade Cloth,Harcourt Trade Publishers,9780151509287,1979,9,,,,5,ENG,,,
9780151529995,Long Feud : Selected Poems,"Untermeyer, Louis",1,Trade Cloth,Harcourt Trade Publishers,9780151529995,1962,4,,,,,ENG,,,
9780151555635,Maigret Bides His Time,"Simenon, Georges",1,Trade Cloth,Harcourt Trade Publishers,9780151555635,1985,4,,,160,,ENG,,Helen and Kurt Wolff Bk.,
9780151575572,Marvella : A Personal Journey,"Bayh, Marvella Kotz, Mary L.",2,Trade Cloth,Harcourt Trade Publishers,9780151575572,1979,0,,,"ix, 309 p., [",,ENG,,,
9780151628629,Mrs. Dalloway,"Woolf, Virginia",1,Trade Cloth,Harcourt Trade Publishers,9780151628629,1990,6,,,212,,ENG,,HBJ Modern Classic Ser.,
9780151700721,More Opposites,"Wilbur, Richard",1,Trade Cloth,Harcourt Trade Publishers,9780151700721,1991,0,,,48,,ENG,,,
9780151717309,A. Philip Randolph,"Anderson, Jervis",1,Trade Cloth,Harcourt Trade Publishers,9780151717309,1973,3,,,,,ENG,,,
9780151766611,I Remember Mama : A Play in Two Acts,"Van Druten, John",1,Trade Cloth,Harcourt Trade Publishers,9780151766611,1945,5,,,177,,ENG,,,
9780151881109,Teaching an Infant to Swim,"Newman, Virginia H.",1,Trade Cloth,Harcourt Trade Publishers,9780151881109,1967,5,,,,,ENG,,,
9780151890507,Philosophy of Andy Warhol : From A to B and Back Again,"Warhol, Andy",1,Trade Cloth,Harcourt Trade Publishers,9780151890507,1975,9,,,256,,ENG,,,
9780151909407,Toys to Make and Ride,"Maginley, C. J.",1,Trade Cloth,Harcourt Trade Publishers,9780151909407,1977,1,,,,,ENG,,,
9780151913138,Whistling in the Dark,"Garrett, George P.",1,Trade Cloth,Harcourt Trade Publishers,9780151913138,1992,6,,,225,,ENG,,,
9780151913190,Truth about Bebe Donge,"Simenon, Georges",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151913190,1992,6,01,2,176,,ENG,,,
9780151928309,Unending Blues : Poems,"Simic, Charles",1,Trade Cloth,Harcourt Trade Publishers,9780151928309,1986,1,,,64,,ENG,,,
9780151957477,Western Canon : The Books and School of the Ages,"Bloom, Harold",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780151957477,1994,8,31,,"viii, 578",,ENG,,,
9780152000974,Wooden Biscuit : A Kwanzaa Tale,Mathis,1,Paperback,Harcourt Trade Publishers,9780152000974,1996,0,,,,,ENG,,,
9780152001186,Mouse Paint,"Walsh, Ellen Stoll",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152001186,1995,3,27,,32,,ENG,,,
9780152001780,Bad Behavior,,0,Paperback,Harcourt Children's Books,9780152001780,1995,5,,,320,,ENG,,,
9780152002107,Freya on the Wall,"Degens, T.",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152002107,1997,4,15,,288,,ENG,,,
9780152002817,Shadows in the Dawn : The Lemurs of Madagascar,"Lasky, Kathryn",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152002817,1998,3,15,,64,,ENG,,,
9780152004743,Ever Heard of an Aardwolf?,"Moser, Madeline",1,Trade Cloth,Harcourt Trade Publishers,9780152004743,1996,9,,,40,,ENG,,,
9780152005207,Great Kapok Tree : A Tale of the Amazon Rain Forest,"Cherry, Lynne",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152005207,1990,3,15,,40,,ENG,,Gulliver Green Book Ser.,
9780152006051,"There's More, Much More","Alexander, Sue",1,Trade Cloth,Harcourt Children's Books,9780152006051,1987,9,,,32,,ENG,,,
9780152006174,Underground Man,"Meltzer, Milton",1,Trade Cloth,Harcourt Children's Books,9780152006174,1990,0,,,224,,ENG,,Great Episodes Ser.,
9780152006280,Barker's Crime,,0,Trade Cloth,Harcourt Trade Publishers,9780152006280,1996,3,,,32,,ENG,,,
9780152007799,Catbirds and Dogfish,"Most, Bernard",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152007799,1995,3,29,,32,,ENG,,,
9780152008901,Napping House Wakes Up,"Wood, Audrey",1,Trade Cloth,Harcourt Children's Books,9780152008901,1994,1,,,20,,ENG,,,
9780152009984,"Moo Moo, Brown Cow","Wood, Jakki",1,Children's Board Books,Houghton Mifflin Harcourt Publishing Company,9780152009984,1996,9,15,,12,,ENG,,,
9780152010126,You Silly Goose,"Walsh, Ellen Stoll",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152010126,1996,4,01,,40,,ENG,,,
9780152012526,Cock-a-Doodle-Moo!,"Most, Bernard",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152012526,1996,9,15,,40,,ENG,,,
9780152013202,Fourteenth-Century Towns : The Living History Series,"Clare, John D.",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152013202,1996,0,01,,64,,ENG,,Living History Ser.,
9780152014544,Prince of Butterflies,"Coville, Bruce",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152014544,2002,4,01,,40,,ENG,,,
9780152014599,Christmas Cobwebs,"Bodkin, Odds",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152014599,2001,0,01,,32,,ENG,,,
9780152016913,Spring,"Demarest, Chris L.",1,Paperback,Harcourt Children's Books,9780152016913,1997,4,,,,,ENG,,,
9780152016944,Fall,"Demarest, Chris L.",1,Paperback,Harcourt Children's Books,9780152016944,1997,4,,,,,ENG,,,
9780152017248,Prayer for the Opening of the Little League Season,"Morris, Willie",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152017248,1999,4,01,,32,,ENG,,,
9780152018887,Dragon and the Unicorn,"Cherry, Lynne",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152018887,1998,8,15,,36,,ENG,,,
9780152019846,Bless This House : A Bedtime Prayer for the World,"Staub, Leslie",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152019846,2000,0,01,,40,,ENG,,,
9780152021368,Good Night,"O'Mara, Carmel",1,Children's Board Books,Houghton Mifflin Harcourt Publishing Company,9780152021368,2001,3,12,,16,,ENG,,,
9780152021603,Does God Eat Asparagus?,"Beaumont, Karen",1,Trade Cloth,Harcourt Trade Publishers,9780152021603,,,,,,,ENG,,,
9780152022723,Gone-Away Lake,"Enright, Elizabeth",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152022723,2000,2,28,,272,,ENG,,Gone-Away Lake Bks.,
9780152024123,Plantzilla,"Nolen, Jerdine",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152024123,2002,9,01,,32,,ENG,,,
9780152026011,Treasure of Green Knowe,"Boston, L. M. Boston, Lucy M.",2,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152026011,2002,4,01,,224,,ENG,Reprint,Green Knowe Ser.,
9780152046255,I Like It When ...,"Murphy, Mary",1,Children's Board Books,Houghton Mifflin Harcourt Publishing Company,9780152046255,2002,0,01,,22,,ENG,,,
9780152049492,"Dogzilla : Starring Flash, Rabies, Dwayne, and Introducing Leia As the Monster","Pilkey, Dav",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152049492,2003,8,01,,32,,ENG,,,
9780152049683,End of the Beginning : Being the Adventures of a Small Snail (and an Even Smaller Ant),Avi,1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152049683,2004,0,01,,144,,ENG,,,
9780152050603,Wiggle Waggle [CANCELLED],"London, Jonathan",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152050603,,,,,32,,ENG,,,
9780152050658,Picnic in October,"Bunting, Eve",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152050658,2004,9,01,,32,,ENG,Reprint,,
9780152050757,Possum Always Rings Twice,"Hale, Bruce",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152050757,2006,4,01,,128,,ENG,,Chet Gecko Ser.,
9780152052256,Here's a Penny,"Haywood, Carolyn",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152052256,2005,4,01,,160,,ENG,,,
9780152052379,All Aboard the Dinotrain,"Lund, Deb",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152052379,2006,4,01,,40,,ENG,,,
9780152053895,Ludie's Life,"Rylant, Cynthia",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152053895,2006,1,01,,128,,ENG,,,
9780152054526,Untitled Frederick Douglass Biography,"Pinkney, Andrea Davis",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152054526,2011,0,01,,,,ENG,,,
9780152055028,Little Pear : The Story of a Little Chinese Boy,"Lattimore, Eleanor Frances",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152055028,2006,1,01,,128,,ENG,,Odyssey Classics Ser.,
9780152056575,Each Little Bird That Sings,"Wiles, Deborah",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152056575,2006,8,01,,276,,ENG,Reprint,,
9780152060527,Beauty and the Beast,"Willard, Nancy",1,Trade Cloth,Harcourt Children's Books,9780152060527,1992,9,,,80,,ENG,,,
9780152061388,Baron von Baddie and the Ice Ray Incident,"McClements, George",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152061388,2008,8,01,,40,,ENG,,,
9780152062279,Love among the Walnuts,"Ferris, Jean",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152062279,2008,3,01,,228,,ENG,,,
9780152062361,Walking up a Rainbow,"Taylor, Theodore",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152062361,2010,4,01,,320,,ENG,,,
9780152063245,Rachel : The Story of Rachel Carson,"Ehrlich, Amy",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152063245,2008,4,01,,32,,ENG,,,
9780152066710,Spike the Dog (CANCELLED),"Frasier, Debra",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152066710,2010,4,01,,40,,ENG,,,
9780152067045,Where Is the Green Sheep?,"Fox, Mem Horacek, Judy",2,Children's Board Books,Houghton Mifflin Harcourt Publishing Company,9780152067045,2009,3,16,,32,,ENG,Alternate,,
9780152162283,Time for Bed,"Fox, Mem",1,Mixed Media,Houghton Mifflin Harcourt Publishing Company,9780152162283,2001,0,29,,28,,ENG,Gift,,047132015953
9780152163891,Stinky Stern Forever : A Jackson Friends Book,"Edwards, Michelle",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152163891,2005,8,01,,56,,ENG,,Jackson Friends Ser.,
9780152164447,Twelve Impossible Things Before Breakfast,"Yolen, Jane",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152164447,2001,3,01,,192,,ENG,,,
9780152165123,Dot and Jabber and the Mystery of the Missing Stream,"Walsh, Ellen Stoll",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152165123,2002,9,01,,40,,ENG,,Dot and Jabber Ser.,
9780152165420,Sleepy Bears,"Fox, Mem",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152165420,2002,0,01,,32,,ENG,,,
9780152165444,"Patience, Princess Catherine","Meyer, Carolyn",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152165444,2004,5,01,,208,,ENG,,Young Royals Ser.,
9780152166045,Only You,"Cruise, Robin",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152166045,2007,4,01,,40,,ENG,,,
9780152166366,Always and Forever,"Durant, Alan",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152166366,2004,5,01,,32,,ENG,,,
9780152167240,Trouble Is My Beeswax : A Chet Gecko Mystery,"Hale, Bruce",1,Paperback,Houghton Mifflin Harcourt Publishing Company,9780152167240,2004,4,01,,128,,ENG,,Chet Gecko Ser.,
9780152210755,Curious Adventures of Jimmy McGee,"Estes, Eleanor",1,Trade Cloth,Harcourt Children's Books,9780152210755,1987,4,,,240,,ENG,,,
9780152235802,Discovering the American Stork,"Scott, Jack D.",1,Trade Cloth,Harcourt Children's Books,9780152235802,1976,3,,,,,ENG,,,
9780152242909,Duel to the Death : Eyewitness Accounts of Great Battles at Sea,,0,Trade Cloth,Harcourt Children's Books,9780152242909,1969,3,,,,,ENG,,,
9780152253202,Elbert's Bad Word,"Wood, Audrey",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152253202,1988,9,10,,40,,ENG,,,
9780152254001,Eliza's Daddy,"Thomas, Ianthe",1,Trade Cloth,Harcourt Children's Books,9780152254001,1976,9,,,,,ENG,,Let Me Read Ser.,
9780152333706,Happy Birthday,"Blegvad, Erik Livingston, Myra Cohn",2,Trade Cloth,Harcourt Children's Books,9780152333706,1964,2,,,,,ENG,,,
9780152367664,How the Manx Cat Lost Its Tail,"Stevens, Janet",1,Paperback,Harcourt Trade Publishers,9780152367664,1992,2,,,32,,ENG,,,
9780152567040,Nap Master,"Kotzwinkle, William",1,Trade Cloth,Harcourt Children's Books,9780152567040,1979,3,,,32,,ENG,,,
9780152570309,New Amsterdam Days and Ways : The Dutch Settlers of New York,"Hults, Dorothy N.",1,Trade Cloth,Harcourt Children's Books,9780152570309,1963,0,,,,,ENG,,,
9780152578268,Olode the Hunter and Other Tales from Nigeria,"Courlander, Harold Eshugbayi, Ezekiel A.",2,Trade Cloth,Harcourt Children's Books,9780152578268,1968,3,,,,,ENG,,,
9780152583149,One Day at School,"Luttrell, Ida",1,Paperback,Harcourt Children's Books,9780152583149,1984,5,,,32,,ENG,,Let Me Read Ser.,
9780152606442,Perilous Road,"Steele, William O.",1,Trade Cloth,Harcourt Children's Books,9780152606442,1958,4,,,,,ENG,,,
9780152632687,Powwow,"Ancona, George",1,Trade Cloth,Houghton Mifflin Harcourt Publishing Company,9780152632687,1993,4,30,,48,,ENG,,,
9780152654795,Rainbow in the Sky,,0,Trade Cloth,Harcourt Children's Books,9780152654795,1985,7,,,528,,ENG,,,
9780152764203,Sniper,"Taylor, Theodore",1,Trade Cloth,Harcourt Trade Publishers,9780152764203,1989,9,,,256,,ENG,,,
9780152780142,Sports Star : Dorothy Hamill,"Burchard, S. H.",1,Trade Cloth,Harcourt Children's Books,9780152780142,1978,5,,,64,,ENG,,Sports Star Ser.,
9780152780210,Sports Star : Earl Campbell,"Burchard, S. H.",1,Paperback,Harcourt Children's Books,9780152780210,1980,1,,,64,,ENG,,Sports Star Ser.,
9780152923716,Two Worlds of Coral Harper,"Tarlton, Leigh G.",1,Trade Cloth,Harcourt Children's Books,9780152923716,1983,5,,,160,,ENG,,,
9780152948191,"Water : Too Much, Too Little, Too Polluted","Goldin, Augusta",1,Trade Cloth,Harcourt Children's Books,9780152948191,1983,6,,,224,,ENG,,,
9780152998806,Your Ant Is a Which : Fun with Homophones,"Hunt, Bernice K.",1,Trade Cloth,Harcourt Children's Books,9780152998806,1976,3,,,32,,ENG,,Let Me Read Ser.,
9780153001697,"#@Strat/Retch - MU91 Lv4",HBJ,1,Paperback,Harcourt School Publishers,9780153001697,1991,1,,91,,,ENG,,,
9780153004421," : Anthology 2",HBJ,1,Trade Cloth,Harcourt School Publishers,9780153004421,1993,1,,93,,,ENG,Teacher's Edition of Textbook,,
9780153004483,Light up the Sky,HBJ,1,Trade Cloth,Harcourt School Publishers,9780153004483,1993,1,,93,,1,ENG,Teacher's Edition of Textbook,,
9780153010316,Integrated Spelling,HBJ,1,Paperback,Harcourt School Publishers,9780153010316,1991,8,,91,,,ENG,,,
9780153012631,Shades of Gold,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153012631,1995,1,,95,,2,ENG,Teacher's Edition of Textbook,Treasury of Literature Ser.,
9780153013614,Deep Blue Sea,HBJ,1,Trade Cloth,Harcourt School Publishers,9780153013614,1993,1,,93,,,ENG,,,
9780153014048,Integrated Spelling,HBJ,1,Paperback,Harcourt School Publishers,9780153014048,1993,1,,93,,,ENG,,,
9780153014550,Farthest Star,HBJ,1,Paperback,Harcourt School Publishers,9780153014550,1993,1,,93,,,ENG,Teacher's Edition of Textbook,,
9780153019111,Math Plus : Software Bibliography,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153019111,1994,1,,94,,,ENG,,,
9780153021152,Astronaut,Cullinan,1,Trade Cloth,Harcourt School Publishers,9780153021152,1994,1,,94,,,ENG,,Passports Ser.: Level 1,
9780153022890,Moon Rope,Cullinan,1,Trade Cloth,Harcourt School Publishers,9780153022890,1994,1,,94,,,ENG,Teacher's Edition of Textbook,Passports Ser.: Level 1,
9780153022913,Caps for Sale,Cullinan,1,Trade Cloth,Harcourt School Publishers,9780153022913,1994,1,,94,,,ENG,Teacher's Edition of Textbook,Passports Ser.: Level 1,
9780153023132,Authur Sails,Cullinan,1,Trade Cloth,Harcourt School Publishers,9780153023132,1994,1,,94,,,ENG,,,
9780153023743,Drylongso,Cullinan,1,Trade Cloth,Harcourt School Publishers,9780153023743,1994,1,,94,,,ENG,Teacher's Edition of Textbook,Passports Ser.: Level 4,
9780153025297,Theme Organizer 3,Cullinan,1,Paperback,Harcourt School Publishers,9780153025297,1994,1,,94,,,ENG,,Passports Ser.: Level 2,
9780153032066,Warthog : Teacher's Pack,Cullinan,1,Paperback,Harcourt School Publishers,9780153032066,1994,1,,94,,,ENG,,Passports Ser.: Level 5,
9780153032158,Kon-Tiki : Teacher's Pack,Cullinan,1,Paperback,Harcourt School Publishers,9780153032158,1994,1,,94,,,ENG,,Passports Ser.: Level 6,
9780153034954,Best Friends : Theme Book,Harcourt School Publishers Staff,1,Trade Cloth,Harcourt School Publishers,9780153034954,1995,1,,,,,ENG,,Treasury of Literature Ser.,
9780153043796,"!Theme Bks (Set/12) : Family Tim",HBJ,1,Trade Cloth,Harcourt School Publishers,9780153043796,1993,1,,93,,,ENG,,,
9780153053009,Treasury of Literature : Unit Skills Reading Assessment,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153053009,1995,1,,,,,ENG,Teacher's Edition of Textbook,,
9780153053801,Anytime Math : Assessment Program,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153053801,1995,1,,,,,ENG,,,
9780153056437,Mate a Cualquier Hora Kit,Harcourt School Publishers Staff,1,Trade Cloth,Harcourt School Publishers,9780153056437,1996,1,,,,,SPA,,,
9780153058776,%Integrating Lang Arts Plng GD,HB Staff,1,Paperback,Harcourt School Publishers,9780153058776,1995,1,,,,,ENG,,,
9780153064128,Full Sails,HB Staff,1,Trade Cloth,Harcourt School Publishers,9780153064128,1997,1,,,,,ENG,Teacher's Edition of Textbook,,
9780153064548,%Tchr's Gd Unit a Gr 5 Healthy,HB Staff,1,Trade Cloth,Harcourt School Publishers,9780153064548,1996,1,,,,,ENG,,,
9780153064746,Science Anytime,HB Staff,1,Paperback,Harcourt School Publishers,9780153064746,1995,1,,95,,,ENG,Teacher's Edition of Textbook,,
9780153064838,"Science Anytime, Grade 5",Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153064838,1995,1,,,,,ENG,Teacher's Edition of Textbook,,
9780153065743,Stories in Time : Assessment Program: Indiana Edition,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153065743,1997,1,,,,,ENG,,,
9780153066726,Home,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153066726,1997,7,,,,,ENG,,Signatures Ser.,
9780153067259,Four Very Big Beans : A Reader,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153067259,1997,1,,,,,ENG,,Signatures Ser.,
9780153069673,Signatures,HB Staff,1,Paperback,Harcourt School Publishers,9780153069673,1997,1,,97,,,ENG,,,
9780153070846,Yo Quero un Astronauto,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153070846,1997,1,,,,,SPA,Teacher's Edition of Textbook,Cielo Abierto Ser.,
9780153073625," : Celebrations",HB Staff,1,Paperback,Harcourt School Publishers,9780153073625,1997,1,,,,,ENG,,,
9780153082122,Signatures,HB Staff,1,Paperback,Harcourt School Publishers,9780153082122,1997,1,,97,,,ENG,,,
9780153082214,Signatures,HB Staff,1,Paperback,Harcourt School Publishers,9780153082214,1997,1,,97,,2,ENG,,,
9780153082290,Signatures,HB Staff,1,Paperback,Harcourt School Publishers,9780153082290,1997,6,19,97,,4,ENG,,,
9780153083334,Personal Journeys,HB Staff,1,Paperback,Harcourt School Publishers,9780153083334,1997,1,,97,,,ENG,Teacher's Edition of Textbook,,
9780153083983,1787,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153083983,1997,1,,97,,,ENG,,Stories in Time Ser.,
9780153085352,Stories in Time 1Unit 4 : Texas Edition,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153085352,1997,1,,97,,,ENG,,,
9780153087141,Instant Readers,,0,CD/Spoken Word,Harcourt School Publishers,9780153087141,1997,1,,97,,,ENG,Supplement,,
9780153089787,Ridge Village Fair : Phonics Practice Reader,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153089787,1997,1,,,,,ENG,,Signatures Ser.,
9780153092879,Dame Tu Mano : Phonics Practice Reader,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153092879,1997,1,,97,,,SPA,,Cielo Abierto Ser.,
9780153097690,Art Express : Studio Activities: Spanish Translation,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153097690,1998,1,,98,,,SPA,,Art Express Ser.,
9780153099694,Matematicas Mi Ventaja : Texas Edition,Harcourt School Publishers Staff,1,Trade Cloth,Harcourt School Publishers,9780153099694,1998,6,08,99,,,SPA,,,
9780153101434,Pupil's Editions,"Stockton, Carl Anthony Ozias, Jan Marie Gibbons, Charlie Middleton, Kathleen",4,Trade Cloth,Harcourt School Publishers,9780153101434,1998,6,08,99,,,ENG,Study Guide,Your Health Ser.,
9780153102059,Art Express : Assessment Program,Harcourt School Publishers Staff,1,Paperback,Harcourt School Publishers,9780153102059,1998,1,,98,,,ENG,,Art Express Ser.,
