_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,gold
193,conf/vldb/KnorrN98,671334,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Raymond T. Ng, Edwin M. Knorr",1998,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Edwin M. Knorr, Raymond T. Ng",1998,1
194,conf/vldb/KnorrN99,671529,Finding Intensional Knowledge of Distance-Based Outliers,"Raymond T. Ng, Edwin M. Knorr",1999,Finding Intensional Knowledge of Distance-Based Outliers,"Edwin M. Knorr, Raymond T. Ng",1999,1
195,conf/vldb/KornMZ03,872790,Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases,"Flip Korn, Yunyue Zhu, S. Muthukrishnan",2003,Processing set expressions over continuous update streams,"Sumit Ganguly, Minos Garofalakis, Rajeev Rastogi",2003,0
196,conf/vldb/KornSFSP96,673493,Fast Nearest Neighbor Search in Medical Image Databases,"Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos",1996,Fast Nearest Neighbor Search in Medical Image Databases,"Flip Korn, Nikolaos Sidiropoulos, Christos Faloutsos, Eliot Siegel, Zenon Protopapas",1996,1
197,conf/vldb/KoudasMJ99,191972,Mining Deviants in a Time Series Database,"S. Muthukrishnan, H. V. Jagadish, Nick Koudas",1999,Quest: a project on database mining,"R. Agrawal, M. Carey, C. Faloutsos, S. Ghosh, M. Houtsma, T. Imieliński, B. Iyer, A. Mahboob, H. Miranda, R. Srikant, A. Swami",1994,0
198,conf/vldb/Ladin00,671856,The Zero Latency Enterprise,Dave Liles,2000,The Zero Latency Enterprise,Dave Liles,2000,1
199,conf/vldb/LakshmananJN00,202113,The 3W Model and Algebra for Unified Data Mining,"Laks V. S. Lakshmanan, Raymond T. Ng, Theodore Johnson",2000,The INCINERATE data model,H. V. Jagadish,1995,0
200,conf/vldb/LakshmananPH02,673147,Quotient Cube: How to Summarize the Semantics of a Data Cube,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han",2002,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",1995,0
201,conf/vldb/LakshmananSS99,671511,On Efficiently Implementing SchemaSQL on an SQL Database System,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian",1999,On Efficiently Implementing SchemaSQL on an SQL Database System,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",1999,1
202,conf/vldb/LakshmiZ98,671200,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"Shaoyu Zhou, M. Seetha Lakshmi",1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",1998,1
203,conf/vldb/Levy96,758366,Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy,1996,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,1996,0
204,conf/vldb/LevyMS94,335492,Query Optimization by Predicate Move-Around,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",1994,Self-organizing data sharing communities with SAGRES,"Zachary Ives, Alon Levy, Jayant Madhavan, Rachel Pottinger, Stefan Saroiu, Igor Tatarinov, Shiori Betzler, Qiong Chen, Ewa Jaslikowska, Jing Su, Wai Tak Theodora Yeung",2000,0
205,conf/vldb/LevyMS94,672839,Query Optimization by Predicate Move-Around,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",1994,Query Optimization by Predicate Move-Around,"Alon Y. Levy, Inderpal Singh Mumick, Yehoshua Sagiv",1994,1
206,conf/vldb/LiCHPALHAY01,375736,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,"Yusuf Akca, Cemal Yilmaz, K. Seluk Candan, Wen-Syan Li, Wei-Kuang Waine Huang, Qiong Luo, Divyakant Agrawal, Wang-Pin Hsiung, Oliver Po",2001,Enabling dynamic content caching for database-driven web sites,"K. Selçuk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",2001,0
207,conf/vldb/LiPHCAAT03,959084,CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications,"Wang-Pin Hsiung, Kunihiro Taniguchi, Yusuf Akca, Oliver Po, Wen-Syan Li, Divyakant Agrawal, K. Seluk Candan",2003,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,2003,0
208,conf/vldb/Lindsay95,223813,"DB2 Common Server: Technology, Progress, & Directions",Bruce G. Lindsay,1995,An effective hash-based algorithm for mining association rules,"Jong Soo Park, Ming-Syan Chen, Philip S. Yu",1995,0
209,conf/vldb/LockemannKKKN97,673665,"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Arne Koschel, Ralf Kramer, Ralf Nikolai, Peter C. Lockemann, Mechtild Wallrath, Ulrike Klsch, Hans-Dirk Walter",1997,"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Peter C. Lockemann, Ulrike Kölsch, Arne Koschel, Ralf Kramer, Ralf Nikolai, Mechtild Wallrath, Hans-Dirk Walter",1997,1
210,conf/vldb/LometT95,673170,Redo Recovery after System Crashes,"Mark R. Tuttle, David B. Lomet",1995,Redo Recovery after System Crashes,"David B. Lomet, Mark R. Tuttle",1995,1
211,conf/vldb/ManegoldBK00,233368,What Happens During a Join? Dissecting CPU and Memory Optimization Effects,"Stefan Manegold, Martin L. Kersten, Peter A. Boncz",2000,A query language and optimization techniques for unstructured data,"Peter Buneman, Susan Davidson, Gerd Hillebrand, Dan Suciu",1996,0
212,conf/vldb/ManegoldBK02,765565,Generic Database Cost Models for Hierarchical Memory Systems,"Peter A. Boncz, Martin L. Kersten, Stefan Manegold",2002,A configurable type hierarchy index for OODB,"Thomas A. Mueck, Martin L. Polaschek",1997,0
213,conf/vldb/ManolescuFKXO00,362098,Agora: Living with XML and Relational,"Daniela Florescu, Donald Kossmann, Dan Olteanu, Ioana Manolescu, Florian Xhumari",2000,Provision of market services for eCo compliant electronic marketplaces,"Sena Arpinar, Asuman Dogac",2000,0
214,conf/vldb/MatthesS94,672986,Persistent Threads,"Joachim W. Schmidt, Florian Matthes",1994,Persistent Threads,"Florian Matthes, Joachim W. Schmidt",1994,1
215,conf/vldb/McHughW99,671349,Query Optimization for XML,"Jason McHugh, Jennifer Widom",1999,Query Optimization for XML,"Jason McHugh, Jennifer Widom",1999,1
216,conf/vldb/McKennaBHT96,335432,EROC: A Toolkit for Building NEATO Query Optimizers,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",1996,NiagaraCQ: a scalable continuous query system for Internet databases,"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",2000,0
217,conf/vldb/Mina98,671162,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,1998,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,1998,1
218,conf/vldb/MorishimaKKT01,672187,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,"Hiroyuki Kitagawa, Satoshi Takano, Seiichi Koizumi, Atsuyuki Morishima",2001,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",2001,1
219,conf/vldb/NathDKGKS03,872856,IrisNet: An Architecture for Internet-scale Sensing Services,"Phillip B. Gibbons, Suman Nath, Amol Deshpande, Srinivasan Seshan, Brad Karp, Yan Ke",2003,IrisNet: Internet-scale resource-intensive sensor services,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",2003,0
220,conf/vldb/OuzzaniAB94,191847,A Top-Down Approach for Two Level Serializability,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",1994,SIGMOD challenges paper: database issues in telecommunications network management,Ilsoo Ahn,1994,0
221,conf/vldb/OuzzaniAB94,672989,A Top-Down Approach for Two Level Serializability,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",1994,A Top-Down Approach for Two Level Serializability,"M. Ouzzani, M. A. Atroun, N. L. Belkhodja",1994,1
222,conf/vldb/PappasC00,671850,Design and Development of a Stream Service in a Heterogenous Client Environment,"Stavros Christodoulakis, Nikos Pappas",2000,Design and Development of a Stream Service in a Heterogenous Client Environment,"Nikos Pappas, Stavros Christodoulakis",2000,1
223,conf/vldb/PedersenJD99,671491,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen",1999,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",1999,1
224,conf/vldb/RamanH01,672045,Potter's Wheel: An Interactive Data Cleaning System,"Joseph M. Hellerstein, Vijayshankar Raman",2001,Potter's Wheel: An Interactive Data Cleaning System,"Vijayshankar Raman, Joseph M. Hellerstein",2001,1
225,conf/vldb/ReuterCGSW95,673318,Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",1995,Databases and Workflow Management: What is it All About? (Panel),"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",1995,1
226,conf/vldb/RiedelGF98,671345,Active Storage for Large-Scale Data Mining and Multimedia,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",1998,Active Storage for Large-Scale Data Mining and Multimedia,"Erik Riedel, Garth A. Gibson, Christos Faloutsos",1998,1
227,conf/vldb/RothOH99,671526,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,"Mary Tork Roth, Laura M. Haas, Fatma Ozcan",1999,Repeating History Beyond ARIES,C. Mohan,1999,0
228,conf/vldb/RoussopoulosK98,253276,The Cubetree Storage Organization,"Yannis Kotidis, Nick Roussopoulos",1998,Cubetree: organization of and bulk incremental updates on the data cube,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",1997,0
229,conf/vldb/RusinkiewiczKTWM95,673142,Towards a Cooperative Transaction Model - The Cooperative Activity Model,"Thomas Tesch, Peter Muth, Wolfgang Klas, Marek Rusinkiewicz, Jrgen Wsch",1995,Towards a Cooperative Transaction Model - The Cooperative Activity Model,"Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, Jürgen Wäsch, Peter Muth",1995,1
230,conf/vldb/SadriZZA01,672184,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,"Reza Sadri, Amir M. Zarkesh, Jafar Adibi, Carlo Zaniolo",2001,Italian Electronic Identity Card - principle and architecture,Mario Gentili,2001,0
231,conf/vldb/Schoning98,671181,The ADABAS Buffer Pool Manager,Harald Schning,1998,The ADABAS Buffer Pool Manager,Harald Schöning,1998,1
232,conf/vldb/SeegerBBKSDS01,304203,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Bjrn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Schfer, Jochen Van den Bercken, Jrgen Krmer",2001,A comparison of selectivity estimators for range queries on metric attributes,"Björn Blohsfeld, Dieter Korus, Bernhard Seeger",1999,0
233,conf/vldb/SeidlK97,673655,Efficient User-Adaptable Similarity Search in Large Multimedia Databases,"Thomas Seidl, Hans-Peter Kriegel",1997,Efficient User-Adaptable Similarity Search in Large Multimedia Databases,"Thomas Seidl, Hans-Peter Kriegel",1997,1
234,conf/vldb/ShaferA97,373638,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"Rakesh Agrawal, John C. Shafer",1997,Re-designing distance functions and distance-based applications for high dimensional data,Charu C. Aggarwal,2001,0
235,conf/vldb/ShaferAM96,673491,SPRINT: A Scalable Parallel Classifier for Data Mining,"John C. Shafer, Rakesh Agrawal, Manish Mehta",1996,SPRINT: A Scalable Parallel Classifier for Data Mining,"John C. Shafer, Rakesh Agrawal, Manish Mehta",1996,1
236,conf/vldb/SheikholeslamiCZ98,671342,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang",1998,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",1998,1
237,conf/vldb/Shenker03,958946,The Data-Centric Revolution in Networking,Scott Shenker,2003,Preference formulas in relational queries,Jan Chomicki,2003,0
238,conf/vldb/Shmueli01,375685,Architectures for Internal Web Services Deployment,Oded Shmueli,2001,Independence is good: dependency-based histogram synopses for high-dimensional data,"Amol Deshpande, Minos Garofalakis, Rajeev Rastogi",2001,0
239,conf/vldb/StaudtJ96,765752,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",1996,Priority assignment in real-time active databases,"Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham",1996,0
240,conf/vldb/Sterling98,671203,The National Medical Knowledge Bank,Warren Sterling,1998,The National Medical Knowledge Bank,Warren Sterling,1998,1
241,conf/vldb/StohrMR00,671843,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Holger Mrtens, Erhard Rahm, Thomas Sthr",2000,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Thomas Stöhr, Holger Märtens, Erhard Rahm",2000,1
242,conf/vldb/Suciu96,673629,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,1996,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,1996,1
243,conf/vldb/SundaraHCAS01,672361,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,"Ying Hu, Timothy Chorma, Nipun Agarwal, Seema Sundara, Jagannathan Srinivasan",2001,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",2001,1
244,conf/vldb/TamuraK99,671495,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",1999,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",1999,1
245,conf/vldb/TsoisS03,223798,The Generalized Pre-Grouping Transformation: Aggregate-Query Optimization in the Presence of Dependencies,"Timos K. Sellis, Aris Tsois",2003,Topological relations in the world of minimum bounding rectangles: a study with R-trees,"Dimitris Papadias, Timos Sellis, Yannis Theodoridis, Max J. Egenhofer",1995,0
246,conf/vldb/VeltriCV01,672192,Views in a Large Scale XML Repository,"Dan Vodislav, Sophie Cluet, Pierangelo Veltri",2001,Views in a Large Scale XML Repository,"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",2001,1
247,conf/vldb/VieiraM03,640997,A Dependability Benchmark for OLTP Application Environments,"Henrique Madeira, Marco Vieira",2003,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Stéphane Lopes, Jean-Marc Petit, Farouk Toumani",2003,0
248,conf/vldb/ViverosNR96,212017,Applying Data Mining Techniques to a Health Insurance Information System,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",1996,METU interoperable database system,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",1995,0
249,conf/vldb/ViverosNR96,234890,Applying Data Mining Techniques to a Health Insurance Information System,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",1996,"Domains, relations and religious wars",R. Camps,1996,0
250,conf/vldb/WaasCB01,672026,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",2001,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",2001,1
251,conf/vldb/WangZ00,672020,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,"Haixun Wang, Carlo Zaniolo",2000,Caching Strategies for Data-Intensive Web Sites,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",2000,0
252,conf/vldb/WeikumMHZ02,271096,Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,"Peter Zabback, Christof Hasse, Gerhard Weikum, Axel Mnkeberg",2002,The database and information system research group at the University of ULM,"Peter Dadam, Wolfgang Klas",1997,0
253,conf/vldb/YuV00,672014,Efficient Numerical Error Bounding for Replicated Network Services,"Haifeng Yu, Amin Vahdat",2000,Information Integration: The MOMIS Project Demonstration,"Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini",2000,0
254,conf/vldb/ZemankovaI94,672998,Scientific Databases - State of the Art and Future Directions,"Yannis E. Ioannidis, Maria Zemankova",1994,Scientific Databases - State of the Art and Future Directions,"Maria Zemankova, Yannis E. Ioannidis",1994,1
255,conf/vldb/ZirintsisKM99,758374,Hyper-Programming in Java,"Graham N. C. Kirby, Ronald Morrison, Evangelos Zirintsis",1999,Hyper-Programming in Java,"Evangelos Zirintsis, Graham N. C. Kirby, Ronald Morrison",1999,1
256,conf/vldb/ZirintsisKM99,872855,Hyper-Programming in Java,"Graham N. C. Kirby, Ronald Morrison, Evangelos Zirintsis",1999,Aurora: a data stream management system,"D. Abadi, D. Carney, U. Çetintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",2003,0
257,conf/vldb/ZouS98,671182,Safely and Efficiently Updating References During On-line Reorganization,"Betty Salzberg, Chendong Zou",1998,Safely and Efficiently Updating References During On-line Reorganization,"Chendong Zou, Betty Salzberg",1998,1
258,conf/vldb/ZurekS99,671665,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell",1999,Datawarehousing Has More Colours Than Just Black &; White,"Thomas Zurek, Markus Sinnwell",1999,1
259,journals/sigmod/Aberer02a,565129,Book Review Column,Karl Aberer,2002,Book review column,Karl Aberer,2002,1
260,journals/sigmod/Abiteboul99,671497,On Views and XML,Serge Abiteboul,1999,XML Repository and Active Views Demonstration,"Serge Abiteboul, Vincent Aguilera, Sébastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Frédéric Hubert, Jean-Claude Mamou, Amélie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",1999,0
261,journals/sigmod/AilamakiG03,777004,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",2003,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",2003,1
262,journals/sigmod/ArpinarD00,362098,Provision of Market Services for eCo Compliant Electronic Market Places,"Sena Nural Arpinar, Asuman Dogac",2000,Provision of market services for eCo compliant electronic marketplaces,"Sena Arpinar, Asuman Dogac",2000,1
263,journals/sigmod/AshishK97,271078,Wrapper Generation for Semi-structured Internet Sources,"Craig A. Knoblock, Naveen Ashish",1997,Wrapper generation for semi-structured Internet sources,"Naveen Ashish, Craig A. Knoblock",1997,1
264,journals/sigmod/AtzeniMM97,271080,Semistructured und Structured Data in the Web: Going Back and Forth,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",1997,Semistructured and structured data in the Web: going back and forth,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",1997,1
265,journals/sigmod/Bernstein01,953240,Report on the 2001 SIGMOD and PODS Awards,Philip A. Bernstein,2001,Managing multiple and distributed ontologies on the Semantic Web,"A. Maedche, B. Motik, L. Stojanovic",2003,0
266,journals/sigmod/BonifatiC00,344822,Comparative Analysis of Five XML Query Languages,"Angela Bonifati, Stefano Ceri",2000,Comparative analysis of five XML query languages,"Angela Bonifati, Stefano Ceri",2000,1
267,journals/sigmod/BorgidaCS98,290595,KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases,"Alexander Borgida, Martin Staudt, Vinay K. Chaudhri",1998,Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",1998,1
268,journals/sigmod/BoucelmaCGJLL02,507366,Report on the EDBT'02 Panel on Scientific Data Integration,"Carole A. Goble, Omar Boucelma, Silvana Castano, Vanja Josifovski, Zo Lacroix, Bertram Ludscher",2002,Report on the 18th British National Conference on Databases (BNCOD),"Carole Goble, Brian Read",2002,0
269,journals/sigmod/CaplinskasEV02,507367,Advances in Databases and Information Systems (ADBIS),"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",2002,Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",2002,1
270,journals/sigmod/Chang03,640993,A Graphical Query Language for Mobile Information Systems,Ya-Hui Chang,2003,A graphical query language for mobile information systems,Ya-Hui Chang,2003,1
271,journals/sigmod/ChangASS98,671167,T2: A Customizable Parallel Database for Multi-Dimensional Data,"Alan Sussman, Anurag Acharya, Joel H. Saltz, Chialin Chang",1998,A Database System for Real-Time Event Aggregation in Telecommunication,"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",1998,0
272,journals/sigmod/ChangGKRS98,280363,Database Research at Columbia University,"Kenneth A. Ross, Gail E. Kaiser, Luis Gravano, Salvatore J. Stolfo, Shih-Fu Chang",1998,The Garlic project,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",1996,0
273,journals/sigmod/ChangGKRS98,601881,Database Research at Columbia University,"Kenneth A. Ross, Gail E. Kaiser, Luis Gravano, Salvatore J. Stolfo, Shih-Fu Chang",1998,Database research at the University of Illinois at Urbana-Champaign,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",2002,0
274,journals/sigmod/Chen94,187460,Database Research at NTHU and ITRI,Arbee L. P. Chen,1994,Database research at NTHU and ITRI,Arbee L. P. Chen,1994,1
275,journals/sigmod/CherniakV03,233356,Reminiscences on Influential Papers,"Mitch Cherniack, Kenneth A. Ross, Gottfried Vossen",2003,Rule languages and internal algebras for rule-based optimizers,"Mitch Cherniack, Stanley B. Zdonik",1996,0
276,journals/sigmod/CheungF98,290596,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung",1998,Enhanced nearest neighbour search on the R-tree,"King Lum Cheung, Ada Wai-Chee Fu",1998,1
277,journals/sigmod/ChongFTSYKDJJ03,777000,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,"Mahesh Jagannath, Eugene Inseok Chong, Aravind Yalamanchi, Chuck Freiwald, Souripriya Das, Anh-Tuan Tran, Jagannathan Srinivasan, Richard Jiang, Ramkumar Krishnan",2003,A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",2003,1
278,journals/sigmod/ChrysanthisSZ03,369277,Report on the 4th International Conference on Mobile Data Management,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman",2003,Research and practice in federated information systems,"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",2000,0
279,journals/sigmod/ClementiniF00,362101,Spatial Operators,"Eliseo Clementini, Paolino Di Felice",2000,Spatial operators,"Eliseo Clementini, Paolino Di Felice",2000,1
280,journals/sigmod/Colliat96,234901,"OLAP, Relational, and Multidimensional Database Systems",George Colliat,1996,"OLAP, relational, and multidimensional database systems",George Colliat,1996,1
281,journals/sigmod/CruzKLSWY02,601882,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar, Clement T. Yu, Bing Liu, Ouri Wolfson",2002,Research activities in database management and information retrieval at University of Illinois at Chicago,"Isabel Cruz, Ashfaq Khokhar, Bing Liu, Prasad Sistla, Ouri Wolfson, Clement Yu",2002,1
282,journals/sigmod/CuiJO02,253294,Semantic B2B Integration: Issues in Ontology-based Applications,"Zhan Cui, Paul O'Brien, Dean M. Jones",2002,InfoSleuth: agent-based semantic integration of information in open and dynamic environments,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",1997,0
283,journals/sigmod/DiazJPa94,181555,Supporting Dynamic Displays Using Active Rules,"Oscar Daz, Arturo Jaime, Ghassan al-Qaimari, Norman W. Paton",1994,Supporting dynamic displays using active rules,"Oscar Díaz, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari",1994,1
284,journals/sigmod/DoanPK95,278246,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton",1995,Database design with common sense business reasoning and learning,"Veda C. Storey, Roger H. L. Chiang, Debabrata Dey, Robert C. Goldstein, Shankar Sudaresan",1997,0
285,journals/sigmod/DogacAOD95,673313,Implementation Aspects of an Object-Oriented DBMS,"Ilker Durusoy, Cetin Ozkan, Mehmet Altinel, Asuman Dogac",1995,Database De-Centralization - A Practical Approach,"Tor Didriksen, César A. Galindo-Legaria, Eirik Dahle",1995,0
286,journals/sigmod/DogacDKOONEHAKKM95,212017,METU Interoperable Database System,"Ebru Kilic, Pinar Koksal, Cem Evrendilek, Ugur Halici, Sema Mancuhan, N. Kesim, Asuman Dogac, Cevdet Dengi, Sena Nural, Gkhan zhan, Fatma Ozcan, Ismailcem Budak Arpinar",1995,METU interoperable database system,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",1995,1
287,journals/sigmod/EisenbergM00,245907,SQL Standardization: The Next Steps,"Andrew Eisenberg, Jim Melton",2000,New standard for stored procedures in SQL,Andrew Eisenberg,1996,0
288,journals/sigmod/EisenbergM02,565141,SQL/XML is Making Good Progress,"Andrew Eisenberg, Jim Melton",2002,SQL/XML is making good progress,"Andrew Eisenberg, Jim Melton",2002,1
289,journals/sigmod/EisenbergM98a,306144,"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",1998,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",1998,1
290,journals/sigmod/Etzion99,344820,Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,Opher Etzion,1999,Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,Opher Etzion,1999,1
291,journals/sigmod/Fong97,248614,Converting Relational to Object-Oriented Databases,Joseph Fong,1997,Converting relational to object-oriented databases,Joseph Fong,1997,1
292,journals/sigmod/ForteHWDCVHFS99,309870,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",1999,Semantic and pedagogic interoperability mechanisms in the ARIADNE educational repository,"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",1999,1
