int_id,ext_id,title,SKU,price,is_discounted,category,company_struct,company_free,brand,weight,length,width,height,fabrics,colors,materials
2416,11287432,Sweet Jojo Designs Pink and Purple Butterfly Collection Children's Bedding - 4-Piece Twin Set,F835E52D,131.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,JoJo Designs.,,,,,,cotton,purple / pink,
2417,11287428,Sweet Jojo Designs Construction Zone Collection Children's Bedding - 4-Piece Twin Set,F835ED2D,131.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,JoJo Designs,,,,,,cotton,,
2418,11287425,Sweet Jojo Designs Treasure Cove Pirate Collection Children's Bedding - 4-Piece Twin Set,F835DD2D,131.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,JoJo Designs,,,,,,cotton,,
2419,11287440,Sweet Jojo Designs Pink and Green Flower Collection Children's Bedding - 4-Piece Twin Set,F835F52D,131.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,JoJo Designs,,,,,,cotton,green / pink,
2420,11287451,Sweet Jojo Designs Allstar Collection Children's Bedding - 4-Piece Twin Set,055B159C,131.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,JoJo Designs,,,,,,cotton,,
2421,21929656,One Grace Place - Terrific Tie Dye Full Comforter,BDCCD357,139.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,purple,
2422,21915426,One Grace Place - Jazzie Jungle Boy Full Comforter,41192131,139.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,,,
2423,21929696,One Grace Place - Puppy Pal Boy Full Comforter,CE5BC32B,139.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,blue / green,
2424,11617003,Pem America Catch A Wave 3-Piece Full/Queen Quilt Mini Set,FD646E1E,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2425,11587281,Pem America Anna's Ruffle 3-Piece Full/Queen Quilt Mini Set,011E7133,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2426,11619707,Pem America Fireman 3-Piece Full/Queen Quilt Mini Set,CBC25060,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2427,11619713,Pem America Colorful Sea 3-Piece Full/Queen Quilt Mini Set,C2DCCAD0,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2428,11619726,Pem America Trucks at Work 3-Piece Full/Queen Quilt Mini Set,FF9C8000,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2429,11619737,Pem America Flowers for Hanna 3-Piece Full/Queen Quilt Mini Set,0603BB23,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,red / pink,
2430,11619784,Pem America Fly Away 3-Piece Full/Queen Quilt Mini Set,8EC0B49E,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2431,11619799,Pem America Cowboys 3-Piece Full/Queen Quilt Mini Set,9D8514C7,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,red,
2432,11632439,Pem America Construction 3-Piece Full/Queen Quilt Mini Set,70F4E800,139.99,0,Kids' Bedding / Twin & Full Bedding,Pem America,,,,,,,cotton,,
2433,69511116,Olive Kids Game On Twin Comforter,05378647,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,,
2434,69511146,Olive Kids Pirates Comforter - Twin,110B3739,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,blue,
2435,69511196,Olive Kids Endangered Animals Comforter - Twin,2612D8C9,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,blue,
2436,69511256,Olive Kids Fairy Princess Comforter - Twin,5120E155,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,blue,
2437,54357636,Olive Kids Dinosaur Land Comforter Set - Twin,C61AF8CF,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,plush / cotton,,
2438,54606426,"Olive Kids Trains, Planes, Trucks Comforter Set - Twin",B735E6DD,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,cotton,,
2439,54606576,Olive Kids Out of this World Comforter Set - Twin,6AC9C047,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,cotton,,
2440,51756366,My Baby Sam Chevron in Aqua Twin Bedding,686A548F,159.99,0,Kids' Bedding / Twin & Full Bedding,My Baby Sam,,,,,,,,,
2441,21915386,One Grace Place - Jazzie Jungle Boy 3-Piece Twin Bedding Set,1451DE18,159.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,,
2442,21930196,One Grace Place - Puppy Pal Boy 3-Piece Twin Bedding Set,67E164F5,159.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,blue / green,
2443,69511206,Olive Kids Pirates Comforter - Full,3ED81D8C,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,blue,
2444,69511286,Olive Kids Fairy Princess Comforter - Full,8630AF2D,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,blue,
2445,69511316,Olive Kids Game On Comforter - Full,9553A45B,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,,
2446,54357716,Olive Kids Birdie Comforter Set - Full,90CA311D,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,cotton,,
2447,54606486,Olive Kids Out of this World Comforter Set - Full,1FD161C5,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,cotton,,
2448,55104276,Olive Kids Dinosaur Land Full Comforter Set,3ADCE16B,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,plush / cotton,,
2449,66464066,Pixie Baby in Aqua Twin Bedding Set,BA0701EA,179.99,0,Kids' Bedding / Twin & Full Bedding,My Baby Sam,,,,,,,,blue / pink,
2450,66327426,Sweet Potato by Glenna Jean Uptown Traffic Queen Skirt,9D0BDB3D,199.99,0,Kids' Bedding / Twin & Full Bedding,Glenna Jean,Glenna Jean Uptown,,,,,,cotton,blue,
2451,52142826,My Baby Sam Chevron In Aqua Full Bedding,07B9AA59,199.99,0,Kids' Bedding / Twin & Full Bedding,My Baby Sam,,,,,,,,,
2452,21915516,One Grace Place - Jazzie Jungle Boy 4-Piece Full Bedding Set,9F638E58,199.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,,
2453,21929806,One Grace Place - Puppy Pal Boy 4-Piece Full Bedding Set,F191C3DD,199.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,blue / green,
2454,20727376,"Pittsburgh Steelers, Troy Polamalu Biggshots Twin Comforter Set",A6D20ADE,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2455,20759056,"Dallas Cowboys, Tony Romo Biggshots Twin Comforter Set",AB5FF6FA,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2456,20759066,"Atlanta Falcons, Matt Ryan Biggshots Twin Comforter Set",B5CC16D9,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2457,20759146,"Carolina Panthers, Cam Newton Biggshots Twin Comforter Set",D2C58EC1,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2458,20759256,"Houston Texans, Arian Foster Biggshots Twin Comforter Set",FE86FEE3,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2459,20759266,"Arizona Cardinals, Larry Fitzgerald Biggshots Twin Comforter Twin",F19D7D2A,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2460,20759306,"New Orleans Saints, Drew Brees Biggshots Twin Comforter Set",08A407B8,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2461,20759426,"Detroit Lions, Matthew Stafford Biggshots Twin Comforter Set",7B43BA1F,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2462,20961606,Biggshots Washington Redskins Twin Comforter Set - Robert Griffin III,0E1D41BC,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2463,20961626,Biggshots Twin Comforter Set - Oakland Raiders Darren McFadden,16B87BFD,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2464,21027106,Biggshots San Diego Chargers - Philip Rivers Twin Comforter Set,331DF25D,223.50,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,,plush / polyester,,
2465,21929716,One Grace Place - Jazzie Jungle Boy 6-Piece Twin Bedding Set,C9FEB8AB,234.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,,
2466,21929986,One Grace Place - Puppy Pal Boy 6-Piece Twin Bedding Set,266E82BD,234.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,blue / green,
2467,29290086,Biggshots Detroit Lions - Matthew Stafford Queen Comforter Set,C8E62ECC,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,,plush / polyester,,
2468,29290116,Biggshots Oakland Raiders Queen Comforter Set - Darren McFadden,0C4DEE98,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2469,29290136,Green Bay Packers Aaron Rodgers Biggshots Full Comforter Set,051BB650,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,,plush / polyester,green,
2470,29290156,Biggshots New Orleans Saints - Drew Brees Full Comforter Set,2B761176,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,,plush / polyester,,
2471,20727406,"Houston Texans, Arian Foster Biggshot Full Comforter Set",0CC58B13,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2472,20727436,"Arizona Cardinals, Larry Fitzgerald Biggshots Full Comforter Set",717EA0AA,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2473,20727446,"Carolina Panthers, Cam Newton Biggshots Full Comforter Set",83517EF2,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2474,20759076,"New England Patriots, Tom Brady Biggshots Full Comforter Set",CC5FBF85,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2475,20759186,"Atlanta Falcons, Matt Ryan Biggshots Full Comforter Set",ED0945C3,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2476,20759236,"New York Giants, Eli Manning Biggshots Full Comforter Set",E6F731A3,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2477,20759296,"Oakland Raiders, Darren McFadden Biggshots Full Comforter Set",0AC7865C,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2478,20759376,"Dallas Cowboys, Tony Romo Biggshots Full Comforter Set",5C094537,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2479,20759386,"Detroit Lions, Matthew Stafford Biggshot Full Comforter Set",5633FA75,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2480,20759446,"San Francisco 49ers, Frank Gore Biggshots Queen Comforter Set",86628C60,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2481,20790036,"San Diego Chargers, Philip Rivers Biggshots Queen Comforter Set",D227B399,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2482,20790156,"Atlanta Falcons, Matt Ryan Biggshots Queen Comforter Set",31B430E4,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2483,20961616,Biggshots San Diego Chargers Full Set Comforter - Philip Rivers,1533D156,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2484,20961656,Biggshots Washington Redskins Full Comforter Set - Robert Griffin III,7FA58627,239.00,0,Kids' Bedding / Twin & Full Bedding,Biggshots,,,,,,BIGGS,plush / polyester,,
2485,66324786,Sweet Potato by Glenna Jean Uptown Traffic Twin Reversible Duvet,E117171D,249.99,0,Kids' Bedding / Twin & Full Bedding,Glenna Jean,Glenna Jean Uptown,,,VE,,,cotton / velvet,gray,
2486,66326996,Sweet Potato by Glenna Jean Uptown Traffic Full/Queen Reversible Duvet,711094F5,269.99,0,Kids' Bedding / Twin & Full Bedding,Glenna Jean,Glenna Jean Uptown,,,VE,,,cotton / velvet,gray,
2487,21915506,One Grace Place - Jazzie Jungle Boy 8-Piece Full Bedding Set,9D2E0F8A,279.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,,
2488,21930116,One Grace Place - Puppy Pal Boy 8-Piece Full Bedding Set,4D4143F9,279.99,1,Kids' Bedding / Twin & Full Bedding,One Grace Place,,,,,,,cotton,blue / green,
2489,61664356,Star Wars: Episode VII The Force Awakens Twin Comforter Set,9373CB3B,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,,
2490,13276937,Disney Minnie Mouse Full Bow-tique Comforter Set,DDA1FC4A,34.99,1,Kids' Bedding / Twin & Full Bedding,Disney,,,,,,,polyester,pink,
2491,24903016,Disney's Princess Shine All The Time Full Comforter Set,49E63BD1,34.99,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,polyester,,
2492,29882636,Disney Pixar Cars Twin Comforter Set,FBBB14F5,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,microfiber,,microfiber
2493,20433726,Sofia the First Princess in Training Full Comforter Set,D9AEC905,34.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,pink / purple,
2494,13365099,Disney Mickey Mouse Clubhouse Twin Comforter Set,DDC19D4A,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,cotton / polyester,red,
2495,18765006,Teenage Mutant Ninja Turtle Full Comforter,641750A7,59.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,black,
2496,41718296,Frozen Coronation Day 3 Piece Twin Comforter Set - Pink/Blue,607579EA,49.99,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,"86""","64""",,polyester,blue / pink,
2497,20144226,Disney Doc McStuffins Twin Comforter Set,0960C2ED,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,blue / pink,
2498,35596896,Disney Planes Fire & Rescue Twin Comforter Set - Blue,231A80C0,20.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,microfiber / polyester,blue,microfiber
2499,35685486,Star Wars Rebels Twin Comforter Set - Orange/Blue,AB07481B,28.98,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,microfiber / polyester,orange / blue,microfiber
2500,20005196,Doc McStuffins Full Comforter Set,614D7BA7,34.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,microfiber / polyester,blue / pink,microfiber
2501,24902976,Disney's Princess Shine All The Time Twin Comforter Set,AE79BFE4,49.99,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,polyester,,
2502,13365097,Disney Minnie Mouse Bow-Tique Twin Comforter Set,DDAF8C4A,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,cotton / polyester,pink,
2503,59871686,Marvel Avengers Twin Comforter Set,54DD240A,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,microfiber / polyester,,microfiber
2504,21331436,"Hello Kitty ""Free Time"" Twin/Full Comforter",580E9257,49.99,0,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,polyester,,
2505,18723936,"Monster High ""Ghouls Rule"" Twin Comforter",771D9E6A,59.99,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,microfiber / polyester,,microfiber
2506,24614026,NFL Twin/Full Printed Comforter - Buffalo Bills - by Northwest,8722AD49,23.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2507,35762866,Monster High Fully Charged 3 Piece Twin Comforter Set - Black/Pink,A1FB584F,31.49,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,Monster High,,,,,,polyester,black / pink,
2508,35176266,"Despicable Me Minions ""Mishap"" Twin Comforter Set - Blue",AA5DE355,31.49,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,Gru,,,,,,polyester,blue,
2509,66479416,"Lala + Bash by Duck River Textile ""Wrigley"" 2-Piece Reversible Comforter Set - Twin - Pink",DFF9CEA6,49.99,0,Kids' Bedding / Twin & Full Bedding,Duck River Textile,Duck River Textile,,,,,,microfiber,pink,microfiber
2510,18764976,Teenage Mutant Ninja Turtle Twin Comforter,2071665F,49.99,1,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,black,
2511,66479406,"Lala + Bash by Duck River Textile ""Gruden"" 3-Piece Reversible Comforter Set - Full/Queen - Navy",C0544D78,59.99,0,Kids' Bedding / Twin & Full Bedding,Duck River Textile,Duck River Textile,,,,,,microfiber,,microfiber
2512,18346446,"Mattel's Monster High ""Ghouls Rule"" Full Comforter",9738D2C1,69.99,0,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,microfiber / polyester,,microfiber
2513,3894824,Bacati Valley of Flowers Twin Comforter Set,0A38952D,89.99,0,Kids' Bedding / Twin & Full Bedding,Bacati,,,,,,,,chocolate,
2514,48190056,Aqua Peacock Full/Queen Bedding Set,3F3F200C,119.99,0,Kids' Bedding / Twin & Full Bedding,Pam Grace Creations,,,,,,,,green,
2515,54357686,Olive Kids Birdie Comforter Set - Twin,403A913B,149.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,cotton,,
2516,69511046,Olive Kids Endangered Animals Comforter - Full,EAAF399D,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,,blue,
2517,54606606,"Olive Kids Trains, Planes, Trucks Comforter Set - Full",9C05B7B6,169.99,0,Kids' Bedding / Twin & Full Bedding,Olive Kids,,,,,,,cotton,,
2518,11318799,Cotton Tale Houndstooth 3-Piece Pillow Pack,833E56D7,45.99,0,Kids' Bedding / Twin & Full Bedding,Cotton Tale,,,,,,,cotton,espresso,
2519,18763316,"Mattel's Monster High ""Glam Skullett"" Pillow",68F501DB,14.99,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,,,
2520,65313356,Dream On Me Memory Foam Children's Pillow,3719588D,22.99,0,Kids' Bedding / Twin & Full Bedding,Dream On Me,,,,,,,,,
2521,13276943,Disney Mickey Mouse Clubhouse 3-Piece Twin Sheet Set,DDC1C84A,29.99,0,Kids' Bedding / Twin & Full Bedding,Disney,,,,,,,cotton / polyester,blue,
2522,61278016,Paw Patrol No Pup Too Small Twin Sheet Set,CA43E9AF,29.99,0,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,"96""","66""",,cotton / polyester,,
2523,18764996,Teenage Mutant Ninja Turtle Twin Sheet Set,6C9F0E23,29.99,0,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,,
2524,45760096,Lavish Home Series 1200 3 Piece Twin Sheet Set - Bone,2F70B7BB,14.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2525,45760146,Lavish Home Series 1200 3 Piece Twin Sheet Set - White,4A7DA053,14.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2526,45760196,Lavish Home Series 1200 3 Piece Twin Sheet Set - Blue,6407EAE9,14.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,blue,
2527,45760246,Lavish Home Series 1200 3 Piece Twin Sheet Set - Sage,89E0300B,14.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2528,45826426,Lavish Home Series 1200 3 Piece Twin Sheet Set - Silver,91851B19,14.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2529,23372136,NFL Twin Sheet Set - Kansas City Chiefs - by Northwest,2D335D20,15.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2530,45536966,Wildlandia AR Twin Sheet Set,BDD66D63,17.49,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,The Northwest Co.,,,,,,polyester,,
2531,35176276,"Despicable Me Minions ""Mishap"" Twin Sheet Set - Blue/Yellow",CA3FE7D2,17.49,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,cotton / polyester,blue,
2532,35593576,Monster High Fully Charged 3-Piece Twin Sheet Set - Black/White,3342915A,17.49,1,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,cotton / polyester,black,
2533,23372206,NFL Twin Sheet Set - Washington Redskins - by Northwest,5DEE62C6,17.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2534,45759966,Lavish Home Series 1200 4 Piece Full Sheet Set - Bone,CB162369,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2535,45759996,Lavish Home Series 1200 4 Piece Full Sheet Set - Taupe,EBFD4869,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2536,45760016,Lavish Home Series 1200 4 Piece Full Sheet Set - White,FB8078FB,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2537,45760026,Lavish Home Series 1200 4 Piece Full Sheet Set - Tiger,FF72BF8E,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2538,45760066,Lavish Home Series 1200 4 Piece Full Sheet Set - Rust,137EB032,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2539,45760116,Lavish Home Series 1200 4 Piece Full Sheet Set - Mink,3BECA050,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2540,45760166,Lavish Home Series 1200 4 Piece Full Sheet Set - Chocolate,5002CE9C,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,chocolate,
2541,45760176,Lavish Home Series 1200 4 Piece Full Sheet Set - Blue,59D2BE69,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,blue,
2542,45760186,Lavish Home Series 1200 4 Piece Full Sheet Set - Giraffe,62F3D19E,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2543,45826416,Lavish Home Series 1200 4 Piece Full Sheet Set - Silver,B7442D60,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2544,23372056,NFL Twin Sheet Set - Tennessee Titans - by Northwest,C0EE221E,19.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2545,3894820,Bacati Flowerbasket Pink and Green Standard Case,0A38872D,19.99,0,Kids' Bedding / Twin & Full Bedding,Bacati,,,,,,,cotton,green / pink,
2546,45541276,Lavish Home Series 1200 4 Piece Full Sheet Set - Sage,144533B8,19.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,,
2547,22207146,NFL Full Sheet Set - Tennessee Titans - by Northwest,97492450,21.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2548,18763286,"Mattel's Monster High ""Ghoul Group"" Throw",02AF0BEA,24.99,0,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,Monster,,,
2549,22206976,NFL Full Sheet Set - New Orleans Saints - by Northwest,D467C169,27.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2550,22206986,NFL Full Sheet Set - Miami Dolphins,EE00ED87,27.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,,,,,,,,,
2551,22207036,NFL Full Sheet Set - Oakland Raiders - by Northwest,13E4A747,27.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2552,22207066,NFL Full Sheet Set - Indianapolis Colts - by Northwest,27DE9799,27.98,1,Kids' Bedding / Twin & Full Bedding,Northwest Company,Northwest,,,,,,,,
2553,11279229,Sweet Jojo Designs Treasure Cove Pirate Collection Pillow Sham,4949A3AD,27.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,,,,,,,cotton,,
2554,11287409,Sweet Jojo Designs Funky Zebra Collection Pillow Sham,A9974380,27.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,,,,,,,,,
2555,11279230,Sweet Jojo Designs Pretty Pony Collection Pillow Sham,4949A5AD,27.99,0,Kids' Bedding / Twin & Full Bedding,Sweet JoJo Designs,,,,,,,cotton,,
2556,61707906,Peanuts Twin Sheet Set,091A710E,29.99,0,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,cotton / polyester,red,
2557,45760076,Lavish Home Solid Color Bed Quilt - Twin - Chocolate,15A43FE4,29.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,chocolate,
2558,45760106,Lavish Home Solid Color Bed Quilt - Twin - Blue,3A723190,29.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,blue,
2559,45760156,Lavish Home Solid Color Bed Quilt - Twin - Ivory,5ED3002A,29.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,polyester,,
2560,21331356,"Mattel's Barbie ""Barbie Ballet"" Twin Sheet Set",D34C058A,29.99,0,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,polyester,,
2561,12761737,Naturepedic Organic Cotton Pillowcase - Standard,7B4A6CB5,29.99,0,Kids' Bedding / Twin & Full Bedding,Naturepedic,,,,,,,cotton,,
2562,45760056,Lavish Home Solid Color Bed Quilt - Twin - Purple,0CD5FC7E,29.99,0,Kids' Bedding / Twin & Full Bedding,Trademark Games,,,,,,,,purple,
2563,24903026,Disney's Princess Shine All The Time Twin Sheet Set,859B67ED,29.99,0,Kids' Bedding / Twin & Full Bedding,Franco Mfg,,,,,,,,,
2564,33024276,Twin Pink Sheet Set,6F6ABDE1,29.99,0,Kids' Bedding / Twin & Full Bedding,Pam Grace Creations,,,,,,,,pink,
2565,33024256,Green Twin Sheet Set,45AF1CCB,29.99,0,Kids' Bedding / Twin & Full Bedding,Pam Grace Creations,,,,,,,,green,
2566,20005066,Doc McStuffins Twin Sheet Set,EF75D6E5,29.99,0,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,pink / purple,
2567,20433706,Sofia the First Princess in Training Twin Sheet Set,BE29A255,29.99,0,Kids' Bedding / Twin & Full Bedding,Jay Franco & Sons Inc.,,,,,,,polyester,purple / gold / pink,
