ID,Title,UsedPrice,NewPrice,Author,ISBN10,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC1563,A Spy in the House(Agency (Paperback)),$3.98,$7.85,Y. S. Lee,076365289X,9780763652890,Candlewick Press (MA),"Feb. 8th, 2011",335,5.54 x 8.25 x 0.95 inches
HC1564,Henry Franks,$5.79,$7.24,Peter Adam Salomon,0738733369,9780738733364,Flux,"Sep. 8th, 2012",288,5.10 x 7.90 x 0.70 inches
HC1565,Skeleton Man,$3.98,$7.72,Joseph Bruchac,0064408884,9780064408882,HarperTrophy,"Aug. 5th, 2003",114,5.08 x 7.66 x 0.30 inches
HC1566,Babe & Me(Baseball Card Adventures (Paperback)),$3.98,$7.83,Dan Gutman,0380805049,9780380805044,HarperCollins,"Mar. 5th, 2002",176,5.12 x 7.66 x 0.47 inches
HC1567,I Am Number Four(Lorien Legacies),$3.98,$10.97,Pittacus Lore,006211655X,9780062116550,Harper,"Aug. 23rd, 2011",440,5.30 x 7.90 x 1.50 inches
HC1568,The Fallen and Leviathan(Fallen (Paperback)),$3.98,$11.61,Thomas E. Sniegoski,1442408626,9781442408623,Simon Pulse,"Mar. 9th, 2010",517,5.60 x 8.20 x 1.45 inches
HC1569,"Sex, Puberty, and All That Stuff",$5.79,$11.54,Jacqui Bailey,0764129929,9780764129926,Barron's Educational Series,"Aug. 1st, 2004",112,7.50 x 9.90 x 0.40 inches
HC1570,Puberty Boy,$3.98,$17.54,Geoff Price,1741145635,9781741145632,Allen & Unwin Academic,"Jul. 1st, 2006",122,8.60 x 8.38 x 0.35 inches
HC1571,The Queen of Attolia(Thief of Eddis (Paperback)),$3.98,$8.48,Megan Whalen Turner,0060841826,9780060841829,Eos,"Jan. 24th, 2006",362,5.46 x 7.22 x 0.85 inches
HC1572,Stranger with My Face,$3.98,,Lois Duncan,0440983568,9780440983569,Laurel Leaf Library,"Aug. 31st, 1990",256,4.28 x 6.98 x 0.68 inches
HC1573,The Curse of the Campfire Weenies,$3.98,$7.73,David Lubar,0765357712,9780765357717,Starscape Books,"Aug. 1st, 2008",207,5.50 x 7.54 x 0.56 inches
HC1574,Tintin and the Picaros(Adventures of Tintin (Paperback)),$6.88,$11.41,Herge,0316358495,9780316358491,"Little, Brown Books for Young Readers","May. 30th, 1978",62,8.70 x 11.32 x 0.17 inches
HC1575,Glass Houses(Morganville Vampires (Mass Market)),$3.98,$8.43,Rachel Caine,0451219945,9780451219947,Signet Book,"Oct. 3rd, 2006",247,6.88 x 6.72 x 0.70 inches
HC1576,The Mockingbirds,$3.98,$9.91,Daisy Whitney,0316090549,9780316090544,"Little, Brown Books for Young Readers","Jan. 2nd, 2012",368,5.40 x 8.20 x 1.10 inches
HC1577,Soup,$3.98,$8.66,Robert Newton Peck,0679892613,9780679892618,Yearling Books,"Nov. 17th, 1998",112,5.16 x 7.59 x 0.34 inches
HC1578,Darkness Before Dawn,$4.48,$115.20,J. A. London,006202065X,9780062020659,Harper Teen,"May. 29th, 2012",272,
HC1579,Cornered,$3.98,$108.84,Rhoda Belleza,0762444282,9780762444281,Running Press Kids,"Jul. 3rd, 2012",383,5.20 x 7.90 x 1.10 inches
HC1580,100 Most Disgusting Things on the Planet,$3.98,$9.17,Anna Claybourne,0545197759,9780545197755,Scholastic Paperbacks,"Jan. 1st, 2010",112,5.10 x 9.10 x 0.40 inches
HC1581,The Fallen(Bluford (Quality)),$3.98,,Paul Langan,0545391148,9780545391146,Scholastic Paperbacks,"Jan. 1st, 2012",133,4.10 x 6.60 x 0.50 inches
HC1582,The Farthest Shore(Earthsea Cycle),$4.48,$6.88,Ursula K. Le Guin,144245993X,9781442459939,Atheneum Books for Young Readers,"Sep. 11th, 2012",288,
HC1583,Beach Blondes(Summer Novels),$5.79,$11.01,Katherine Applegate,141696133X,9781416961338,Simon Pulse,"May. 6th, 2008",721,5.19 x 7.71 x 1.96 inches
HC1584,Oh My Gods!(Mythlopedia),$5.79,$12.41,Megan E. Bryant,1606310585,9781606310588,Franklin Watts,"Sep. 1st, 2009",128,7.25 x 9.06 x 0.31 inches
HC1585,From the Mouth of Elijah(Children of the Bard),$9.48,$16.10,Bryan Davis,0899578810,9780899578811,Living Ink Books,"Aug. 13th, 2012",512,6.08 x 9.03 x 1.28 inches
HC1586,The Thief of Always,$5.79,$14.62,Clive Barker,0064409945,9780064409940,HarperTrophy,"Feb. 28th, 2002",224,5.08 x 7.60 x 0.52 inches
HC1587,Stargirl (Stargirl),$12.03,$12.03,Jerry Spinelli,1594378150,9781594378157,Alfaguara,"Jan. 1st, 2004",224,5.20 x 7.90 x 0.60 inches
HC1588,To Catch a Pirate,$5.48,$125.43,Jade Parker,0439026946,9780439026949,Scholastic,"May. 31st, 2007",230,4.26 x 6.78 x 0.64 inches
HC1589,Heart of a Shepherd,$3.98,$8.44,Rosanne Parry,0375848037,9780375848032,Yearling Books,"Jul. 13th, 2010",161,5.10 x 7.60 x 0.50 inches
HC1590,Gossip Girl(Gossip Girl Novels (Paperback)),$3.98,$11.99,Cecily Von Ziegesar,0316910333,9780316910330,Poppy Books,"Apr. 1st, 2002",208,5.35 x 8.03 x 0.62 inches
HC1591,The Year of the Hangman,$3.98,$8.44,Gary L. Blackwood,0142400785,9780142400784,Speak,"Feb. 9th, 2004",261,4.66 x 6.70 x 0.66 inches
HC1592,Revolution News(History News (Candlewick)),$4.48,$9.25,Christopher Maynard,0763612952,9780763612955,Candlewick Press (MA),"Sep. 1st, 2001",32,8.48 x 11.05 x 0.17 inches
HC1593,February(Conspiracy 365),$3.98,$117.69,Gabrielle Lord,161067104X,9781610671040,Kane/Miller Book s,"Jan. 1st, 2012",183,4.90 x 7.70 x 0.60 inches
HC1594,The Big Nothing,$3.98,$10.48,Adrian Fogelin,1561453889,9781561453887,Peachtree s,"Oct. 1st, 2006",235,6.74 x 8.30 x 0.64 inches
HC1595,Middleworld(Jaguar Stones),$3.98,$10.90,Jon Voelkel,1606840711,9781606840719,Egmont USA,"Apr. 27th, 2010",415,5.24 x 7.66 x 1.02 inches
HC1596,Princess in Waiting(Princess Diaries (Quality)),$5.79,$5.79,Meg Cabot,0060096098,9780060096090,HarperTrophy,Unknown,259,4.18 x 6.76 x 0.79 inches
HC1597,The Trojan War,$5.79,$8.48,Olivia E. Coolidge,0618154280,9780618154289,Houghton Mifflin Harcourt (HMH),"Oct. 29th, 2001",256,5.51 x 8.26 x 0.69 inches
HC1598,Egghead,$7.44,$11.62,Caroline Pignat,0889953996,9780889953994,Red Deer Press,"Apr. 15th, 2008",173,6.38 x 7.58 x 0.52 inches
HC1599,El Dador = The Giver(Punto de Encuentro (Editorial Everest)),$79.43,$126.02,Lois Lowry,8424159535,9788424159535,Lectorum Publications,"Jul. 8th, 1996",172,5.45 x 8.22 x 0.57 inches
HC1600,Webster's Dictionary for Students,$3.98,$129.70,Inc. Merriam-Webster,1596950935,9781596950931,Federal Street Press,"May. 31st, 2010",499,5.10 x 7.60 x 1.30 inches
HC1601,Ashes of Twilight(Ashes of Twilight - Trilogy),$3.98,$7.11,Kassy Tayler,0312641788,9780312641788,St. Martin's Griffin,"Nov. 13th, 2012",320,
HC1602,Looks,$3.98,$8.62,Madeleine George,0142414190,9780142414194,Speak,"May. 28th, 2009",240,5.40 x 8.10 x 0.80 inches
HC1603,"Somebody, Please Tell Me Who I Am",$4.48,$6.86,Harry Mazer,1416938966,9781416938965,Simon & Schuster Books for Young Readers,"Feb. 5th, 2013",160,
HC1604,Story of a Girl,$3.98,$9.97,Sara Zarr,0316014540,9780316014540,"Little, Brown Young Readers","Feb. 1st, 2008",192,5.64 x 8.24 x 0.60 inches
HC1605,March(Conspiracy 365),$4.48,$122.33,Gabrielle Lord,1610671058,9781610671057,Kane/Miller Book s,"Jan. 1st, 2012",181,5.00 x 7.80 x 0.60 inches
HC1606,Shooting the Moon,$3.98,$9.26,Frances O'Roark Dowell,1416979867,9781416979869,Atheneum Books for Young Readers,"Dec. 29th, 2009",192,5.26 x 7.66 x 0.51 inches
HC1607,Years of Dust,$4.98,$7.31,Albert Marrin,0142425796,9780142425794,Puffin Books,"Oct. 11th, 2012",128,
HC1608,National Geographic Student Atlas of the World Revised Edition(National Geographic Student Atlas of the World (Quality)),$5.79,$6.72,National Geographic Society,0792271785,9780792271789,National Geographic Society,Unknown,144,8.54 x 10.90 x 0.38 inches
HC1609,Under the Same Sky,$3.98,$9.17,Cynthia C. DeFelice,0374480656,9780374480653,Square Fish,"Apr. 8th, 2005",224,5.26 x 7.64 x 0.53 inches
HC1610,"The Shadow Children, the Complete Series(Shadow Children)",$24.49,$39.76,Margaret Peterson Haddix,1442468645,9781442468641,Simon & Schuster Books for Young Readers,"Oct. 23rd, 2012",1424,
HC1611,The Ultimate Guide to Your Microscope,$5.48,$10.99,Shar Levine,1402743297,9781402743290,Sterling,"Mar. 4th, 2008",143,8.52 x 10.02 x 0.36 inches
HC1612,Night World #02(Night World (Special Bind-Up Reissues)),$6.48,$11.18,L. J. Smith,1416974512,9781416974512,Simon Pulse,"Nov. 18th, 2008",662,5.40 x 8.20 x 1.70 inches
HC1613,Sabriel(Abhorsen Trilogy (Paperback)),$5.79,$9.98,Garth Nix,0064471837,9780064471831,HarperTrophy,"Aug. 23rd, 1997",496,4.18 x 6.78 x 1.10 inches
HC1614,Edge Chronicles(Edge Chronicles (Quality)),$3.98,$129.70,Chris Riddell,0440420873,9780440420873,Bluefire,"May. 13th, 2008",288,5.23 x 7.56 x 0.72 inches
HC1615,Mas Alla de Mi = Reaching Out,$8.79,$8.79,Francisco Jimenez,0547250312,9780547250311,Graphia Books,"Sep. 1st, 2009",214,4.90 x 6.90 x 0.60 inches
HC1616,The Maze(Avon Camelot Books (Paperback)),$5.79,$7.75,Will Hobbs,038072913X,9780380729135,HarperTrophy,"Aug. 1st, 1999",256,5.15 x 7.50 x 0.72 inches
HC1617,A Girl Named Disaster,$5.79,,Nancy Farmer,0140386351,9780140386356,Puffin Books,"Mar. 1st, 1998",309,5.13 x 7.77 x 0.89 inches
HC1618,"Dicey's Song(Tillerman Cycle, the Tillerman Cycle)",$3.98,$9.64,Cynthia Voigt,0689863624,9780689863622,Aladdin Paperbacks,"Jul. 31st, 2003",368,5.18 x 7.62 x 1.00 inches
HC1619,Abarat,$5.79,,Clive Barker,0064407330,9780064407335,HarperTrophy,Unknown,388,6.40 x 9.26 x 1.01 inches
HC1620,101 Great Science Experiments,$3.98,$8.44,Neil Ardley,0756619181,9780756619183,DK Publishing (Dorling Kindersley),"Apr. 1st, 2006",119,8.58 x 10.71 x 0.33 inches
HC1621,H.I.V.E.(H.I.V.E.),$3.98,$9.87,Mark Walden,141693572X,9781416935728,Simon & Schuster Books for Young Readers,"Jan. 29th, 2008",320,5.26 x 7.66 x 0.86 inches
HC1622,The War in Iraq(24/7: Behind the Headlines Special Editions),$9.10,$127.24,Inc. Scholastic,0531220036,9780531220030,Scholastic,"Mar. 1st, 2009",64,5.90 x 8.80 x 0.20 inches
HC1623,Will at the Battle of Gettysburg 1863(Boys of Wartime (Paperback)),$4.98,$9.33,Laurie Calkhoven,0142419877,9780142419878,Puffin Books,"Feb. 16th, 2012",230,5.08 x 7.80 x 0.69 inches
HC1624,Seventeen Ultimate Guide to Style,$3.98,$18.55,Ann Shoket,0762441933,9780762441938,Running Press Book s,"Jul. 5th, 2011",187,9.50 x 10.40 x 0.60 inches
HC1625,The Fifth of March(Great Episodes (Paperback)),$3.98,$9.17,Ann Rinaldi,0152050787,9780152050788,Gulliver Books,"Mar. 1st, 2004",333,4.58 x 6.78 x 0.97 inches
HC1626,Invincible(Chronicles of Nick),$7.99,$11.00,Sherrilyn Kenyon,0312603274,9780312603274,St. Martin's Griffin,"Mar. 13th, 2012",420,5.50 x 8.20 x 1.30 inches
HC1627,Saint Louis Armstrong Beach,$3.98,$8.69,Brenda Woods,0142421863,9780142421864,Puffin Books,"Sep. 13th, 2012",420,
HC1628,Fang Girl,$3.98,$5.79,Helen Keeble,0062082256,9780062082251,Harper Teen,"Sep. 11th, 2012",352,
HC1629,Sumo,$3.98,$7.74,Thien Pham,159643581X,9781596435810,First Second,"Dec. 11th, 2012",112,
HC1630,Gathering Blue,$3.98,$6.91,Lois Lowry,0547904142,9780547904146,Graphia Books,"Mar. 5th, 2013",256,
HC1631,The Wizard Heir,$3.98,$11.03,Cinda Williams Chima,1423104889,9781423104889,Hyperion Books for Children,"Jun. 1st, 2008",458,5.71 x 8.19 x 0.99 inches
HC1632,Little Rock Girl 1957(Captured History),$9.32,$9.32,Shelley Tougas,0756545129,9780756545123,Compass Point Books,"Aug. 1st, 2011",64,8.90 x 10.00 x 0.20 inches
HC1633,Draw 50 Animals(Draw 50),$3.98,$8.00,Lee J. Ames,0385195192,9780385195195,Broadway Books,"Mar. 12th, 1985",64,8.76 x 12.41 x 0.18 inches
HC1634,The Black Island(Tintin Young Readers Editions),$3.98,$9.97,Herge,0316133876,9780316133876,"Little, Brown Books for Young Readers","Jan. 10th, 2012",96,6.00 x 8.80 x 0.50 inches
HC1635,Three Black Swans,$5.79,$13.43,Caroline B. Cooney,0385738684,9780385738682,Ember,"Mar. 27th, 2012",288,5.40 x 8.10 x 0.80 inches
HC1636,Ninth Grade Slays(Chronicles of Vladimir Tod (Quality)),$3.98,$9.35,Heather Brewer,0142413429,9780142413425,Puffin Books,"Jan. 22nd, 2009",278,5.50 x 8.22 x 0.77 inches
HC1637,If a Tree Falls at Lunch Period,$3.98,$9.17,Gennifer Choldenko,0152066446,9780152066444,Houghton Mifflin Harcourt (HMH),"Apr. 6th, 2009",216,5.17 x 7.54 x 0.63 inches
HC1638,Defiance,$3.98,$11.14,Valerie Hobbs,0312535813,9780312535810,Square Fish,"May. 26th, 2009",126,5.10 x 7.40 x 0.60 inches
HC1639,Brigands M.C.(Cherub),$3.98,$12.32,Robert Muchamore,0340956461,9780340956465,Hodder & Stoughton,"May. 6th, 2010",432,5.10 x 7.70 x 1.10 inches
HC1640,Sudden Flash Youth(Karen and Michael Braziller Books),$11.25,$11.39,Christine Perkins-Hazuka,0892553715,9780892553716,Persea Books,"Dec. 15th, 2011",211,6.54 x 8.24 x 0.58 inches
HC1641,The Lost City of Faar(Pendragon (Quality)),$5.79,$10.60,D. J. MacHale,0743437322,9780743437325,Aladdin Paperbacks,"Jan. 1st, 2003",400,5.13 x 7.66 x 1.12 inches
HC1642,"Izzy, Willy-Nilly",$3.98,$8.71,Cynthia Voigt,1416903399,9781416903390,Simon Pulse,"May. 17th, 2005",336,4.22 x 7.06 x 0.93 inches
HC1643,Where the Lilies Bloom,$3.98,$9.85,Vera Cleaver,0064470059,9780064470056,HarperTrophy,"Oct. 6th, 1989",224,4.17 x 7.01 x 0.53 inches
HC1644,Autumn(Miki Falls),$3.98,$9.89,Mark Crilley,0060846186,9780060846183,Harper Teen,"Sep. 25th, 2007",176,5.08 x 7.42 x 0.56 inches
HC1645,Beastly,$3.98,$10.61,Alex Flinn,0061998664,9780061998669,Harper Teen,"Dec. 29th, 2009",304,5.25 x 8.00 x 0.85 inches
HC1646,Sing Down the Moon(Laurel-Leaf Historical Fiction),$3.98,,Scott O'Dell,0440979757,9780440979753,Laurel Leaf Library,"Mar. 31st, 1997",121,4.68 x 6.78 x 0.36 inches
HC1647,Kit's Wilderness,$3.98,$8.44,David Almond,0440416051,9780440416050,Laurel Leaf Library,"Sep. 11th, 2001",229,4.22 x 6.86 x 0.70 inches
HC1648,Last Breath(Morganville Vampires),$6.98,$11.27,Rachel Caine,0451235800,9780451235800,New American Library,"Apr. 3rd, 2012",368,5.54 x 8.19 x 0.81 inches
HC1649,The River Between Us,$5.79,$8.45,Richard Peck,0142403105,9780142403105,Puffin Books,"Apr. 21st, 2005",164,5.41 x 8.39 x 0.50 inches
HC1650,Shadow of a Bull,$3.98,$8.43,Maia Wojciechowska,1416933956,9781416933953,Aladdin Paperbacks,"Feb. 1st, 2007",151,5.21 x 7.61 x 0.46 inches
HC1651,Running Scared(Mysteries in Our National Parks (Paperback)),$5.79,$7.04,Gloria Skurzynski,1426301820,9781426301827,National Geographic Society,"Oct. 14th, 2008",155,5.10 x 7.40 x 0.60 inches
HC1652,Wicked Lovely(Wicked Lovely (Paper)),$3.98,$10.00,Melissa Marr,0061214671,9780061214677,Harper Teen,"Apr. 29th, 2008",328,5.36 x 8.08 x 0.84 inches
HC1653,Skeleton Key(Alex Rider Graphic Novels),$3.98,$13.34,Anthony Horowitz,0399254188,9780399254185,Philomel Books,"Nov. 12th, 2009",328,6.26 x 8.94 x 0.36 inches
HC1654,My Bucketfilling Journal,$7.36,$8.51,Carol McCloud,1933916796,9781933916798,Ferne Press,"Feb. 1st, 2011",328,6.20 x 8.70 x 0.30 inches
HC1655,How to Rock Braces and Glasses(How to Rock),$3.98,$6.60,Meg Haston,0316068241,9780316068246,Poppy Books,"Sep. 4th, 2012",352,
HC1656,Criss Cross,$5.48,$8.47,Lynne Rae Perkins,0060092742,9780060092740,HarperTrophy,"Dec. 26th, 2007",337,5.24 x 7.62 x 0.79 inches
HC1657,The Body Finder,$4.98,$10.71,Kimberly Derting,0061779830,9780061779831,Harper,"Feb. 15th, 2011",329,5.38 x 8.00 x 0.90 inches
HC1658,Frightful's Mountain,$3.98,$8.47,Jean Craighead George,0141312351,9780141312354,Puffin Books,"May. 21st, 2001",258,5.14 x 7.74 x 0.75 inches
HC1659,Ablaze,$10.84,$121.92,Colleen Swaim,076482029X,9780764820298,Liguori Publications,"Jul. 1st, 2011",132,5.50 x 8.10 x 0.50 inches
HC1660,Before You Meet Prince Charming,$5.79,$15.70,Sarah Mally,0971940541,9780971940543,Tomorrow's Forefathers Inc,"May. 1st, 2007",259,6.00 x 8.90 x 0.60 inches
HC1661,Corrie Ten Boom(Christian Heroes: Then & Now),$5.79,$12.01,Janet Benge,1576581365,9781576581360,YWAM Publishing,"Sep. 1st, 1998",208,5.34 x 8.12 x 0.56 inches
HC1662,Scorpions,$3.98,$9.85,Walter Dean Myers,0064470660,9780064470667,HarperTrophy,"Apr. 25th, 1990",224,4.17 x 6.99 x 0.52 inches
HC1663,Lioness Rampant(Song of the Lioness (Paperback)),$4.98,$10.10,Tamora Pierce,1442427663,9781442427662,Atheneum Books for Young Readers,"Apr. 19th, 2011",368,5.52 x 8.25 x 0.92 inches
HC1664,Purple Heart,$3.98,$10.58,Patricia McCormick,0061730920,9780061730924,Balzer & Bray/Harperteen,"Feb. 15th, 2011",199,5.40 x 8.20 x 0.50 inches
HC1665,Out of the Deep(Mysteries in Our National Parks (Unnumbered)),$5.79,$7.04,Gloria Skurzynski,1426302517,9781426302510,National Geographic Society,"May. 13th, 2008",157,5.22 x 7.59 x 0.43 inches
HC1666,If I Grow Up,$5.80,$10.69,Todd Strasser,1416994432,9781416994435,Simon & Schuster Children's Publishing,"Feb. 23rd, 2010",222,5.40 x 8.10 x 0.80 inches
HC1667,The Winter Room,$5.48,,Gary Paulsen,0545085349,9780545085342,Apple Signature (Scholastic),"Jan. 1st, 2009",103,5.20 x 7.30 x 0.50 inches
HC1668,Blackwater(Harper Trophy Books (Paperback)),$3.98,$7.72,Eve Bunting,0064408906,9780064408905,HarperTrophy,"Aug. 8th, 2000",160,5.36 x 7.50 x 0.38 inches
HC1669,The Sky Is Everywhere,$7.13,$9.99,Jandy Nelson,0142417807,9780142417805,Speak,"Mar. 22nd, 2011",275,5.62 x 8.19 x 0.85 inches
HC1670,Forgotten Fire,$3.98,$9.27,Adam Bagdasarian,0440229170,9780440229179,Laurel Leaf Library,"Apr. 9th, 2002",304,4.09 x 7.31 x 0.81 inches
HC1671,The Cruisers(Cruisers (Quality)),$3.98,$7.55,Walter Dean Myers,043991633X,9780439916332,Scholastic Press,"Jul. 1st, 2011",144,5.34 x 7.65 x 0.38 inches
HC1672,Peter and the Sword of Mercy(Starcatchers (Paperback)),$5.79,$10.91,Dave Barry,1423130707,9781423130703,Hyperion Books,"Jan. 18th, 2011",515,5.33 x 7.58 x 1.12 inches
HC1673,Nelson Mandela(DK Biography (Paperback)),$3.98,$7.97,Laaren Brown,0756621097,9780756621094,DK Publishing (Dorling Kindersley),"Aug. 1st, 2006",128,6.00 x 7.98 x 0.35 inches
HC1674,Colibri(Readers Circle (Laurel-Leaf)),$3.98,$7.73,Ann Cameron,0440420520,9780440420521,Laurel Leaf Library,"Sep. 13th, 2005",227,4.24 x 6.92 x 0.73 inches
HC1675,The Way of the Warrior(Young Samurai (Quality)),$3.98,$120.44,Chris Bradford,142311986X,9781423119869,Hyperion Books,"Feb. 16th, 2010",359,5.22 x 7.62 x 0.91 inches
HC1676,The Girl Who Was on Fire,$3.98,$12.69,Leah Wilson,1936661586,9781936661589,Smart Pop,"Jan. 17th, 2012",261,5.57 x 8.23 x 0.67 inches
HC1677,Chicken Soup for the Teenage Soul on Tough Stuff(Chicken Soup for the Soul (Paperback Health Communications)),$6.48,,Jack Canfield,155874942X,9781558749429,Chicken Soup for the Soul,"Oct. 18th, 2001",400,5.52 x 8.52 x 0.91 inches
HC1678,The Burn Journals,$3.98,$14.09,Brent Runyon,1400096421,9781400096428,Vintage Books USA,"Oct. 11th, 2005",325,5.30 x 8.00 x 0.72 inches
HC1679,Donuthead,$3.98,$7.73,Sue Stauffacher,0440419344,9780440419341,Dell Yearling,"Jun. 28th, 2005",144,5.19 x 7.63 x 0.44 inches
HC1680,Truth(Chasing Yesterday (Paperback)),$3.98,$166.56,Robin Wasserman,0439933420,9780439933421,Scholastic Paperbacks,"Sep. 30th, 2007",235,5.56 x 7.56 x 0.64 inches
HC1681,Mars Trilogy,$3.98,$11.09,Edgar Rice Burroughs,1442423870,9781442423879,Simon & Schuster Books for Young Readers,"Feb. 7th, 2012",689,5.40 x 8.20 x 2.00 inches
HC1682,The Hallowed Ones,$4.48,$10.02,Laura Bickle,0547859260,9780547859262,Graphia Books,"Sep. 25th, 2012",320,
HC1683,"September 11, 2011",$6.89,$13.04,Wilborn Hampton,0763657670,9780763657673,Candlewick Press (MA),"Aug. 23rd, 2011",169,7.40 x 8.90 x 0.60 inches
HC1684,"Brighter Child English & Grammar, Grade 6(Brighter Child Workbooks Brighter Child English & Grammar Wo)",$8.98,$14.71,School Specialty Publishing,076967626X,9780769676265,Brighter Child,"Mar. 1st, 2006",80,8.42 x 10.76 x 0.20 inches
HC1685,Dark Sons,$3.98,$9.87,Nikki Grimes,0310721458,9780310721451,Zondervan,"Aug. 17th, 2010",190,5.40 x 8.50 x 0.60 inches
HC1686,Terrier(Beka Cooper (Paperback)),$3.98,$10.83,Tamora Pierce,0375838163,9780375838163,Random House Books for Young Readers,"Oct. 23rd, 2007",582,5.53 x 8.21 x 1.31 inches
HC1687,The Clay Marble(Sunburst Book),$3.98,$9.16,Minfong Ho,0374412294,9780374412296,Farrar Straus Giroux,"Sep. 1st, 1993",163,5.30 x 7.62 x 0.46 inches
HC1688,The Day of the Pelican,$3.98,$9.15,Katherine Paterson,0547406274,9780547406275,Houghton Mifflin Harcourt (HMH),"Sep. 20th, 2010",145,5.30 x 7.64 x 0.39 inches
HC1689,The Last Little Blue Envelope,$3.98,$9.16,Maureen Johnson,0061976814,9780061976810,Harper Teen,"Apr. 24th, 2012",288,5.29 x 7.99 x 0.71 inches
HC1690,Olive's Ocean,$3.98,$8.49,Kevin Henkes,0060535458,9780060535452,HarperTrophy,"Apr. 26th, 2005",217,5.16 x 7.64 x 0.61 inches
HC1691,Chicken Soup for the Girl's Soul(Chicken Soup for the Soul (Paperback Health Communications)),$3.98,$5.79,Jack Canfield,0757303137,9780757303135,Chicken Soup for the Soul,"Sep. 7th, 2005",345,5.54 x 8.60 x 0.85 inches
HC1692,The Hunted(Mysteries in Our National Parks (Paperback)),$3.98,$7.23,Gloria Skurzynski,1426300956,9781426300950,National Geographic Society,"Oct. 9th, 2007",157,5.30 x 7.64 x 0.42 inches
HC1693,Sexpectations Girl/Sexpectations Boy,$3.98,$7.95,Leissa Pitts,1741751438,9781741751437,Allen & Unwin Australia,"Jun. 1st, 2012",224,6.60 x 9.00 x 0.70 inches
HC1694,Click,$3.98,$123.93,Nick Hornby,0439411394,9780439411394,Scholastic Paperbacks,"Apr. 30th, 2010",217,5.42 x 7.96 x 0.43 inches
HC1695,The Adventures of Tintin(Adventures of Tintin (Paperback)),$4.48,$11.39,Herge,0316358312,9780316358316,"Little, Brown Books for Young Readers","Jun. 30th, 1974",62,8.68 x 11.63 x 0.22 inches
HC1696,Obernewtyn(Obernewtyn Chronicles the Obernewtyn Chronicles),$3.98,$8.44,Isobelle Carmody,0375857672,9780375857676,Random House Books for Young Readers,"Dec. 9th, 2008",244,4.10 x 6.70 x 0.80 inches
HC1697,"Phantom, Evil Thirst, Creatures of Forever(Thirst (Paperback))",$6.48,$11.62,Christopher Pike,1416983090,9781416983095,Simon Pulse,"Jan. 5th, 2010",581,5.50 x 8.10 x 1.40 inches
HC1698,"By the Time You Read This, I'll Be Dead",$4.98,$10.65,Julie Anne Peters,1423130219,9781423130215,Hyperion Books,"May. 17th, 2011",200,5.30 x 8.20 x 0.60 inches
HC1699,The Tombs of Atuan(Earthsea Cycle),$3.98,$9.15,Ursula K. Le Guin,0689845367,9780689845369,Simon Pulse,"Sep. 1st, 2001",192,4.19 x 7.01 x 0.49 inches
HC1700,Escape from Fear(Mysteries in Our National Parks (Paperback)),$3.98,$7.05,Gloria Skurzynski,1426301812,9781426301810,National Geographic Society,"Oct. 14th, 2008",158,5.20 x 7.40 x 0.50 inches
HC1701,Teens Cook,$5.79,$18.25,Megan Carle,1580085849,9781580085847,Ten Speed Press,"May. 1st, 2004",146,7.64 x 11.24 x 0.41 inches
HC1702,A Corner of the Universe,$5.79,$8.92,Ann Matthews Martin,0439388813,9780439388818,Scholastic Paperbacks,"Jan. 1st, 2004",189,5.40 x 7.60 x 0.53 inches
HC1703,Interworld,$5.79,$10.58,Neil Gaiman,0061238988,9780061238987,Eos,"Apr. 29th, 2008",239,5.44 x 7.64 x 0.55 inches
HC1704,Lost(Magic Thief (Paper)),$3.98,$9.25,Sarah Prineas,0061375926,9780061375927,HarperCollins,"Apr. 27th, 2010",391,5.80 x 7.00 x 1.30 inches
HC1705,Healing Your Grieving Heart for Teens(Healing Your Grieving Heart),$7.99,$11.96,Alan D. Wolfelt,1879651238,9781879651234,Companion Press (CO),"Apr. 1st, 2001",128,5.40 x 8.40 x 0.40 inches
HC1706,"The Roman, the Twelve and the King(Epic Order of the Seven)",$8.55,$14.34,Jenny L. Cote,0899577911,9780899577913,Living Ink Books,"Sep. 10th, 2012",512,6.00 x 9.00 x 1.50 inches
HC1707,"Spice & Wolf, Volume 4(Spice and Wolf)",$10.20,$12.73,Isuna Hasekura,0759531080,9780759531086,Yen Press,"Jun. 28th, 2011",249,5.64 x 8.27 x 0.72 inches
HC1708,An Acceptable Time(Madeleine L'Engle's Time Quintet),$3.98,$8.49,Madeleine L'Engle,0312368585,9780312368586,Square Fish,"May. 1st, 2007",373,5.28 x 7.64 x 1.01 inches
HC1709,Closer(Tunnels Books (Quality)),$3.98,$11.55,Roderick Gordon,0545201160,9780545201162,Chicken House,"Mar. 1st, 2012",560,5.20 x 7.50 x 1.60 inches
HC1710,The Gift of the Magi(Aladdin Picture Books),$3.98,$9.14,O. Henry,0689817010,9780689817014,Aladdin Paperbacks,"Oct. 1st, 1997",26,7.98 x 9.64 x 0.10 inches
HC1711,Pride and Prejudice(Puffin Classics (Paperback)),$3.98,$7.99,Jane Austen,0140373373,9780140373370,Puffin Books,"Oct. 1st, 1995",384,5.04 x 7.94 x 0.74 inches
