ID,Title,Price,Author,ISBN13,Publisher,Publication_Date,Pages,Dimensions
BN1707,Crash (Visions Series #1),$9.81 ,Lisa McMann,9781442405912,Simon Pulse,8/6/13,233,5.50(w) x 8.25(h) x 0.60(d)
BN1708,Breaking Beautiful,$8.99 ,Jennifer Shaw Wolf,9780802734402,Walker & Company,2/18/14,384,5.40(w) x 8.20(h) x 1.10(d)
BN1709,Slawter (Demonata Series #3),$8.99 ,Darren Shan,9780316013888,"Little, Brown Books for Young Readers",11/1/07,240,5.50(w) x 8.25(h) x 0.75(d)
BN1710,Desires of the Dead (Body Finder Series #2),$7.85 ,Kimberly Derting,9780061779862,HarperCollins Publishers,4/17/12,384,5.30(w) x 7.90(h) x 1.30(d)
BN1711,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson Series #1)",$9.99 ,Louise Rennison,9780064472272,HarperCollins Publishers,3/20/01,272,5.10(w) x 7.90(h) x 0.70(d)
BN1712,Necropolis (The Gatekeepers Series #4),$7.92 ,Anthony Horowitz,9780439680066,"Scholastic, Inc.",4/1/11,400,5.10(w) x 7.70(h) x 1.20(d)
BN1713,Boundless,$9.99 ,Cynthia Hand,9780061996214,HarperCollins Publishers,12/23/13,448,9.60(w) x 6.40(h) x 1.40(d)
BN1714,Resurrection (Wicked Series #5),$8.45 ,Nancy Holder,9781416972273,Simon Pulse,7/7/09,416,5.10(w) x 7.60(h) x 1.20(d)
BN1715,The Naming (Pellinor Series #1),$9.24 ,Alison Croggon,9780763631628,Candlewick Press,3/14/06,528,5.50(w) x 7.90(h) x 1.60(d)
BN1716,Trickster's Choice (Trickster Series #1),$9.99 ,Tamora Pierce,9780375828799,Random House Children's Books,9/28/04,448,5.50(w) x 8.13(h) x 1.17(d)
BN1717,Sorcery and Cecelia or the Enchanted Chocolate Pot,$7.99 ,Patricia C. Wrede,9780152053000,Houghton Mifflin Harcourt,9/28/04,336,4.50(w) x 7.00(h) x 0.89(d)
BN1718,"Beach Blondes: June Dreams, July's Promise, August Magic (Summer Series)",$9.08 ,Katherine Applegate,9781416961338,Simon Pulse,5/6/08,736,5.10(w) x 7.60(h) x 2.10(d)
BN1719,This Is Not a Test,$9.99 ,Courtney Summers,9780312656744,St. Martin's Press,6/19/12,336,5.40(w) x 8.10(h) x 0.90(d)
BN1720,Origins (The Vampire Diaries: Stefan's Diaries Series #1),$9.99 ,L. J. Smith,9780062003935,HarperCollins Publishers,11/2/10,237,5.30(w) x 7.90(h) x 0.70(d)
BN1721,Signs Point to Yes,$9.99 ,Sandy Hall,9781250066008,Feiwel & Friends,10/20/15,288,
BN1722,Epic Fail,$9.99 ,Claire LaZebnik,9780061921261,HarperCollins Publishers,8/2/11,304,5.31(w) x 8.00(h) x 0.68(d)
BN1723,Shadow Falls: The Beginning: Born at Midnight and Awake at Dawn,$9.57 ,C. C. Hunter,9781250036827,St. Martin's Press,3/5/13,800,5.40(w) x 8.20(h) x 1.50(d)
BN1724,Steck-Vaughn Core Skills Mathematics: Workbook Grade 7,$9.99 ,Houghton Mifflin Harcourt,9780544268258,Houghton Mifflin Harcourt,10/29/13,160,8.10(w) x 10.60(h) x 0.50(d)
BN1725,Mockingjay: Movie Tie-In Edition (Hunger Games Series #3),$8.82 ,Suzanne Collins,9780545788298,"Scholastic, Inc.",9/30/14,400,5.30(w) x 8.00(h) x 0.90(d)
BN1726,The Wave,$6.99 ,Todd Strasser,9780440993711,Random House Children's Books,9/28/81,144,4.25(w) x 6.88(h) x 0.38(d)
BN1727,Pathfinder (Pathfinder Series #1),$10.79 ,Orson Scott Card,9781416991793,Simon Pulse,10/4/11,672,5.40(w) x 8.20(h) x 1.70(d)
BN1728,Runner,$8.99 ,Carl Deuker,9780618735051,Houghton Mifflin Harcourt,4/23/07,224,5.50(w) x 8.00(h) x 0.59(d)
BN1729,The Lottery Rose,$6.99 ,Irene Hunt,9780425182796,Penguin Publishing Group,1/28/02,192,5.28(w) x 7.70(h) x 0.56(d)
BN1730,You Don't Know Me,$9.99 ,David Klass,9780312653026,Square Fish,9/14/10,288,6.96(w) x 11.08(h) x 0.76(d)
BN1731,Solanin,$15.78 ,Inio Asano,9781421523217,VIZ Media LLC,10/21/08,432,8.24(w) x 5.74(h) x 1.26(d)
BN1732,Divergent Movie Tie-in Edition (Divergent Series #1),$7.67 ,Veronica Roth,9780062289858,HarperCollins Publishers,2/11/14,576,5.30(w) x 7.80(h) x 1.50(d)
BN1733,Lady Thief (Scarlet Series #2),$9.99 ,A. C. Gaughen,9780802737885,Bloomsbury USA,4/14/15,336,5.40(w) x 8.20(h) x 1.10(d)
BN1734,Her Dark Curiosity (Madman's Daughter Series #2),$8.99 ,Megan Shepherd,9780062128065,HarperCollins Publishers,12/23/14,448,5.31(w) x 8.00(h) x 1.12(d)
BN1735,The Brothers K,$12.99 ,David James Duncan,9780553378498,Random House Publishing Group,6/28/96,656,5.26(w) x 8.17(h) x 1.40(d)
BN1736,"The Manual to Manhood: How to Cook the Perfect Steak, Change a Tire, Impress a Girl & 97 Other Skills You Need to Survive",$12.15 ,Jonathan Catherman,9780800722296,Baker Publishing Group,3/18/14,288,5.90(w) x 8.80(h) x 0.70(d)
BN1737,Anya's Ghost,$9.99 ,Vera Brosgol,9781250040015,Square Fish,3/25/14,240,5.50(w) x 8.10(h) x 0.60(d)
BN1738,Locked in Time,$9.00 ,Lois Duncan,9780316099028,"Little, Brown Books for Young Readers",10/3/11,272,5.40(w) x 8.10(h) x 0.80(d)
BN1739,The Drowned Cities,$9.07 ,Paolo Bacigalupi,9780316056229,"Little, Brown Books for Young Readers",5/7/13,434,5.50(w) x 8.25(h) x 1.25(d)
BN1740,Star Wars Splinter of the Mind's Eye,$7.99 ,Alan Dean Foster,9780345320230,Random House Publishing Group,3/28/86,304,4.19(w) x 6.86(h) x 0.83(d)
BN1741,Such a Pretty Girl,$10.96 ,Laura Wiess,9781416521839,MTV Books,1/2/07,224,5.00(w) x 7.00(h) x 0.60(d)
BN1742,Gasp (Visions Series #3),$9.99 ,Lisa McMann,9781442466319,Simon Pulse,12/9/14,304,8.20(w) x 5.50(h) x 0.90(d)
BN1743,Never Have I Ever (Lying Game Series #2),$9.99 ,Sara Shepard,9780061869730,HarperCollins Publishers,7/31/12,336,5.36(w) x 7.80(h) x 0.80(d)
BN1744,Leap Day,$7.81 ,Wendy Mass,9780316058285,"Little, Brown Books for Young Readers",9/6/06,208,5.50(w) x 8.25(h) x 0.59(d)
BN1745,Killers of the Dawn (Cirque Du Freak Series #9),$8.35 ,Darren Shan,9780316106542,"Little, Brown Books for Young Readers",5/10/06,224,5.24(w) x 7.60(h) x 0.63(d)
BN1746,Star Wars The New Jedi Order #15: Force Heretic I: Remnant,$7.99 ,Sean Williams,9780345428707,Random House Publishing Group,2/4/03,432,4.17(w) x 6.88(h) x 1.15(d)
BN1747,Ocean of Blood (Saga of Larten Crepsley Series #2),$8.99 ,Darren Shan,9780316078672,"Little, Brown Books for Young Readers",4/10/12,272,5.56(w) x 8.24(h) x 0.72(d)
BN1748,Star Wars The New Jedi Order #13: Traitor,$7.19 ,Matthew Stover,9780345428653,Random House Publishing Group,7/30/02,320,6.88(w) x 10.88(h) x 0.87(d)
BN1749,Hidden: A Firelight Novel,$8.35 ,Sophie Jordan,9780061935138,HarperCollins Publishers,9/10/13,288,5.20(w) x 7.90(h) x 0.80(d)
BN1750,Dead Is the New Black (Dead Is Series #1),$7.99 ,Marlene Perez,9780152064082,Houghton Mifflin Harcourt,9/1/08,208,5.00(w) x 6.90(h) x 0.70(d)
BN1751,Star Wars X-Wing #8: Isard's Revenge,$7.99 ,Michael A. Stackpole,9780553579031,Random House Publishing Group,4/13/99,336,6.78(w) x 11.10(h) x 0.95(d)
BN1752,Star Wars The New Rebellion,$7.14 ,Kristine Kathryn Rusch,9780553574142,Random House Publishing Group,9/28/97,532,4.17(w) x 7.18(h) x 0.91(d)
BN1753,Wicked Day (Arthurian Saga Series #4),$14.09 ,Mary Stewart,9780060548285,HarperCollins Publishers,5/6/03,432,5.31(w) x 8.00(h) x 0.97(d)
BN1754,The Curiosities: A Collection of Stories,$9.52 ,Maggie Stiefvater,9781467716239,Lerner Publishing Group,1/1/14,291,6.50(w) x 9.60(h) x 0.90(d)
BN1755,Unmasked,$9.99 ,L. J. Smith,9781477823354,Amazon Publishing,5/6/14,302,5.40(w) x 8.20(h) x 0.90(d)
BN1756,Froi of the Exiles (Lumatere Chronicles Series),$7.96 ,Melina Marchetta,9780763662608,Candlewick Press,2/12/13,608,5.90(w) x 8.90(h) x 1.70(d)
BN1757,Storm (Brigid Kemmerer's Elemental Series #1),$9.95 ,Brigid Kemmerer,9780758272812,Kensington,5/1/12,432,5.50(w) x 8.20(h) x 1.30(d)
BN1758,Victories (Shadow Grail Series #4),$9.44 ,Mercedes Lackey,9780765317643,Tom Doherty Associates,4/22/14,256,5.50(w) x 8.16(h) x 0.71(d)
BN1759,The Sword and the Flame (Dragon King Trilogy #3),$7.87 ,Stephen R. Lawhead,9781595549594,"Nelson, Thomas, Inc.",5/31/11,368,5.40(w) x 8.30(h) x 1.10(d)
BN1760,The Promise of Amazing,$9.27 ,Robin Constantine,9780062279491,HarperCollins Publishers,3/24/15,400,5.20(w) x 7.90(h) x 1.10(d)
BN1761,Eon,$9.72 ,Alison  Goodman,9780142417119,Penguin Young Readers Group,8/31/10,576,8.50(w) x 11.06(h) x 1.41(d)
BN1762,Firestarter,$7.99 ,Stephen King,9780451167804,Penguin Publishing Group,8/1/81,416,4.19(w) x 6.88(h) x 0.88(d)
BN1763,Supersized Book of Sudoku,$12.49 ,Frank Longo,9781454915003,Puzzlewright,2/17/15,864,5.10(w) x 7.00(h) x 1.80(d)
BN1764,Painless Vocabulary,$9.99 ,Michael Greenberg,9780764147142,"Barron's Educational Series, Incorporated",8/1/11,304,6.00(w) x 8.90(h) x 0.70(d)
BN1765,The Gathering Storm: Book Twelve of the Wheel of Time,$16.08 ,Robert Jordan,9780765337832,Tom Doherty Associates,3/31/15,784,6.10(w) x 9.20(h) x 1.50(d)
BN1766,Everyday Leadership: Attitudes and Actions for Respect and Success (A guidebook for teens),$9.99 ,Mariam G. MacGregor,9781575422121,"Free Spirit Publishing, Inc.",10/31/06,144,7.00(w) x 9.10(h) x 0.50(d)
BN1767,Zen and the Art of Faking It,$9.99 ,Jordan Sonnenblick,9780439837095,"Scholastic, Inc.",1/1/10,272,4.98(w) x 7.08(h) x 0.56(d)
BN1768,145th Street: Short Stories,$9.99 ,Walter Dean Myers,9780307976109,Random House Children's Books,2/14/12,160,5.40(w) x 8.20(h) x 0.60(d)
BN1769,Messy,$9.00 ,Heather Cocks,9780316098281,"Little, Brown Books for Young Readers",7/2/13,359,5.82(w) x 8.08(h) x 0.98(d)
BN1770,The Story of My Life,$6.99 ,Helen Keller,9781512092974,CreateSpace Publishing,5/8/15,78,6.00(w) x 9.00(h) x 0.16(d)
BN1771,With Every Drop of Blood,$6.99 ,Christopher Collier,9780440219835,Random House Children's Books,12/28/96,256,4.19(w) x 6.88(h) x 0.69(d)
BN1772,Free to Fall,$9.99 ,Lauren Miller,9780062199812,HarperCollins Publishers,5/12/15,496,5.70(w) x 8.20(h) x 1.40(d)
BN1773,Ripper,$9.99 ,Stefan Petrucha,9780142424186,Penguin Young Readers Group,4/4/13,432,5.40(w) x 8.10(h) x 1.50(d)
BN1774,Star Wars The Jedi Academy #3: Champions of the Force,$7.09 ,Kevin J. Anderson,9780553298024,Random House Publishing Group,9/28/94,336,4.19(w) x 6.88(h) x 0.90(d)
BN1775,Caucasia: A Novel,$12.41 ,Danzy Senna,9781573227162,Penguin Publishing Group,2/28/99,432,5.20(w) x 8.00(h) x 0.86(d)
BN1776,The Unbound (Archived Series #2),$9.99 ,Victoria Schwab,9781423194644,Disney-Hyperion,1/6/15,368,5.50(w) x 8.20(h) x 0.90(d)
BN1777,The Body Finder (Body Finder Series #1),$8.99 ,Kimberly Derting,9780061779831,HarperCollins Publishers,2/15/11,352,5.30(w) x 7.80(h) x 1.00(d)
BN1778,The Cardturner,$9.99 ,Louis Sachar,9780385736633,Random House Children's Books,10/11/11,352,8.22(w) x 5.54(h) x 0.76(d)
BN1779,Marlfox (Redwall Series #11),$8.99 ,Brian Jacques,9780441006939,Penguin Publishing Group,1/28/00,384,6.72(w) x 10.90(h) x 1.04(d)
BN1780,Princess of the Silver Woods,$9.99 ,Jessica Day George,9781619631267,Bloomsbury USA,12/10/13,352,5.50(w) x 8.20(h) x 1.10(d)
BN1781,The Clique (Clique Series #1),$9.99 ,Lisi Harrison,9780316701297,"Little, Brown Books for Young Readers",5/28/04,224,5.12(w) x 7.62(h) x 0.62(d)
BN1782,Hush,$9.99 ,Eishes Chayil,9780802723321,Walker & Company,2/28/12,368,5.40(w) x 8.10(h) x 1.20(d)
BN1783,Cascade (River of Time Series),$9.99 ,Lisa T. Bergren,9781434764317,"Cook, David C",6/1/11,416,5.50(w) x 8.20(h) x 1.20(d)
BN1784,The Captive (Part 2) and The Power (Secret Circle Series #2-3),$9.99 ,L. J. Smith,9780061671357,HarperCollins Publishers,12/23/08,416,5.30(w) x 7.98(h) x 0.84(d)
BN1785,Ablaze: Stories of Daring Teen Saints,$12.67 ,Colleen Swaim,9780764820298,Liguori Publications,7/1/11,144,5.50(w) x 8.10(h) x 0.40(d)
BN1786,Star Wars The Black Fleet Crisis #1: Before The Storm,$7.99 ,Michael P. Kube-Mcdowell,9780553572735,Random House Publishing Group,3/28/96,320,4.21(w) x 6.85(h) x 0.68(d)
BN1787,School Spirits,$9.99 ,Rachel Hawkins,9781423148500,Disney-Hyperion,5/20/14,304,5.40(w) x 8.20(h) x 0.70(d)
BN1788,Hades (Halo Trilogy #2),$8.01 ,Alexandra Adornetto,9781250010308,Square Fish,8/21/12,448,5.60(w) x 8.02(h) x 1.18(d)
BN1789,Jessica Rules the Dark Side (Jessica's Guide Series #2),$6.93 ,Beth Fantaskey,9780547851747,Houghton Mifflin Harcourt,1/8/13,320,5.62(w) x 8.10(h) x 0.76(d)
BN1790,Untold (Lynburn Legacy Series #2),$9.99 ,Sarah Rees Brennan,9780375871047,Random House Children's Books,8/26/14,400,5.40(w) x 8.10(h) x 1.00(d)
BN1791,Frenzy (Dreamhouse Kings Series #6),$9.99 ,Robert Liparulo,9781595548948,"Nelson, Thomas, Inc.",11/30/10,340,5.40(w) x 8.30(h) x 1.00(d)
BN1792,Timescape (Dreamhouse Kings Series #4),$8.45 ,Robert Liparulo,9781595548931,"Nelson, Thomas, Inc.",11/30/10,308,5.40(w) x 8.40(h) x 1.00(d)
BN1793,Pendragon (Pendragon Cycle Series #4),$7.99 ,Stephen R. Lawhead,9780380717576,HarperCollins Publishers,8/28/08,448,4.18(w) x 6.75(h) x 1.12(d)
BN1794,Angel Burn (Angel Trilogy Series #1),$8.99 ,L. A. Weatherly,9780763658465,Candlewick Press,12/27/11,464,5.56(w) x 8.52(h) x 1.25(d)
BN1795,The Pirate's Wish,$9.99 ,Cassandra R. Clarke,9781908844286,Watkins Media,6/18/13,336,5.10(w) x 7.70(h) x 1.00(d)
BN1796,Fairest: Levana's Story (Lunar Chronicles Series),$9.99 ,Marissa Meyer,9781250073556,Square Fish,2/2/16,288,
BN1797,Skin and Bones,$9.99 ,Sherry Shahan,9780807574010,"Whitman, Albert & Company",3/1/15,272,5.40(w) x 8.20(h) x 0.80(d)
BN1798,The Giver Movie Tie-In Edition,$9.99 ,Lois Lowry,9780544340688,Houghton Mifflin Harcourt,7/1/14,256,5.40(w) x 8.10(h) x 0.90(d)
BN1799,Now and Forever,$9.27 ,Susane Colasanti,9780147511393,Penguin Young Readers Group,5/5/15,304,5.40(w) x 8.30(h) x 0.90(d)
BN1800,One Moment in Time (Moment of Truth Series #2),$9.99 ,Lauren Barnholdt,9780062321411,HarperCollins Publishers,6/16/15,304,5.31(w) x 8.00(h) x 0.68(d)
BN1801,Palace of Mirrors (Palace Chronicles Series #2),$9.99 ,Margaret Peterson Haddix,9781481420228,Simon & Schuster Books For Young Readers,4/7/15,304,5.50(w) x 9.10(h) x 1.10(d)
BN1802,The Rise and Fall of a Theater Geek,$9.99 ,Seth Rudetsky,9780449816721,Random House Children's Books,6/23/15,288,5.40(w) x 8.22(h) x 0.43(d)
BN1803,The Taking (The Taking Series #1),$7.32 ,Kimberly Derting,9780062293619,HarperCollins Publishers,4/28/15,384,7.90(w) x 5.30(h) x 1.30(d)
BN1804,The Beach,$13.03 ,Alex Garland,9781573226523,Penguin Publishing Group,2/28/98,448,5.14(w) x 7.95(h) x 0.95(d)
BN1805,The Curse of the Wendigo,$7.99 ,Rick Yancey,9781481425490,Saga Press,3/31/15,464,4.20(w) x 6.90(h) x 1.20(d)
BN1806,I Never Promised You a Rose Garden,$6.99 ,Joanne Greenberg,9780312943592,St. Martin's Press,12/30/08,304,4.10(w) x 6.70(h) x 0.90(d)
BN1807,Ball Don't Lie,$7.99 ,Matt de la Pe��a,9780385734257,Random House Children's Books,3/13/07,288,5.37(w) x 8.00(h) x 0.65(d)
BN1808,Sarny: A Life Remembered,$6.99 ,Gary Paulsen,9780440219736,Random House Children's Books,8/28/99,192,4.26(w) x 6.88(h) x 0.51(d)
BN1809,"The PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma",$12.09 ,Libbi Palmer,9781608823215,New Harbinger Publications,11/1/12,160,7.80(w) x 9.90(h) x 0.20(d)
BN1810,Homeboyz,$7.53 ,Alan Lawrence Sitomer,9781423100317,Disney-Hyperion,9/2/08,304,5.40(w) x 8.10(h) x 0.70(d)
BN1811,Keeper,$6.99 ,Mal Peet,9780763632861,Candlewick Press,2/13/07,240,5.23(w) x 7.60(h) x 0.69(d)
BN1812,Don't Turn Around (Don't Turn Around Series #1),$8.26 ,Michelle Gagnon,9780062102911,HarperCollins Publishers,7/9/13,336,5.48(w) x 7.86(h) x 0.78(d)
BN1813,Half Brother,$9.99 ,Kenneth Oppel,9780545229265,"Scholastic, Inc.",7/1/12,384,5.20(w) x 7.90(h) x 0.80(d)
BN1814,Downriver,$7.99 ,Will Hobbs,9781442445475,Atheneum Books for Young Readers,7/10/12,208,5.10(w) x 7.50(h) x 0.70(d)
BN1815,The Island of Dr. Moreau,$4.95 ,H. G. Wells,9780553214321,Random House Publishing Group,5/28/94,160,4.17(w) x 6.88(h) x 0.36(d)
BN1816,Star Wars The New Jedi Order #3: Dark Tide II: Ruin,$7.99 ,Michael A. Stackpole,9780345428561,Random House Publishing Group,6/6/00,304,4.20(w) x 6.90(h) x 0.82(d)
BN1817,Star Wars The Clone Wars: Wild Space,$10.92 ,Karen Miller,9780345509017,Random House Publishing Group,12/9/08,352,5.50(w) x 8.20(h) x 0.90(d)
BN1818,"Streams to the River, River to the Sea",$6.99 ,Scott O'Dell,9780618966424,Houghton Mifflin Harcourt,5/5/08,208,4.19(w) x 6.88(h) x 0.53(d)
BN1819,The Amber Spyglass (His Dark Materials Series #3),$7.99 ,Philip Pullman,9780440418566,Random House Children's Books,5/27/03,560,5.19(w) x 7.63(h) x 1.25(d)
BN1820,Poison,$9.99 ,Bridget Zinn,9781423153306,Disney-Hyperion,3/11/14,288,5.40(w) x 8.20(h) x 0.70(d)
BN1821,Chasing Brooklyn,$7.95 ,Lisa Schroeder,9781416991748,Simon Pulse,4/19/11,432,4.90(w) x 6.90(h) x 1.10(d)
BN1822,Enna Burning,$9.99 ,Shannon Hale,9781582349060,Bloomsbury USA,9/19/06,336,5.10(w) x 7.76(h) x 0.99(d)
BN1823,The Declaration,$7.23 ,Gemma Malley,9781599902951,Bloomsbury USA,9/2/08,320,4.90(w) x 7.70(h) x 1.00(d)
BN1824,Prized (Birthmarked Trilogy Series #2),$8.02 ,Caragh M. O'Brien,9781250010315,Square Fish,9/4/12,400,8.10(w) x 5.50(h) x 1.20(d)
BN1825,Rogue (Croak Series #3),$8.99 ,Gina Damico,9780544108844,Houghton Mifflin Harcourt,9/10/13,336,5.68(w) x 8.04(h) x 0.88(d)
BN1826,Shadows,$7.99 ,John Saul,9780553560275,Random House Publishing Group,5/28/93,393,4.20(w) x 6.80(h) x 1.00(d)
BN1827,Star Wars The New Jedi Order #16: Force Heretic II: Refugee,$7.19 ,Sean Williams,9780345428714,Random House Publishing Group,4/29/03,416,4.18(w) x 6.84(h) x 1.09(d)
BN1828,The Girl in the Steel Corset (Steampunk Chronicles Series),$9.99 ,Kady Cross,9780373210701,Harlequin,4/17/12,480,5.40(w) x 8.10(h) x 1.30(d)
BN1829,Guardian of the Gate (Prophecy of the Sisters Series #2),$8.51 ,Michelle Zink,9780316027403,"Little, Brown Books for Young Readers",7/13/11,368,5.40(w) x 8.10(h) x 1.10(d)
BN1830,Best Friends for Never (Clique Series #2),$7.23 ,Lisi Harrison,9780316701310,"Little, Brown Books for Young Readers",9/30/04,208,5.25(w) x 7.50(h) x 0.75(d)
BN1831,Back and Deader Than Ever (Monster High Series #4),$7.47 ,Lisi Harrison,9780316186674,"Little, Brown Books for Young Readers",5/14/13,237,5.50(w) x 8.25(h) x 0.75(d)
BN1832,As Easy as Falling Off the Face of the Earth,$9.99 ,Lynne Rae Perkins,9780061870927,HarperCollins Publishers,4/10/12,384,5.31(w) x 8.00(h) x 0.86(d)
BN1833,"The Morganville Vampires, Volume 1",$9.99 ,Rachel Caine,9780451230546,Penguin Publishing Group,11/3/09,480,5.40(w) x 8.10(h) x 1.10(d)
BN1834,Skinny,$7.30 ,Ibi Kaslik,9780802797384,Walker & Company,12/26/07,256,5.50(w) x 8.10(h) x 0.80(d)
BN1835,Darkness Before Dawn (Darkness Before Dawn Series #1),$9.99 ,J. A. London,9780062020659,HarperCollins Publishers,5/29/12,342,5.20(w) x 7.90(h) x 1.10(d)
BN1836,How to Eat a Poem: A Smorgasbord of Tasty and Delicious Poems for Young Readers,$3.00 ,Ted Kooser,9780486451596,Dover Publications,3/10/06,96,5.10(w) x 8.10(h) x 0.40(d)
BN1837,Sugar and Spice (L. A. Candy Series #3),$9.99 ,Lauren Conrad,9780061767630,HarperCollins Publishers,4/5/11,288,7.82(w) x 5.40(h) x 0.76(d)
BN1838,Gallagher Girls 3-book pbk boxed set,$18.10 ,Ally Carter,9781423136798,Disney-Hyperion,9/28/10,832,6.94(w) x 11.30(h) x 1.93(d)
BN1839,Dark Visions: The Strange Power; The Possessed; The Passion,$9.99 ,L. J. Smith,9781416989561,Simon Pulse,9/8/09,752,5.52(w) x 8.26(h) x 1.93(d)
BN1840,97 Things to Do Before You Finish High School,$8.48 ,Erika Stalder,9780979017308,Zest,11/1/07,208,6.50(w) x 6.50(h) x 0.70(d)
BN1841,In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber (Bloody Jack Adventure Series #4),$9.99 ,L. A. Meyer,9780152061661,Houghton Mifflin Harcourt,1/17/11,528,5.50(w) x 8.25(h) x 1.31(d)
BN1842,The Melancholy of Haruhi Suzumiya (Haruhi Suzumiya Series #1),$13.04 ,Nagaru Tanigawa,9780316039024,"Little, Brown Books for Young Readers",4/1/09,224,5.40(w) x 8.20(h) x 2.70(d)
BN1843,Megan Meade's Guide to the McGowan Boys,$7.81 ,Kate Brian,9781416900313,Simon & Schuster Books For Young Readers,9/5/06,288,5.50(w) x 8.25(h) x 0.80(d)
BN1844,"The Morganville Vampires, Volume 2",$9.99 ,Rachel Caine,9780451232892,Penguin Publishing Group,9/28/10,464,5.40(w) x 8.10(h) x 1.00(d)
BN1845,Jessica's Guide to Dating on the Dark Side (Jessica's Guide Series #1),$7.03 ,Beth Fantaskey,9780547259406,Houghton Mifflin Harcourt,1/18/10,354,5.50(w) x 8.20(h) x 1.10(d)
BN1846,Crave (Clann Series#1),$8.18 ,Melissa Darnell,9780373210350,Harlequin,10/25/11,432,5.40(w) x 8.20(h) x 1.20(d)
BN1847,Mean Girls: Facing Your Beauty Turned Beast,$12.15 ,Hayley DiMarco,9780800732936,Baker Publishing Group,10/1/08,192,5.40(w) x 8.40(h) x 0.60(d)
BN1848,"Jesus of History, Christ of Faith",$20.25 ,Thomas Zanzig,9780884895305,Saint Mary's Press,3/28/00,335,8.50(w) x 10.40(h) x 0.60(d)
BN1849,The Moonstone: A Novel,$12.99 ,Wilkie Collins,9780062227317,HarperCollins Publishers,7/1/14,560,5.31(w) x 8.00(h) x 0.89(d)
BN1850,The Nine Lives of Chloe King: The Fallen; The Stolen; The Chosen,$10.27 ,Liz Braswell,9781442435704,Simon Pulse,6/7/11,784,5.50(w) x 8.30(h) x 1.90(d)
BN1851,The Vanishing Game,$9.99 ,Kate Kae Myers,9781619631274,Bloomsbury USA,11/11/14,384,7.70(w) x 5.10(h) x 1.10(d)
BN1852,Welcome to the Dark House (Dark House Series #1),$9.99 ,Laurie Faria Stolarz,9781423194729,Disney Press,6/23/15,384,8.20(w) x 5.50(h) x 0.90(d)
BN1853,Everybody Sees the Ants,$8.16 ,A. S. King,9780316129275,"Little, Brown Books for Young Readers",9/18/12,320,5.40(w) x 8.20(h) x 0.90(d)
BN1854,The Goddess Test,$9.99 ,Aim��e Carter,9780373210268,Harlequin,4/19/11,304,5.30(w) x 8.20(h) x 0.90(d)
BN1855,Autumn Falls,$9.07 ,Bella Thorne,9780385744348,Random House Children's Books,7/28/15,240,8.20(w) x 11.60(h) x 0.50(d)
BN1856,Under the Spotlight (Jamieson Brothers Series #3),$8.99 ,Angie Stanton,9780062272607,HarperCollins Publishers,5/5/15,400,5.31(w) x 8.00(h) x 0.90(d)
BN1857,The Rogue Crew (Redwall Series #22),$7.73 ,Brian Jacques,9781937007485,Penguin Publishing Group,4/24/12,368,6.70(w) x 4.10(h) x 1.10(d)
BN1858,A Death in the Family,$14.00 ,James Agee,9780143115847,Penguin Publishing Group,9/28/08,320,5.00(w) x 7.70(h) x 0.60(d)
BN1859,"The Greatest Dot-to-Dot Book in the World, Book 2",$6.95 ,David Kalvitis,9780970043719,Monkeying Around,6/28/01,48,8.30(w) x 10.80(h) x 0.40(d)
BN1860,A Different Mirror for Young People: A History of Multicultural America,$12.63 ,Ronald Takaki,9781609804169,Seven Stories Press,10/16/12,384,5.58(w) x 7.82(h) x 1.01(d)
BN1861,A Treasury of Miracles for Teens: True Stories of God's Presence Today,$9.93 ,Karen Kingsbury,9781455558865,FaithWords,4/14/15,192,5.25(w) x 8.25(h) x 0.50(d)
BN1862,"The Greatest Dot-to-Dot Book in the World, Book 3",$6.95 ,David Kalvitis,9780970043726,Monkeying Around,8/1/02,48,8.46(w) x 11.02(h) x 0.26(d)
BN1863,Rookie Yearbook One,$22.30 ,Tavi Gevinson,9781595148261,Penguin Young Readers Group,10/21/14,352,10.70(w) x 8.90(h) x 0.60(d)
BN1864,Now Is the Time for Running,$8.19 ,Michael Williams,9780316077880,"Little, Brown Books for Young Readers",3/12/13,233,5.50(w) x 8.25(h) x 0.75(d)
BN1865,Impulse,$8.02 ,Steven Gould,9780765366023,Tom Doherty Associates,2/25/14,384,4.10(w) x 6.70(h) x 1.30(d)
BN1866,"Marie Antoinette, Serial Killer",$8.63 ,Katie Alender,9780545468107,"Scholastic, Inc.",8/26/14,304,5.20(w) x 7.90(h) x 0.70(d)
BN1867,Freedom's Ransom (Catteni Series #4),$7.09 ,Anne McCaffrey,9780441010202,Penguin Publishing Group,1/28/03,304,4.20(w) x 6.80(h) x 0.80(d)
BN1868,The Tragedy Paper,$9.99 ,Elizabeth LaBan,9780307930484,Random House Children's Books,2/11/14,320,5.50(w) x 8.10(h) x 1.00(d)
BN1869,Freedom's Choice (Freedomi Series #2),$6.92 ,Anne McCaffrey,9780441005314,Penguin Publishing Group,6/28/98,336,4.19(w) x 6.75(h) x 0.88(d)
