Label,Beer Name,Brew Factory Name,Style,ABV
B2863,40 Arpent Red Beans & Rice Ale,40 Arpent Brewing Company,Amber Ale,-
B2864,Horse Thief Hollow Roscoe Red Ale,Horse Thief Hollow Brewing,Amber Ale,-
B2866,Wild Earth Ponderosa Belgian Red Ale,Wild Earth Brewing,Belgian Ale,6.50%
B2867,Rare Bird Her Name Was Amber Ale,Rare Bird Brewery,Amber Ale,4.80%
B2868,5 Paddles Charred Remains,5 Paddles Brewing Company,Old Ale,8%
B287,Struise Rosse,De Struise Brouwers,Belgian Ale,6%
B2873,Charleston Brewing Forever Amber,Charleston Brewing Company &#40;WV&#41;,Amber Ale,5.60%
B2875,Flat Tail Red Bush Sour Double Wit,Flat Tail Brewing Company,Witbier,7.50%
B2876,Adventure Second Ascent Double IPA,Adventure Brewing Company,Imperial IPA,9%
B2877,Malmö Lord of Myrcene,Malmö Brygghus,American Strong Ale,7%
B2878,Chilly Water Rust Never Sleeps Amber,Chilly Water Brewing Company,Amber Ale,5.70%
B288,Gotlands Sleepy Bulldog Creamy Amber Ale,Gotlands Bryggeri &#40;Spendrups&#41;,Cream Ale,4.80%
B2880,Black Royal Red,Tarricone,Amber Lager/Vienna,5.80%
B2881,Barley Johns Grandpa_s Amber Ale,Barley Johns Brew Pub,Amber Ale,6.30%
B2882,Alpha Project British Amber,Alpha Project,Amber Ale,6%
B2883,559 Bourbon Barrel Ale &#40;BBA&#41;,W Brewing / 559 Brewing,American Strong Ale,8%
B2884,Three Monkeys Tres Vaqueros Amber Ale,Three Monkeys Brewing Company,Amber Ale,5.50%
B2885,Redds Sun &#40;Romanian&#41;,Ursus Breweries  &#40;SABMiller&#41;,Radler/Shandy,4.50%
B2887,Snake River Babeforce United Red Ale,Snake River Brewing Co.,Sour Red/Brown,5.90%
B2888,Pitchers Sunset Amber,Pitchers Brewery & Sports Shack,Amber Ale,5.50%
B289,Solemn Oath Man vs. Internet,Solemn Oath Brewery,Belgian Strong Ale,9%
B2890,Birrart Mos_ka Torrada,Cerveceria Birrart,Amber Ale,6%
B2891,Pinglehead Omelet,Pinglehead Brewing Co. / Brewer_s Pizza,Spice/Herb/Vegetable,9.30%
B2892,Y Market Craft Heart Red,Y Market Brewing,Amber Ale,5.50%
B2894,14th Star 1493,14th Star Brewing Company,American Pale Ale,6%
B2898,51 North Monkeying Around Barley Wine,51 North Brewing Company,Barley Wine,9.50%
B2899,Out There Celestial Love,Out There,Premium Bitter/ESB,5.10%
B29,Adur St. Cuthmans Red Wheelbarrow,Adur,Belgian Strong Ale,10.50%
B290,Frankenmuth Christmas Town Ale,Frankenmuth Brewery,Brown Ale,6%
B2901,Boatyard Sunset Amber,Boatyard Brewing Co.,Amber Ale,6.80%
B2902,Basil Ts Rocket Red Ale,Basil Ts &#40;Red Bank&#41;,Amber Ale,5%
B2903,Hideout Red Curry Ale,The Hideout Brewing Company,Amber Ale,-
B2904,Andrews Leatherwood Red,Andrews Brewing Company,Amber Ale,5.60%
B2905,Cigar City Brewpub Redner,Cigar City Brewing,Amber Ale,6.60%
B2906,Kinetic Infrared Imperial Red Ale,Kinetic Brewing Company,American Strong Ale,9.30%
B2907,Moorhouses Amber Rambler,Moorhouses,Premium Bitter/ESB,4.80%
B2908,Barrelhead Indie Amber,J.W. Sweetman,Amber Ale,4.80%
B2909,Anthem Festivus,Anthem Brewing Company,Spice/Herb/Vegetable,8.10%
B291,Empire Amber Ale,Empire Brewing Company,Amber Ale,5.50%
B2911,BullDog American Bully Amber,BullDog Brewery,Amber Ale,5%
B2912,38 State ColorAmber Amber Ale,38 State Brewing Company,Amber Ale,4.30%
B2914,Barrier Craven Belgian Red,Barrier Brewing Company,Belgian Ale,-
B2915,Brass Castle The Maltings 8 Hundred,Brass Castle,Imperial Stout,8%
B2916,Big Horse Little Red Rooster,Big Horse Brewing,Amber Ale,-
B2917,Rusty Scupper Amber Ale,Miller Brewing Company &#40;MillerCoors&#41;,Amber Ale,-
B2918,TRVE Crown of Eyes,TRVE Brewing,Amber Ale,5%
B2919,Iron Fist Blame Canada&#033;,Iron Fist Brewing Company,Imperial Stout,9%
B292,Great Lakes Independence Ale,Great Lakes Brewing &#40;Ohio&#41;,Amber Ale,6%
B2920,Redemption Keen Massey Ale,Redemption,Mild Ale,3.60%
B2921,BullDog Rotty_s Red Ale,BullDog Brewery,Amber Ale,5.50%
B2922,Broken Tooth Anchorage Amber Ale,Broken Tooth Brewing Company,Amber Ale,5.90%
B2923,Brøckhouse Amber,Brøckhouse &#40;Premium Beer&#41;,Amber Ale,5.40%
B2924,Abrahalls Thundering Molly,Celtic Marches Cider,Cider,5.20%
B2925,Baladin Birra Lurisia Speciale,Le Baladin,Amber Ale,6.30%
B2926,Black Sky Kelvin & Hops Copper Ale,Black Sky Brewery,Amber Ale,5.20%
B2927,Piney River Masked Bandit IPA,Piney River Brewing Company,Black IPA,7%
B2929,Willimantic Mt. Rainier Red,Willimantic Brewing Company,Irish Ale,5.50%
B293,Lavery Imperial Red Ale &#40;IRA&#41;,Lavery Brewing Company,American Strong Ale,8.20%
B2932,Right Brain Fenton Fire Hall Ale,Right Brain Brewery,Amber Ale,4.80%
B2933,Fire Station 5 Brush Fire Summer Ale,Portland Brewing Company &#40;Pyramid - North American Breweries&#41;,Golden Ale/Blond Ale,-
B2936,Two Metre Tall Forester Bitter Amber Ale,Two Metre Tall Brewing Company,Amber Ale,5.30%
B2937,Calanda Panaché,Heineken Switzerland,Radler/Shandy,2.40%
B294,Crooked Fence Exiled Series 3 of 6: Hunters Imperial Red,Crooked Fence Brewing Company,American Strong Ale,8%
B2941,7 Fjell Kjuagutt Amber Ale,7 Fjell Bryggeri,Amber Ale,4.70%
B2942,Bent Paddle / Fitger_s Barrel Aged Red Smoke Rye Ale,Bent Paddle Brewing Co.,Smoked,-
B2943,Big Wood Lil_ Red Riding Wood,Big Wood Brewery,Amber Ale,5%
B2944,Ellicottville E_vil Hoppy Winter Ale,Ellicottville Brewing,American Pale Ale,5.50%
B2946,Holy City The Gentle Mongoose,Holy City Brewing,Amber Ale,6.90%
B2947,La Boite _ Malt Gros Ours,Microbrasserie La Boite _ Malt,Amber Ale,5%
B2948,Chunky_s Red Carpet Ale,Woodstock Inn Brewery,Amber Ale,5.50%
B295,Flying Monkey Amber Ale,Weston Brewing Company,Amber Ale,4%
B2950,23rd Street California Common,23rd Street Brewery,California Common,5.40%
B2951,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50%
B2952,Breckenridge Mountain Series: Hoppy Amber Ale,Breckenridge Brewery,Amber Ale,6.10%
B2953,AleSmith Speedway Stout - Red Velvet,AleSmith Brewing Company,Imperial Stout,12%
B2954,Battlefield Iwo Jima Red Ale ,Battlefield Brewery,Irish Ale,6.40%
B2955,Elysian Breadwinner,Elysian Brewing &#40;AB-InBev&#41;,Amber Ale,5.40%
B2956,Rock Bottom Orland Park Kiss Me Im Irish Dry Stout,Rock Bottom Orland Park,Dry Stout,4.20%
B2957,O_Fallon O_Bar Amber Ale,O_Fallon Brewery,Amber Ale,5.50%
B2958,Iechyd Da Brass Band Golden Ale,Iechyd Da Brewing Company,Golden Ale/Blond Ale,5.70%
B296,Beer Works Boston Red Ale,Beer Works,Amber Ale,5%
B2960,Fallbrook Secret Lake Amber Ale,Fallbrook Brewing Company,Amber Ale,5.60%
B2961,Brady_s Calibration Ale,Brady_s Brewhouse,Amber Ale,-
B2963,Galactic Coast Goblin Hunter,Galactic Coast Brewing Company,Oktoberfest/Märzen,6.60%
B2964,75th Street Happy Ending Strong Ale,75th Street Brewery,English Strong Ale,6.20%
B2965,Breakside Just The Tip Spruced Wheat,Breakside Brewery,Spice/Herb/Vegetable,-
B2966,Bitter Creek Red Desert Ale,Bitter Creek Brewing Company,Amber Ale,-
B2968,Four Peaks McCarthys Red ,Four Peaks Brewing Company,American Pale Ale,5%
B297,Marshall Revival Red Ale,Marshall Brewing Company,Amber Ale,6.50%
B2971,Ale Mania Imperial Red Ale,Ale Mania &#40;Fritz Ale&#41;,American Strong Ale,9.50%
B2972,1516 Opal Pils,1516 Brewing Company,Pilsener,-
B2973,Fountain City Prairie Moon Red,Grays Brewing Company,Amber Ale,-
B2976,Freedom_s Edge Magnitude Imperial Red,Freedom_s Edge Brewing,American Strong Ale,7.50%
B2978,Alley Kat Pumpkin Pie Spiced Ale,Alley Kat Brewing Company,Spice/Herb/Vegetable,5.40%
B2979,Brewer_s Alley Two Loves Chocolate Ale,Brewer_s Alley Restaurant & Brewery,Brown Ale,5.70%
B298,Caledonian Drop Kick,Caledonian &#40;Heineken UK&#41;,English Pale Ale,4%
B2980,The Unknown Open Road Hop Red,The Unknown Brewing Company,Amber Ale,6.50%
B2981,Black Dog Bone Crusher Barley Wine,Black Dog Brewery,Barley Wine,12%
B2983,Old Bakery The Observer,Old Bakery Beer Company,Amber Ale,5.30%
B2984,Gardians Grain rouge,Bière des Gardians,Amber Ale,4.70%
B2985,Le Malbord La Rousse du Malbord,Le Malbord,Amber Ale,5%
B2986,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50%
B2987,McMenamins Workingmans Red,McMenamins Pubs and Breweries,Amber Ale,6%
B2989,Ship in a Bottle Mersey Ale,Liverpool Organic,Amber Ale,5.30%
B299,Oakshire Amber,Oakshire Brewing,Amber Ale,5.40%
B2990,All Saints Crimson Halo,All Saints Brewing Company,Amber Ale,5.30%
B2992,Redfish Wildfire Smoked Porter,Redfish New Orleans Brewhouse,Smoked,5.60%
B2993,Cheaha Xena Winter Ale,Cheaha Brewing Company,Spice/Herb/Vegetable,8.60%
B2995,Mia and Pias Rods Rodeo Red,Mia and Pias Pizzeria and Brewhouse,Amber Ale,4.70%
B2999,Awesome Red: Red House IRA,Seven Brides Brewing Company,India Pale Ale &#40;IPA&#41;,6.50%
B3,Stone Levitation Ale,Stone Brewing Company,Amber Ale,4.40%
B30,Anchor BigLeaf Maple Autumn Red,Anchor Brewing Company,Amber Ale,6%
B3000,A. Le Coq Special Red,A. Le Coq  &#40;Olvi&#41;,Amber Lager/Vienna,5.20%
B3001,Barnstormers Red Baron Ale,Custom Brewcrafters,Amber Ale,-
B3002,Blacksmith Montana Amber Ale,Blacksmith Brewing Company,Amber Ale,5.40%
B3005,Hellbender Red Line Ale &#40;Rum Barrel&#41;,Hellbender Brewing Company,Amber Ale,6%
B3006,Hoppers Tampa Red,Hoppers Grille & Brewery,Irish Ale,4.80%
B3007,Royal Gorge Skyline Rye,Royal Gorge Brewing Company,Specialty Grain,6.50%
B3008,Camino del Sol Cerveza Artesanal Red Llama Ale,Camino del Sol Cerveza Artesanal,Amber Ale,5.30%
B3011,3 Guys & A Beer_d 2 Bit IPA,3 Guys & A Beer_d Brewing Company,India Pale Ale &#40;IPA&#41;,-
B3013,D_s Aggie Amber Ale,De La Vega_s Pecan Grill and Brewery,Amber Ale,-
B3014,Archers Robin Red Breast,Archers &#40;Evan Evans&#41;,Bitter,4%
B3018,Beerbliotek Mankerbeer Red Ale,Beerbliotek,Amber Ale,6%
B3019,AdstraGold Red Summer Wheat,AdstraGold Microbrewery & Bistro Bar,Wheat Ale,4%
B302,Crazy Mountain Boohai Red Ale &#40;Kura Koa&#41;,Crazy Mountain Brewing Company,Amber Ale,6%
B3020,Garage &#40;CA&#41; Ragtop Red,Garage  Brewing Company and Pizzeria,Amber Ale,5.40%
B3021,Bad Tattoo No Walls Berliner Weisse,Bad Tattoo Brewing,Berliner Weisse,3.30%
B3027,Sprague Farm French and Indian Corn Ale,Sprague Farm & Brew Works,Specialty Grain,-
B3029,Ise Kadoya Amarillo Amber Ale ,Ise Kadoya,Amber Ale,-
B3030,Philipsburg NewlyRed Double Red,Philipsburg Brewing Company,American Strong Ale,6.90%
B3032,Bricktowne Table Rock Red Ale,Bricktowne Brewing Company,Amber Ale,5.60%
B3036,Flossmoor Station Rot Geist American Red Wheat,Flossmoor Station Restaurant & Brewery,Wheat Ale,6%
B304,Charleville Tornado Alley Amber Ale,Charleville Vineyard & Microbrewery,Amber Ale,-
B3040,14th Star Maple Breakfast Stout ,14th Star Brewing Company,Stout,5.50%
B3042,Thirsty Monk Robustus Rubeus Imperial Red,Thirsty Monk Pub and Brewery,Imperial IPA,8.30%
B3044,Sunriver Chalk Rock Amber,Sunriver Brewing Company,Amber Ale,5%
B3047,Roosters Brewing Rude Ram Red,Roosters Brewing Co. &#40;US&#41;,Amber Ale,4%
B3048,la Loire 109,Brasserie de la Loire,Amber Ale,6%
B305,Cervecera del Centro Ambar,Cervecera del Centro,Oktoberfest/Märzen,5.50%
B3050,JT Schmids Emils Amber Ale ,JT Schmids Brewhouse & Eatery,Amber Ale,5.20%
B3051,Amherst Minuteman Red,Amherst Brewing Company,Amber Ale,4.80%
B3053,Lazy Hiker Inaugural Amber,Lazy Hiker Brewing Company,Amber Ale,5.25%
B3054,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50%
B3055,Cumberland Slewfoot,Cumberland Brews &#40;US&#41;,Amber Ale,4.20%
B3056,Anacortes Creamsicle Ale,Rockfish Grill & Anacortes Brewery,Spice/Herb/Vegetable,-
B3057,Swamp Cabbage Merry Cinnamas,Swamp Cabbage Brewing Company,Amber Ale,5%
B3058,192 Amber Rye,192 Brewing Company,Specialty Grain,6%
B3059,Siren Red Rind IPA,Siren,India Pale Ale &#40;IPA&#41;,5.80%
B306,Creature Comforts Borboya Reclaimed Rye,Creature Comforts Brewing Company,Amber Ale,5.50%
B3060,Aftershock Misty Mountain Hop White IPA,Aftershock Brewing Company,India Pale Ale &#40;IPA&#41;,7%
B3062,Base Camp New Wave Amber,Base Camp Brewing Company,Amber Lager/Vienna,5.60%
B3063,Blind Pig Hopped-up Red,Blind Pig Brewery,Amber Ale,5.80%
B3064,Copper Kettle Belgian Tart Wit,Copper Kettle Brewing &#40;CO&#41;,Witbier,-
B3065,Cannonball Creek Lil_ Vic,Cannonball Creek Brewing Company,Session IPA,4.70%
B3068,Põhjala / Norway Brewing Co. Batch Zero,Põhjala,Amber Ale,8.70%
B307,De Molen Bed & Breakfast,Brouwerij de Molen,Spice/Herb/Vegetable,4.40%
B3070,Le Magnifiche Elbana,La Petrognola / Rio Maggio,Amber Ale,8%
B3072,Odell Fir Na Tine,Odell Brewing Company,Amber Ale,5.30%
B3073,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70%
B3074,Obed and Isaac_s Obed_s Pride Amber Ale,Obed and Isaac_s Microbrewery and Eatery,Amber Ale,5.40%
B3075,3 Freaks Lucky Clover Red Ale,3 Freaks Brewery,Irish Ale,4.50%
B3076,Crazy Mountain Loco Rio,Crazy Mountain Brewing Company,Amber Lager/Vienna,5.50%
B3077,Moncada Notting Hill Red,Moncada,Amber Ale,6%
B3078,Béily_s Foxtail Red,Béily_s Brewing Co.,Amber Ale,5.50%
B308,RJ King Wingwalker Amber Ale,Genesee Brewing Company &#40;North American Breweries&#41;,Oktoberfest/Märzen,4.50%
B3080,Bewdley Tornado,Bewdley,Bitter,4.10%
B3081,Snake River Fireweed IRA,Snake River Brewing Co.,Amber Ale,6.50%
B3082,Brewerkz Mad Bee Honey Ale,Brewerkz,Golden Ale/Blond Ale,6%
B3083,Kirin Fuyu Nodogoshi Hanayagu Koku,Kirin Brewery Company,Amber Lager/Vienna,6%
B3085,Abbeydale Serenity,Abbeydale,Golden Ale/Blond Ale,3.60%
B3089,Big Bear Lake Sage Hopinion IPA,Big Bear Lake Brewing Company,Session IPA,4.30%
B309,Cellar Rats Rat Tail Ale,Cellar Rats Brewery &#40;Debonné Vineyards&#41;,American Pale Ale,6%
B3091,Everards Stateside Rye,Everards,Specialty Grain,4.50%
B3094,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co.,American Strong Ale,7.10%
B3097,La Rouget de Lisle Printanière,La Rouget de Lisle,Premium Lager,6.40%
B3099,Pyynikin Papabeers Ruby Jazz Ale Special Edition,Pyynikin Käsityöläispanimo,Amber Ale,5.30%
B31,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,10%
B310,Adkin Alfred_s Elswith Ale,Adkin,Bitter,4%
B3103,7venth Sun / Red Light  Red Light Let_s Go Halvsies,7venth Sun Brewery,Berliner Weisse,4%
B3104,The Livery Harbor Shores Amber ,The Livery,Amber Ale,4.75%
B3105,16 Mile Soulful Ginger,16 Mile Brewing Company,Spice/Herb/Vegetable,-
B3107,12 Degree Crimson Fog,12 Degree Brewing,Abt/Quadrupel,9%
B3109,Vadia Loira Export,Essencia D_Alma Lda - Vadia Cervejas,Pilsener,5.10%
B311,8 Wired Tall Poppy India Red Ale,Renaissance Brewing,Amber Ale,7%
B3111,Red Arrow Midnite Umber Ale,Red Arrow Brewing,Amber Ale,5.10%
B3113,Bull City Movamber Moustache Ale ,Bull City Burger and Brewery,Amber Ale,-
B3116,Covered Bridge Moustache SMaSH,Covered Bridge Brewing Company,American Pale Ale,5%
B3118,Titanbräu Rossa,Titanbräu - Birrificio Artigianale Sammarinese,Amber Ale,7.50%
B3119,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60%
B312,Twisted Pine American Amber Ale,Twisted Pine Brewing,Amber Ale,5.50%
B3120,3 Rivers Manchester IPA,3 Rivers,Bitter,4.20%
B3123,On Rotation Saved By The Belma,On Rotation,Amber Ale,5%
B3124,Ambar Pale Ale 1900,La Zaragozana,English Pale Ale,4.80%
B3125,LTD I Dream of Amber,LTD Brewing Company,Amber Ale,5.50%
B3128,Findlay Sweet Amber Ale,Findlay Brewing Company,Amber Ale,5.50%
B3129,Clocktower Fenian Red,Clocktower Brewpub,Irish Ale,-
B313,10 Barrel Big Daddy Fresh,10 Barrel Brewing &#40;AB InBev&#41;,India Pale Ale &#40;IPA&#41;,6.10%
B3132,BarNone Red Eye IPA,BarNone Brewing,India Pale Ale &#40;IPA&#41;,-
B3136,Highlands Hollow 3 Speed,Highlands Hollow,Amber Ale,6.30%
B3138,Edge Imperial Red Ale &#40;Spring Seasonal&#41;,Edge Brewing Company,American Strong Ale,8.50%
B314,BJ_s Barrel Aged Jeremiah Red,BJ_s Restaurant & Brewhouse,American Strong Ale,7.30%
B3141,Marthas Will_s Fault Wicked Good Beah,Marthas Exchange Restaurant and Brewing,Premium Bitter/ESB,5.30%
B3142,Snake River Danimal_s Farmhouse Saison,Snake River Brewing Co.,Saison,7%
B3144,Brewbakers Red Hawk Ale,Brewbakers Brewing Company,Amber Ale,-
B3145,ManRock Fear The Reaper Amber,ManRock Brewing Company,Amber Ale,6.10%
B3146,Bulldog Roby Red Ale,Bulldog Brewing Company,Amber Ale,-
B3147,Asheville United Pale Ale,Asheville Brewing Company,American Pale Ale,5.60%
B3148,Brewster_s Red Hop Lover,Brewster_s &#40;UK&#41;,Bitter,4.20%
B3151,Angel City Belligerent Bloke &#40;4.5%&#41;,Angel City Brewing Company,Amber Ale,4.50%
B3156,Beer & Burger No.2 India Pale Ale,Old Town Brewery &#40;formerly Motala Brygghus&#41;,India Pale Ale &#40;IPA&#41;,6.30%
B3158,St. George Fishbones Amber Ale,St. George Brewing Company,Amber Ale,5.20%
B3159,Tempest A Face With No Name,Tempest Brew Co,Amber Ale,6%
B3160,Le Saint Graal Flashwood,Le Saint Graal,Amber Ale,5.50%
B3161,Crux Experimental Off Leash,Crux Fermentation Project,Session IPA,4.50%
B3163,Brains Open Casket,Brains,Bitter,4.50%
B3164,Birdsview Amber Lushus,Birdsview Brewing Company,Amber Ale,7.30%
B3165,Mammoth / June Lake Swordfight IRA,Mammoth Brewing Company,India Pale Ale &#40;IPA&#41;,6%
B3167,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,American Strong Ale,8.79%
B3168,Caldera No Grain No Pain,Caldera Brewing Company,Amber Ale,5.40%
B317,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,Amber Ale,4.60%
B3171,Barley_s Barrel Aged Ulysses Imperial Red Ale,Barley_s Brewing Company,American Strong Ale,8.60%
B3172,Whetstone Station Waimea Wonders,Whetstone Station,Amber Ale,5.40%
B3173,Knucklehead Ehret_s Amber Ale ,Knucklehead Craft Brewing,Amber Ale,5.90%
B3178,Liquid Riot Jewel Box Bronze,Liquid Riot Bottling Company,Amber Ale,6%
B3179,Olivers Shot Down in Flames,Oliver Breweries,English Strong Ale,8%
B318,Lighthouse Race Rocks Ale,Lighthouse Brewing &#40;Canada&#41;,Amber Ale,5.20%
B3180,Amber_s Honey Brown,Alley Kat Brewing Company,Amber Lager/Vienna,5%
B3181,508 Brollaboration Series #2 - Hamber,508 Gastrobrewery,Amber Ale,6.20%
B3182,Draught House Nut Bush Ale,Draught House Pub & Brewery,Amber Ale,-
B3183,Katabatic Anabatic Amber,Katabatic Brewing Company,Amber Ale,6%
B3184,Pismo Roadster Red Ale,Pismo Brewing Company,Amber Ale,5.70%
B3185,Brutal Brewing Texas State Of Mind Austin Amber ,Spendrups Bryggeri,Amber Ale,5%
B3186,Buffalo Tap Room Amber Ale,Custom Brewcrafters,Amber Ale,5.20%
B3187,Bindlestick Monkey Wagon Amber Ale,Bindlestick Brewing Company,Amber Ale,5.30%
B3188,Glastonbury Lady of the Lake,Glastonbury,Bitter,4.20%
B3189,Carbondale Beer Works Bonedog Amber,Carbondale Beer Works,Amber Ale,5.50%
B319,Swamp Head Sciaenhops Imperial Red Ale,Swamp Head Brewery,American Strong Ale,8.30%
B3190,Blue Heron Walking Red,Blue Heron Brewpub,American Strong Ale,9.25%
B3193,Nurse Vetusta,Cerveza Mica de la Sierra,Amber Ale,5.30%
B3198,Dungeness Agnew Amber,Dungeness Brewing Company,Amber Ale,-
B32,Lakefront Fixed Gear,Lakefront Brewery,Amber Ale,6.50%
B320,Freetail Belgian Freetail Ale,Freetail Brewing Co.,Belgian Ale,-
B3203,Edge Amber The Enabler,Edge Brewing Company,Amber Ale,6%
B3208,Buonconvento Ambrio,Birrificio Angel,Abbey Dubbel,7.20%
B3209,Barley Mow The Fez Amber,Barley Mow Brewing Company,Amber Ale,4.50%
B3210,360° Pacific Red #45,360° Brewing,Amber Ale,4.50%
B3212,Fixture Fox River Red Ale,Fixture Brewing Company,Amber Ale,5.90%
B3213,Lumberjack Railhead Red Ale,Lumberjack Brewing Company,Amber Ale,5.80%
B3215,Waen Hanging Rock,Waen,Amber Ale,5.60%
B3216,Lucky Labrador Rose City Red Ale,Lucky Labrador Brewing Company,Amber Ale,4.90%
B3217,Thirsty Monk Electrum Autumn Ale,Thirsty Monk Pub and Brewery,Amber Ale,5.50%
B3219,3 Sheeps Baaad Boy Black Wheat,3 Sheeps Brewing Company,Dunkelweizen,5.50%
B3220,Flying Fish Pescade Rojo Grande,Flying Fish Brewing Company,American Strong Ale,9%
B3223,Allendale End 67 Ruby Tuesday,Allendale,Bitter,4.50%
B3224,Rock Creek Red Ale,Chesapeake Bay Brewing &#40;formerly Rock Creek&#41;,American Pale Ale,-
B3225,Ballast Point Victory at Sea - Rum Raisin and Cinnamon,Ballast Point Brewing Company,Imperial Porter,10%
B3228,Angelic Arch Amber,Angelic Brewing Company,Premium Bitter/ESB,-
B3229,8 Wired Chardonnay Barrel Aged Saeson,Renaissance Brewing,Saison,7%
B323,Great Lakes x Amsterdam x Bar Hop Misdemeanor,Great Lakes Brewing &#40;Ontario&#41;,Session IPA,4%
B3231,3 Freaks Freaks Amber,3 Freaks Brewery,Amber Ale,7.80%
B3233,Feral Nan_s Driving,Feral Brewing Co.,Amber Ale,3.20%
B3234,Son Pampa,Ca l_Arenys - Cervezas Guineu,Brown Ale,5%
B3236,Glentworth Spellbound,Glentworth,Golden Ale/Blond Ale,4%
B3237,Brewsters School_s Out PB&J Brownie,Brewsters Brewing Co. - Alberta,Spice/Herb/Vegetable,-
B3239,Dodgeton Creek Red_s Dirty Lil_ Ale,Dodgeton Creek Brewing Company,Amber Ale,6.50%
B324,George Killian_s Irish Red ,Coors Brewing Company &#40;MillerCoors&#41;,Amber Lager/Vienna,4.90%
B3241,North Sound Here_s Your Damn Amber,North Sound Brewing Company,Amber Ale,5.60%
B3242,Badger Export Ale,Badger &#40;Hall & Woodhouse&#41;,Premium Bitter/ESB,4.80%
B3243,Angry Chair Red Ale - Rose Hips and Juniper Berries,Angry Chair Brewing,Amber Ale,5.80%
B3244,Belly Love Bunk Off&#033;,Belly Love Brewing Company,Amber Ale,5.10%
B3245,GoatHouse Dirty Redhead,GoatHouse Brewing,Smoked,7.50%
B3247,AB Bière La Margoulette de Noël,AB Bière,Belgian Strong Ale,8%
B3248,Muddy York Unearthed Amber Ale,Muddy York Brewing Co,Amber Ale,5.20%
B325,Cricket Hill Fall Festivus,Cricket Hill Brewing Co.,Premium Bitter/ESB,5.10%
B3250,5 Seasons Westside Red-Headed Stepchild,5 Seasons Westside,Saison,-
B3251,Freedom Soho Red,Freedom,Amber Lager/Vienna,4.70%
B3252,Ruosniemen Pikkupomo,Ruosniemen panimo,American Pale Ale,6%
B3253,Rock Bottom Chicago My-O-My Amber Rye,Rock Bottom Chicago,Specialty Grain,5.50%
B3255,Det Lille Bryggeri Celebration Ale #4 Festbier,Det Lille Bryggeri &#40;Roskilde _l&#41;,Amber Ale,5%
B3257,Free State The Vortex Red,Free State Brewing Company,Amber Ale,6.10%
B3258,B&T Tinker,B&T Brewery,Bitter,4.50%
B3259,406 Snowy Owl Scotch Ale,406 Brewing Company,Scotch Ale,6.20%
B326,Solemn Oath Axe Scar Pig,Solemn Oath Brewery,Amber Ale,5.60%
B3260,Heartland Fresh Hop Amber Lager,Greenpoint Beer Works,Amber Lager/Vienna,5.25%
B3262,Block Alias Amber,Block Brewing Company,Amber Ale,5.90%
B3263,Hillbilly FU2 Amber Ale,Maiden Wines LLC,Amber Ale,5.70%
B3264,Armstrong Ales St. George_s Ginger Brown Ale,Armstrong Ales,Brown Ale,4.50%
B3265,La Cotta di Giulietta e Romeo Birra Verona Rossa,Birrificio Mastino,Amber Lager/Vienna,5.50%
B3266,Denver Beer 549 Lohi Amber Ale,Denver Beer Company,Amber Ale,5.80%
B3267,Zeroday Critical Condition,Zeroday Brewing Company,American Strong Ale,-
B3268,Red Eye S.H.R. American Amber - Horizon,Red Eye Brewing Company,Amber Ale,5%
B3269,Backshore Hop Solo,Backshore Brewing Company,India Pale Ale &#40;IPA&#41;,6.20%
B327,Hoppy Face Amber Ale,Hoppy Brewing Company,India Pale Ale &#40;IPA&#41;,6.10%
B3270,La Micro Guato Gato,La Micro Brewing Co.,Spice/Herb/Vegetable,-
B3271,Bear Republic Toyon Brut,Bear Republic Brewing Company,Sour/Wild Ale,5.50%
B3272,Broken Horn Blood Of My Enemies,Broken Horn Brewing Company,Mead,9%
B3273,Brays Redeye IPA,Brays Brewing,India Pale Ale &#40;IPA&#41;,-
B3274,Port Townsend Santa Kisser,Port Townsend Brewing Company,Spice/Herb/Vegetable,-
B3275,Ascension Amber,Ascension Brewing Company,Amber Ale,5.80%
B3278,Stewarts Rough Sesh,Stewarts Brewing Company,Amber Ale,4.70%
B3281,Brutopia Frosty Morning Amber Ale,Brutopia,Amber Ale,5%
B3282,Elk Street Oakley_s Amber,Elk Street Brewery,Amber Ale,4.60%
B3284,Conshohocken In Amber Clad,Conshohocken Brewing Co.,Amber Ale,6.60%
B3285,Ale Asylum Velveteen Habit,Ale Asylum,India Pale Ale &#40;IPA&#41;,7.50%
B3287,Rivertowne Sow Your Oats Red Ale,Rivertowne Pour House,Specialty Grain,5.40%
B329,Siren Liquid Mistress,Siren,Amber Ale,5.80%
B3290,Belder Red Ginger Ale,Belder,Spice/Herb/Vegetable,5%
