Label,Beer Name,Brew Factory Name,Style,ABV
A2255,In The Groves,Wiper & True Brewery,American Amber / Red Ale,5.10%
A2256,Jesse's Girl,BadWolf Brewing Company,American Amber / Red Ale,5.00%
A2258,The Raccoon & The Bear,Eastlake Craft Brewery,American Amber / Red Ale,5.90%
A2259,Dirndyl Dropper,Rocky Coulee Brewing Co.,American Amber / Red Ale,-
A2260,Nicky 666,Santa Cruz Mountain Brewing,American Amber / Red Ale,8.50%
A2261,Soul Shakin',Palisade Brewing Co.,American Amber / Red Ale,7.50%
A2262,Emma,Captured By Porches Brewing Company,American Amber / Red Ale,5.60%
A2263,Cardinale Ale,Bluegrass Brewing Co. - East St. Matthew's,American Amber / Red Ale,-
A2264,Alpine Amber,Ouray Brewery,American Amber / Red Ale,-
A2265,D,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,6.50%
A2266,Hopped Red,Altamont Brewing Company,American Amber / Red Ale,7.00%
A2267,Swell Amber Ale,Swell Brewing Company,American Amber / Red Ale,4.70%
A2268,Photobomb,DryHop Brewers,American Amber / Red Ale,8.40%
A2269,Natty Red,Hop Valley Brewing Company,American Amber / Red Ale,8.00%
A2270,Queen's Red Ale,White Rabbit Brewing Company,American Amber / Red Ale,5.70%
A2271,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00%
A2272,Salted Caramel Amber,Arcadia Brewing Company,American Amber / Red Ale,6.00%
A2273,Patriot Grains,Hopshire Farm & Brewery,American Amber / Red Ale,5.70%
A2274,North By Northwest,Bandwagon Brew Pub,American Amber / Red Ale,-
A2275,Freedom Bridge Amber Ale,Barley Brothers Brewery & Grill,American Amber / Red Ale,-
A2276,Down Dog Imperial Red,Shine Restaurant & Gathering Place,American Amber / Red Ale,9.00%
A2277,Sasparilla Red,LyonSmith Brewing Company,American Amber / Red Ale,5.20%
A2278,Rabbit Ears Amber Ale,Rockslide Brewery & Pub,American Amber / Red Ale,6.00%
A2279,Mulish Amber,Headstrong Brewery,American Amber / Red Ale,4.00%
A2280,Sour Mash Amber,Pasteur Street Brewing Company,American Amber / Red Ale,4.80%
A2281,Murican-Mild,District ChopHouse & Brewery,American Amber / Red Ale,4.20%
A2282,Amber Doll,Birrificio Artigianale Karma,American Amber / Red Ale,5.70%
A2283,Juniper Ale,Columbia Kettle Works,American Amber / Red Ale,5.80%
A2284,Little Red's Rocking Ale,Storybook Brewing,American Amber / Red Ale,6.30%
A2285,Red Alert,Aftershock Brewing Co.,American Amber / Red Ale,5.20%
A2286,American Classic,Great Heck Brewing Company Ltd.,American Amber / Red Ale,5.50%
A2287,Red Bitter,Wimberley Brewing Company And Brewpub,American Amber / Red Ale,7.90%
A2288,Rapscallion Winterfest,Rapscallion,American Amber / Red Ale,5.50%
A2289,Epic Carolina,Epic Brewing Company,American Amber / Red Ale,7.20%
A2290,J. G. Crummers Kick Arse Ale,CB Craft Brewers,American Amber / Red Ale,4.40%
A2291,Six Feet Under,Six Rivers Brewery,American Amber / Red Ale,7.40%
A2292,Red Beerd,Bootstrap Brewing,American Amber / Red Ale,5.30%
A2293,Attitude Adjustment,Pat O'Hara Brewing Company,American Amber / Red Ale,-
A2294,Calibogue Amber,Hilton Head Brewing Company,American Amber / Red Ale,-
A2295,Red Coat India Red Ale,Hammond River Brewing,American Amber / Red Ale,6.50%
A2296,Stone Liberty Station / Bridge Road Brewers Red Stone Road,Stone Brewing Co.,American Amber / Red Ale,4.80%
A2297,Agave Maria Amber Ale,Los Muertos Brewing,American Amber / Red Ale,5.30%
A2298,Mud Bug Amber,Flat 12 Bierwerks,American Amber / Red Ale,7.00%
A2299,Red-Headed Honey,John Harvard's Brewery & Ale House,American Amber / Red Ale,5.40%
A2300,North 40 WBA,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,5.70%
A2301,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00%
A2302,Honeymeade Ale,Sarasota Brewing Company,American Amber / Red Ale,7.00%
A2303,Combat Rock,Funky Buddha Brewery,American Amber / Red Ale,5.70%
A2304,Cappy's Ale,Thomas Hooker Brewing Company,American Amber / Red Ale,-
A2305,Holiday Rye,Hermit Thrush Brewery,American Amber / Red Ale,6.70%
A2306,Bourbon Barrel Red Oak Ale,Tornado Brewing Company,American Amber / Red Ale,-
A2307,Hurluberlue,Microbrasserie Aux Fous Brassant,American Amber / Red Ale,5.00%
A2308,Redale,Golden Road Brewing,American Amber / Red Ale,5.30%
A2309,Westward Gaze,Charleston Brewing Company,American Amber / Red Ale,7.00%
A2310,Raider Red Ale,Southern Oregon Brewing Company,American Amber / Red Ale,-
A2311,Soul Cake Ale,16 Mile Brewing Company,American Amber / Red Ale,9.00%
A2312,Ah'Mock Amber,Triptych Brewing,American Amber / Red Ale,5.50%
A2313,Wallace,Cervejaria Seasons,American Amber / Red Ale,5.80%
A2314,Hillbilly Red Ale,Rådanäs Bryggeri,American Amber / Red Ale,5.00%
A2315,Stone Crop Maple Amber,Endless Brewing,American Amber / Red Ale,5.50%
A2316,Li'l Red Ryder,Plank Town Brewing Company,American Amber / Red Ale,5.40%
A2317,Adventure Amber Ale,Wind River Brewing Company,American Amber / Red Ale,6.20%
A2318,Blarney Rock Irish Ale,Rockyard Brewing,American Amber / Red Ale,6.00%
A2319,AAA Austrian Amber Ale,Brauerei Gusswerk GmbH,American Amber / Red Ale,5.60%
A2320,Rich's Red Ale,Resurgence Brewing Company,American Amber / Red Ale,5.70%
A2321,Afflatus Copper Ale - Nitro,Firefly Hollow Brewing Co.,American Amber / Red Ale,4.90%
A2322,Capt Tony's Amber Ale,Anheuser-Busch,American Amber / Red Ale,-
A2323,Royal Flush Red,Four Bullets Brewery,American Amber / Red Ale,5.20%
A2324,(T)oasted Oats,Edmund's Oast,American Amber / Red Ale,4.70%
A2325,Rusty Tricycle,Bike Rack Brewing Co.,American Amber / Red Ale,5.00%
A2326,Bottoms Up,Gravel Bottom Craft Brewery & Supply,American Amber / Red Ale,6.50%
A2327,Red Grade Ale,Luminous Brewhouse,American Amber / Red Ale,6.20%
A2328,Hired Gun Red,Hideout Brewing Company,American Amber / Red Ale,5.50%
A2329,Happy Days,Claremont Craft Ales,American Amber / Red Ale,10.00%
A2330,Superchopp,Georgetown Brewing Company,American Amber / Red Ale,7.20%
A2331,Red Romper Red Session IPA,Ballast Point Brewing Company,American Amber / Red Ale,4.70%
A2332,Otis Reddin',Uptown Market,American Amber / Red Ale,7.50%
A2333,Castor Mexican Amber,Beaver Creek Brewery,American Amber / Red Ale,4.50%
A2334,Schorzenboomer Amber,Main Street Brewery / Mesa Cerveza,American Amber / Red Ale,-
A2335,Firecracker Imperial Red,Boxing Cat Brewery,American Amber / Red Ale,7.50%
A2336,Stadtguet Amber,Brauerei Stadtguet,American Amber / Red Ale,4.80%
A2337,880 Red Ale,Escape Brewing Company,American Amber / Red Ale,-
A2338,The Hop Garden Sunset,House of Brews,American Amber / Red Ale,8.50%
A2339,St. Colombanos Of Bobbio Not So Red,Ironwood Brewing Co.,American Amber / Red Ale,5.20%
A2340,Hot Head Red,Brooksville Brewing Company,American Amber / Red Ale,-
A2341,Grinch Feet,Columbia Kettle Works,American Amber / Red Ale,8.40%
A2342,Roosevelt Red Ale,Bridger Brewing,American Amber / Red Ale,6.20%
A2343,Grapefruit Chinook Red,Our Mutual Friend Malt & Brew,American Amber / Red Ale,-
A2344,Tumbledown Red,Tumbledown Brewing,American Amber / Red Ale,5.60%
A2346,Brew Kahuna NW Red Ale,Sky High Brewing,American Amber / Red Ale,5.20%
A2347,Red Trail Ale,Blackstone Restaurant & Brewery,American Amber / Red Ale,-
A2348,Saci Amber Ale,Wensky Beer Microcervejaria,American Amber / Red Ale,5.10%
A2349,Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80%
A2350,Fire Brew Red Ale,Minhas Craft Brewery,American Amber / Red Ale,5.50%
A2351,Autumn Brisk Amber Ale,Fat Head's Brewery & Saloon,American Amber / Red Ale,6.10%
A2352,Scarlet Throne ,Castle Grill / Red Castle Brewery & Distillery,American Amber / Red Ale,-
A2353,Bleeding Heart,Second Self Beer Company,American Amber / Red Ale,6.90%
A2354,Ember Amber Ale,Bravo Zulu Brewing,American Amber / Red Ale,5.60%
A2355,"Clifford The ""Lil"" Red Ale",Books & Brews,American Amber / Red Ale,5.00%
A2356,Experiment #1001-B4,Living The Dream Brewing Co.,American Amber / Red Ale,6.20%
A2357,Batch #55 - Big Red,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,6.00%
A2358,TKO Amber Ale,St. Brigid_�s Brewery,American Amber / Red Ale,6.00%
A2359,Lagunitas Fusion 45,Lagunitas Brewing Company,American Amber / Red Ale,5.40%
A2360,Bubbe's Brew Jelly Doughnut Strong Ale,Parallel 49 Brewing Company,American Amber / Red Ale,8.00%
A2361,Schwag,Gravity Brewing,American Amber / Red Ale,4.80%
A2362,Meduz Ambrée,Meduz Brasserie Artisanale,American Amber / Red Ale,6.00%
A2363,Batch #52 - Gagne Style,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,5.00%
A2364,Fish Head Red,Pensacola Bay Brewery,American Amber / Red Ale,4.50%
A2365,Madrone Red,Standing Stone Brewing Company,American Amber / Red Ale,4.30%
A2366,Summer Amber,Prairie Fire Brewing Co.,American Amber / Red Ale,6.50%
A2367,Sum Of Hours,Peter B's Brew Pub,American Amber / Red Ale,9.50%
A2368,Monkey Paw / Karl Strauss Dead Albert's Society's,Monkey Paw Pub & Brewery,American Amber / Red Ale,8.20%
A2369,Shark Lips,Figueroa Mountain Brewing Co.,American Amber / Red Ale,8.00%
A2370,Mustang Red,Horse Heaven Hills Brewery,American Amber / Red Ale,6.00%
A2371,Pais & Vree,Brouwerij De Molen,American Amber / Red Ale,10.10%
A2372,Karingahtanum Coffeе Red Ale,Jaws Brewery,American Amber / Red Ale,5.60%
A2373,Redcoat Red,Third State Brewing,American Amber / Red Ale,5.50%
A2374,Diablo Amber Ale,Big Bear Brewing Company,American Amber / Red Ale,6.60%
A2375,Big Nose Red,Big Nose Brewing,American Amber / Red Ale,-
A2376,Orange Is The New Red,Atlas Brewing Company,American Amber / Red Ale,5.50%
A2377,Skunk Train Red Ale,Track 7 Brewing Co.,American Amber / Red Ale,5.70%
A2378,Damn It Janet,Lakeland Brewing Company,American Amber / Red Ale,-
A2379,Righteous Indignation Organic Red,The Prodigal Son Brewery,American Amber / Red Ale,5.50%
A2380,Ninja Gnome,Nebraska Brewing Company,American Amber / Red Ale,10.60%
A2381,Howl At The Moon Imperial Red,Alpine Dog Brewing Company,American Amber / Red Ale,8.00%
A2382,Waldo Hills,Seven Brides Brewing,American Amber / Red Ale,5.50%
A2383,Mutine Ambrée,Brasserie Des Abers,American Amber / Red Ale,5.00%
A2384,Stoked Ember Ale,Firehall Brewery,American Amber / Red Ale,4.80%
A2385,Fortescue Fisherman's Ale,Glasstown Brewing Co.,American Amber / Red Ale,5.00%
A2386,Calumet Strawberry Rhubarb Grisette,Quest Brewing Co.,American Amber / Red Ale,5.30%
A2387,Scary Monster,Black Market Brewing Co.,American Amber / Red Ale,8.50%
A2388,Red Pants IPA,Black Cap Brewing Company,American Amber / Red Ale,6.30%
A2389,Intercoastal Amber,Big Top Brewing Company,American Amber / Red Ale,5.18%
A2390,El Toro's Team Beer,El Toro Brewing Co.,American Amber / Red Ale,-
A2391,Volume 3 Anniversary Ale,12 String Brewing Company,American Amber / Red Ale,8.40%
A2392,My Hoppy Valentine,Excel Brewing Company,American Amber / Red Ale,6.50%
A2393,Round Up Amber,Fetching Lab Brewery,American Amber / Red Ale,6.20%
A2394,Good Grist,Ore Dock Brewing Company,American Amber / Red Ale,5.30%
A2395,Bourbon Barrel Aged Redrum,Trinity Brewhouse,American Amber / Red Ale,9.50%
A2396,Red Mist,Beards Brewery,American Amber / Red Ale,6.10%
A2397,Creekside Vienna Amber,Creekside Brewing Company,American Amber / Red Ale,5.00%
A2398,Smoked Ale,Good Hops Brewing LLC,American Amber / Red Ale,-
A2399,Trail Blazer Red,Inland Empire Brewing Company,American Amber / Red Ale,7.00%
A2400,Red Dragon,New Holland Brewing Company,American Amber / Red Ale,5.20%
A2401,Atlantic Beach Amber,Ragtime Taproom & Brewery,American Amber / Red Ale,-
A2402,Kannibaal,3cross Brewing Company,American Amber / Red Ale,7.70%
A2403,Archie's Red Ale,Mismatch Brewing Company,American Amber / Red Ale,5.00%
A2404,Kozmonaut,Marz Community Brewing,American Amber / Red Ale,6.20%
A2405,River Sunset Amber,Twain's Billiards and Tap,American Amber / Red Ale,5.30%
A2406,Hophead Red,Karben4 Brewing,American Amber / Red Ale,-
A2407,Bålsta Eklöws Röda,Bålsta Bryggeri,American Amber / Red Ale,5.20%
A2408,Ace In The Hole,Barnstormer Brewing & Pizzeria,American Amber / Red Ale,5.80%
A2410,Proverbial Mind Spread,Short's Brewing Company,American Amber / Red Ale,6.60%
A2411,Smoked Prickly Pear Lager,Bear Republic Brewing Co.,American Amber / Red Ale,7.50%
A2412,Big River Red Ale,Florida Beer Company,American Amber / Red Ale,5.30%
A2413,Grisette Ambrée,Brasserie St. Feuillien,American Amber / Red Ale,5.00%
A2414,Barretina Amber,Edge Brewing,American Amber / Red Ale,4.80%
A2415,Weiland Amber,Weiland Brewery Underground,American Amber / Red Ale,-
A2416,Castaña,Il Forteto,American Amber / Red Ale,6.00%
A2417,Conscription American Red,Vagabond Brewery,American Amber / Red Ale,-
A2418,All Around Amber,Rivertowne Pourhouse,American Amber / Red Ale,-
A2419,Rebel Red Ale,The Brewhouse,American Amber / Red Ale,5.70%
A2420,Double D Double Red Ale,Joseph James Brewing Inc.,American Amber / Red Ale,8.00%
A2421,Route 66 Amber Ale,Two Rows Restaurant & Brewery,American Amber / Red Ale,-
A2422,Elektron Aged In Bourbon Barrels,The Actual Brewing Co.,American Amber / Red Ale,6.20%
A2423,Octomalt,North Mountain Brewing Co.,American Amber / Red Ale,6.70%
A2424,Sleepless,RedWillow Brewery,American Amber / Red Ale,5.40%
A2425,Red Tide Amber Ale,Hollywood Beach Brewing Company,American Amber / Red Ale,5.60%
A2426,B'rousse Willis,Noire & Blanche,American Amber / Red Ale,4.70%
A2427,Street 'Red,Bagby Beer Company,American Amber / Red Ale,6.40%
A2428,Paradox Ale,Galena Brewing Company,American Amber / Red Ale,4.10%
A2429,Great Lakes Barrel Aged Nosferatu,Great Lakes Brewing Co.,American Amber / Red Ale,8.50%
A2431,Barrel Aged Riverside Red,Intuition Ale Works,American Amber / Red Ale,7.80%
A2432,Woodcutter's Amber Ale,Tooborac Hotel & Brewery,American Amber / Red Ale,5.50%
A2433,Mr. Grain Jeans Organic Amber Ale,Outpost Natural Foods,American Amber / Red Ale,5.50%
A2434,Cookie Ale,Downpour Brewing,American Amber / Red Ale,8.50%
A2435,Rock City Amber Ale,Schubros Brewery,American Amber / Red Ale,5.70%
A2436,Marea,Marea Brewery,American Amber / Red Ale,5.40%
A2437,Bush Lite,Prairie Fire Brewing Co.,American Amber / Red Ale,8.10%
A2438,Wela Red Ale,Kona Brewing Co.,American Amber / Red Ale,5.00%
A2439,The Gallows Imperial Red,Ocelot Brewing Company,American Amber / Red Ale,9.30%
A2440,Cottonwood Anniversary Ale,Bosque Brewing Co.,American Amber / Red Ale,9.50%
A2441,Pennywise Sweet Tater Ale,The Big Rip Brewing Company,American Amber / Red Ale,5.50%
A2442,Warrior Pride Red Ale,Rincon Brewery,American Amber / Red Ale,4.90%
A2443,Willimantic Return To Sender Ale,Willimantic Brewing Co.,American Amber / Red Ale,5.40%
A2444,Garnet,Hermit Thrush Brewery,American Amber / Red Ale,6.40%
A2445,Big Boned Belgian Style Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.40%
A2446,Anne Marie's Amber,Iron Springs Pub & Brewery,American Amber / Red Ale,6.00%
A2447,French Toast Ale,Territorial Brewing Company,American Amber / Red Ale,7.60%
A2448,#05256,Ithaca Beer Company,American Amber / Red Ale,6.30%
A2449,Panama Red Ale,Yorkholo Brewing Co.,American Amber / Red Ale,6.10%
A2450,Speed Bump,Bear Republic Brewing Co.,American Amber / Red Ale,4.60%
A2451,409 Amber Ale,Moo-Duck Brewery,American Amber / Red Ale,5.50%
A2452,5:03 Imperial Amber,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,7.75%
A2453,Amber Waves Amber Ale,J. Wakefield Brewing,American Amber / Red Ale,-
A2454,Flat Tail Amber Ale,Flat Tail Brewing,American Amber / Red Ale,5.00%
A2455,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-
A2456,Punter's Special Ale,M. T. Head Brewing Co.,American Amber / Red Ale,4.90%
A2457,Ruder Boy (Aged In Bourbon Barrels),Burley Oak Brewery,American Amber / Red Ale,13.80%
A2458,Fire Engine Red,Blue Skye Brewery & Eats,American Amber / Red Ale,-
A2459,Taildragger_�s Chasing Tail,Saddle Mountain Brewing Company,American Amber / Red Ale,-
A2460,Heavy Hearted Amber,Zaftig Brewing Co.,American Amber / Red Ale,8.00%
A2461,Waltzing Matilda Rye Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.00%
A2462,Dry Hopped Pacific Red,Max's Fanno Creek Brew Pub,American Amber / Red Ale,5.70%
A2463,Sticke Handwerker,Secret Engine Brewing,American Amber / Red Ale,6.70%
A2464,Dragonfly,Fallen Brewing Company,American Amber / Red Ale,4.60%
A2465,Mountain Series: Love Rhino (Imperial Red Ale),Breckenridge Brewery,American Amber / Red Ale,8.90%
A2466,The Honey Brunette,Bandwagon Brew Pub,American Amber / Red Ale,5.50%
A2467,Sunrise Amber,Island Hoppin' Brewery,American Amber / Red Ale,-
A2468,Redrum Red Ale,Rivertowne Pourhouse,American Amber / Red Ale,6.10%
A2469,Hardtack Copper,Declaration Brewing Company,American Amber / Red Ale,5.30%
A2470,Volcano Red Ale,Cervecería Maddok,American Amber / Red Ale,6.50%
A2471,Don't Fear The Reaper,Funky Buddha Brewery,American Amber / Red Ale,-
A2472,Corfu Ale Special,Corfu Beer,American Amber / Red Ale,5.00%
A2473,Bad Amber,Duel Brewing,American Amber / Red Ale,6.00%
A2474,Cask Conditioned Red Ale,Emmett's Brewing Company,American Amber / Red Ale,5.60%
A2475,Titan Rock Red,38 State Brewing Company,American Amber / Red Ale,6.80%
A2476,Buck And Ball Double Amber Ale,Natty Greene's Pub & Brewing Co.,American Amber / Red Ale,6.80%
A2477,Summit Sunrise,Denver Beer Co.,American Amber / Red Ale,6.90%
A2478,The Assemblyman,Yolo Brewing Company,American Amber / Red Ale,6.40%
A2479,Double Ought Buck Double Amber,Natty Greene's Pub & Brewing Co.,American Amber / Red Ale,9.50%
A2480,Imperial Amber,Manor Hill Brewing,American Amber / Red Ale,-
A2481,Butter Pecan,Greenbush Brewing Company,American Amber / Red Ale,-
A2482,Phat Chance Amber,Innovation Brewing,American Amber / Red Ale,5.50%
A2483,Blue Moon,Greenbush Brewing Company,American Amber / Red Ale,-
A2484,Point Reyes Amber,Malmö Brewing Co,American Amber / Red Ale,4.90%
A2485,La Blanche Amb'Ré,Bières de Ré,American Amber / Red Ale,5.80%
A2486,Agamenticus Amber Ale,SoMe Brewing Company,American Amber / Red Ale,5.50%
A2487,Ruby Soho Red Ale,Malmö Brewing Co,American Amber / Red Ale,4.60%
A2488,Markus Ambrée,La Brasserie Du Val De Drôme,American Amber / Red Ale,6.20%
A2489,Wisconsin Amber Ale,Hillbilly Brewing,American Amber / Red Ale,-
A2490,Tri-City Beer,Sisyphus Brewing,American Amber / Red Ale,6.90%
A2491,Agravain Amber,House of Pendragon Brewing Company,American Amber / Red Ale,6.60%
A2492,Nano Rat Imperial Red,Nano Brew Cleveland,American Amber / Red Ale,8.50%
A2493,Libertine,Lift Bridge Brewery,American Amber / Red Ale,8.50%
A2494,Gull Dam Amber Ale,Gull Dam Brewing,American Amber / Red Ale,6.00%
A2495,Fullers Traitors' Gate,Fuller Smith & Turner PLC,American Amber / Red Ale,4.50%
A2496,Ruby Slipper Ale,Hoppy Brewing Co.,American Amber / Red Ale,7.10%
A2497,Surly Mosh Pit,Acoustic Ales Brewing Experiment,American Amber / Red Ale,9.00%
A2498,Ala Moana Amber,Waikiki Brewing Company,American Amber / Red Ale,5.62%
A2499,Lisa,J Wells Brewery,American Amber / Red Ale,6.00%
A2500,Son Of Chugga,BrickHouse Brewery,American Amber / Red Ale,6.80%
A2501,Commuter Amber,Deschutes Brewery,American Amber / Red Ale,4.60%
A2502,Nerdy Girl,South Fork Brewing Company,American Amber / Red Ale,-
A2503,Pan Pacific,Garage Project,American Amber / Red Ale,6.00%
A2504,Black Oak Love Fuzz,Black Oak Brewing Co.,American Amber / Red Ale,5.50%
A2505,Avenue Amber,Gillette Brewing Company,American Amber / Red Ale,4.50%
A2506,Noisy Minor Admiral Ackbar Anti-Imperial Red Ale,Fortitude Brewing Company,American Amber / Red Ale,8.50%
A2507,Railyard Red,Second Street Brewery,American Amber / Red Ale,6.60%
A2508,Armistice Amber Ale,Locavore Beer Works,American Amber / Red Ale,6.00%
A2509,Stoneyard Ripper's Red Ale,CB Craft Brewers,American Amber / Red Ale,6.25%
A2510,Dog Ditch Amber,Tustin Brewing Company,American Amber / Red Ale,-
A2511,Negev Amber Ale,Negev Brewery,American Amber / Red Ale,4.90%
A2512,3 Sisters American Red Ale,Wild Ride Brewing Co.,American Amber / Red Ale,6.00%
A2513,Notting Hill Amber,Moncada Brewery Ltd,American Amber / Red Ale,4.70%
A2514,Inspector Stonewall's Amber Ale,Trickster's Brewing Company,American Amber / Red Ale,5.60%
A2515,Legendary Amber,Pigskin Brewing Company,American Amber / Red Ale,-
A2516,Attain In Inner Peach,Finback Brewery,American Amber / Red Ale,-
A2517,Levrette Bio,Brasserie De Brunehaut,American Amber / Red Ale,6.50%
A2518,High Alert Double Red,Northbound Brewpub,American Amber / Red Ale,8.40%
A2519,Hopback Amber,Bube's Brewery,American Amber / Red Ale,5.20%
A2520,Saskberry,Bin Brewing,American Amber / Red Ale,-
A2521,Amarillo Anonymous,Rock & Run Brewery and Pub,American Amber / Red Ale,6.00%
A2522,Mistura Clássica Amber,Mistura Clássica,American Amber / Red Ale,6.00%
A2523,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,5.00%
A2524,Capistrano Amber,Bayhawk Ales,American Amber / Red Ale,5.50%
A2525,Ed's Red,American Brewing Company,American Amber / Red Ale,5.00%
A2526,Easy Amber Ale,Scottsdale Beer Company,American Amber / Red Ale,5.70%
A2527,Coconut Imperial Red,The Brewery at Abigaile,American Amber / Red Ale,9.40%
A2528,Portsmouth Amber Dandy With Cayenne,Portsmouth Brewery,American Amber / Red Ale,-
A2530,Billabong Brew,CP Brewery at Brews and Cues,American Amber / Red Ale,-
A2531,North 40 Amber,Himmelberger Brewing Co.,American Amber / Red Ale,4.20%
A2532,Amber Borealis,49th State Brewing Company,American Amber / Red Ale,5.30%
A2533,Rustic Horizon Red With Breakfast Tea,Twisted Manzanita Ales,American Amber / Red Ale,5.60%
A2534,16|02 Red Ale (Amarillo Citra Simcoe),Brew By Numbers,American Amber / Red Ale,5.40%
A2535,Rudder's Red,Rudder's Seafood Restaurant & Brew Pub,American Amber / Red Ale,-
A2536,Grizzly Peak Junicade Red,Grizzly Peak Brewing Company,American Amber / Red Ale,-
A2537,Echo Amber (Altbier),Echo Brewpub & Pizzeria,American Amber / Red Ale,5.20%
A2538,Red Wing,Birdland Brewing Company,American Amber / Red Ale,6.00%
A2539,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40%
A2540,Scraps,Birdsview Brewing Company,American Amber / Red Ale,-
A2541,Ruby Pogo,Three Palms Brewing Co.,American Amber / Red Ale,7.50%
A2542,Honey Brew-Brew,FireWheel Brewing Company,American Amber / Red Ale,6.00%
A2543,The Spirit Of The 90's (2015 Symposium Ale),Hopworks Urban Brewery,American Amber / Red Ale,5.50%
A2544,Hopped Up Red Ale,Sick N Twisted Brewing Co.,American Amber / Red Ale,8.00%
A2545,Pumukl,Junction Craft Brewing,American Amber / Red Ale,4.50%
A2546,Howitzer Amber,Red Leg Brewing Company,American Amber / Red Ale,5.90%
A2547,Archtop Amber,12 String Brewing Company,American Amber / Red Ale,5.50%
A2548,Rye-Zen-Shine,Iron Hill Brewery & Restaurant,American Amber / Red Ale,6.00%
A2549,MòR-ish!,MòR Brewery,American Amber / Red Ale,4.20%
A2550,Caramel Latte Beer,Last Best Eatery & Brewpub,American Amber / Red Ale,5.30%
A2551,California Amber,Boxcar Brewing Co.,American Amber / Red Ale,6.00%
A2552,Round Engine Red,Fly Boy Brewery & Eats,American Amber / Red Ale,-
A2553,And To All A Good Light,2kids Brewing Company,American Amber / Red Ale,3.40%
A2554,Glasstown Ale,Glasstown Brewing Co.,American Amber / Red Ale,-
A2555,Anker Beard Amber,Gro_en Bart Brewery,American Amber / Red Ale,5.30%
A2556,Creekside Rippoff Red Ale,Creekside Brewing Company,American Amber / Red Ale,5.80%
A2557,Devil's Gate Red Ale,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,-
A2558,Dick's Oatmeal IRA,Bill's Tavern & Brewhouse,American Amber / Red Ale,8.00%
A2559,Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99%
A2560,Java The Red,Big Woods Brewing Co. / Quaff On! Brewing Company,American Amber / Red Ale,5.50%
A2561,Pumpkin Pie Amber,Alvarado Street Brewery & Grill,American Amber / Red Ale,6.00%
A2562,Uncle Rico_�s Red Ale,Scottsdale Beer Company,American Amber / Red Ale,8.80%
A2563,Monks Cafe Orange Ale,Monks Café,American Amber / Red Ale,5.60%
A2564,Apache Amber,Blue Star Brewing Company,American Amber / Red Ale,-
A2565,Red Tick,The Hermosillo / Highland Park Brewery,American Amber / Red Ale,4.50%
A2566,Dispensary Red Ale,Hops and Grain Brewery,American Amber / Red Ale,-
A2567,360 Red Ale,Top Rung Brewing Company,American Amber / Red Ale,5.80%
A2568,Homewrecker Red,Nine Yards Brewing,American Amber / Red Ale,5.50%
A2569,Boneyard Red Ale,Newport Beach Brewing Company,American Amber / Red Ale,-
A2571,Driftwood,Island Hoppin' Brewery,American Amber / Red Ale,-
A2572,Cambridge House Lime Rock Red,The Cambridge House Brewpub,American Amber / Red Ale,6.00%
A2573,Virginia Hop Harvest - Amber IPA (2015),Old Bust Head Brewing Co.,American Amber / Red Ale,7.70%
A2574,Little Wind Red,Tall Paul's Brewhouse,American Amber / Red Ale,-
A2575,Emerald Irish Ale,Steelhead Brewing Co.,American Amber / Red Ale,6.20%
A2576,The Stiletto,Uncle Billy's Brew & Que,American Amber / Red Ale,5.00%
A2577,Red Faucher,10 Barrel Brewing Co.,American Amber / Red Ale,6.50%
A2578,Unite Red Ale,Three Notch'd Brewing Company,American Amber / Red Ale,5.10%
A2579,Duke Of Rochester,Wicked Weed Brewing,American Amber / Red Ale,5.50%
A2580,Centennial Amber Ale,Emmett's Brewing Company,American Amber / Red Ale,5.20%
A2581,Walkendorff,7 Fjell Bryggeri,American Amber / Red Ale,6.00%
A2582,Rocket Science Red Planet,Dennis Beer Co.,American Amber / Red Ale,6.40%
A2583,Finsbury Park Amber Ale,Lewis Beer Company,American Amber / Red Ale,4.40%
A2584,Rocket Man Red Ale,Playalinda Brewing Company,American Amber / Red Ale,5.00%
A2585,Shades Of Amber,Sandude Brewing Co.,American Amber / Red Ale,5.00%
A2586,Glorioski Amber ,Discretion Brewing,American Amber / Red Ale,5.70%
A2587,Texas Red,Railroad Seafood Station Brewing Company,American Amber / Red Ale,4.80%
A2588,Café Ambré,O'so Brewing Company & Tap House,American Amber / Red Ale,7.00%
